t,AGB,SNII,Winds,tot_AGB,tot_SNII,tot_winds
100000.0,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.0
130360.60469954446,0.0,0.0,1.941838461538462e-10,0.0,0.0,5.8955389921140815e-06
160721.20939908893,0.0,0.0,1.941838461538462e-10,0.0,0.0,1.1791077984228163e-05
191081.81409863342,0.0,0.0,1.941838461538462e-10,0.0,0.0,1.768661697634225e-05
221442.41879817785,0.0,0.0,1.941838461538462e-10,0.0,0.0,2.3582155968456326e-05
251803.02349772234,0.0,0.0,1.941838461538462e-10,0.0,0.0,2.9477694960570413e-05
282163.62819726684,0.0,0.0,1.941838461538462e-10,0.0,0.0,3.53732339526845e-05
312524.23289681127,0.0,0.0,1.941838461538462e-10,0.0,0.0,4.126877294479857e-05
342884.8375963557,0.0,0.0,1.941838461538462e-10,0.0,0.0,4.7164311936912645e-05
373245.4422959002,0.0,0.0,1.941838461538462e-10,0.0,0.0,5.305985092902673e-05
403606.0469954447,0.0,0.0,1.941838461538462e-10,0.0,0.0,5.895538992114082e-05
433966.6516949891,0.0,0.0,1.941838461538462e-10,0.0,0.0,6.48509289132549e-05
464327.2563945336,0.0,0.0,1.941838461538462e-10,0.0,0.0,7.0746467905369e-05
494687.86109407805,0.0,0.0,1.941838461538462e-10,0.0,0.0,7.664200689748308e-05
525048.4657936225,0.0,0.0,1.941838461538462e-10,0.0,0.0,8.253754588959716e-05
555409.070493167,0.0,0.0,1.941838461538462e-10,0.0,0.0,8.843308488171124e-05
585769.6751927114,0.0,0.0,1.941838461538462e-10,0.0,0.0,9.43286238738253e-05
616130.279892256,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00010022416286593941
646490.8845918004,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00010611970185805348
676851.4892913449,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00011201524085016756
707212.0939908894,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00011791077984228164
737572.6986904338,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.0001238063188343957
767933.3033899782,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00012970185782650977
798293.9080895227,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00013559739681862385
828654.5127890672,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00014149293581073794
859015.1174886117,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00014738847480285202
889375.7221881561,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00015328401379496607
919736.3268877006,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00015917955278708015
950096.9315872451,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.00016507509177919423
980457.5362867896,0.0,0.0,1.941838461538462e-10,0.0,0.0,0.0001709706307713083
1010818.140986334,0.0,0.0,1.9141441661599748e-10,0.0,0.0,0.00017682412898570145
1041178.7456858784,0.0,0.0,1.8399963873098692e-10,0.0,0.0,0.0001825230278522228
1071539.3503854228,0.0,0.0,1.770730593067898e-10,0.0,0.0,0.00018800422057868425
1101899.9550849674,0.0,0.0,1.705900286636994e-10,0.0,0.0,0.00019328185136993176
1132260.559784512,0.0,0.0,1.645110633736763e-10,0.0,0.0,0.00019836878726479798
1162621.1644840564,0.0,0.0,1.5880112973723918e-10,0.0,0.0,0.0002032767641095896
1192981.7691836008,0.0,0.0,1.5342904227240638e-10,0.0,0.0,0.0002080165125234174
1223342.3738831452,0.0,0.0,1.4836695636906325e-10,0.0,0.0,0.00021259786703074635
1253702.9785826898,0.0,0.0,1.4358993845223703e-10,0.0,0.0,0.00021702986096723437
1284063.5832822341,0.0,0.0,1.3907560026685352e-10,0.0,0.0,0.0002213208093088514
1314424.1879817788,0.0,0.0,1.348037864635937e-10,0.0,0.0,0.0002254783812067898
1344784.7926813231,0.0,0.0,1.3075630669363382e-10,0.0,0.0,0.0002295096637129502
1375145.3973808675,0.0,0.0,1.2691670503181612e-10,0.0,0.0,0.0002334212179383189
1405506.002080412,0.0,0.0,1.232700608357765e-10,0.0,0.0,0.00023721912868810067
1435866.6067799565,0.0,0.0,1.19802816183241e-10,0.0,0.0,0.00024090904845427836
1466227.211479501,0.0,0.0,1.1650262586510676e-10,0.0,0.0,0.00024449623651146886
1496587.8161790455,0.0,0.0,1.133582265896792e-10,0.0,0.0,0.00024798559375010886
1526948.4208785899,0.0,0.0,1.1035932260582701e-10,0.0,0.0,0.0002513816937878467
1557309.0255781345,0.0,0.0,1.0749648540501817e-10,0.0,0.0,0.00025468881082210524
1587669.6302776788,0.0,0.0,1.0476106553394407e-10,0.0,0.0,0.0002579109446213809
1618030.2349772234,0.0,0.0,1.0214511485627921e-10,0.0,0.0,0.000261051842997741
1648390.8396767678,0.0,0.0,9.964131785637656e-11,0.0,0.0,0.00026411502205640107
1678751.4443763122,0.0,0.0,9.724293078915967e-11,0.0,0.0,0.00026710378447874806
1709112.0490758568,0.0,0.0,9.494372765697617e-11,0.0,0.0,0.0002700212360615528
1739472.6537754012,0.0,0.0,9.273795214200912e-11,0.0,0.0,0.0002728703007064145
1769833.2584749456,0.0,0.0,9.062027474707074e-11,0.0,0.0,0.0002756537340289089
1800193.8631744902,0.0,0.0,8.858575450233052e-11,0.0,0.0,0.0002783741357358169
1830554.4678740345,0.0,0.0,8.662980468408856e-11,0.0,0.0,0.0002810339609006512
1860915.0725735791,0.0,0.0,8.474816206681447e-11,0.0,0.0,0.0002836355302520191
1891275.6772731235,0.0,0.0,8.293685929355732e-11,0.0,0.0,0.0002861810395757976
1921636.281972668,0.0,0.0,8.11922000043203e-11,0.0,0.0,0.00028867256832032306
1951996.8866722125,0.0,0.0,7.951073640859228e-11,0.0,0.0,0.0002911120874835673
1982357.491371757,0.0,0.0,7.788924902818203e-11,0.0,0.0,0.0002935014668523473
2012718.0960713015,0.0,0.0,7.632472837084295e-11,0.0,0.0,0.00029584248165582546
2043078.7007708459,0.0,0.0,7.481435832476692e-11,0.0,0.0,0.00029813681868873324
2073439.3054703902,0.0,0.0,7.335550108958154e-11,0.0,0.0,0.0003003860819537663
2103799.910169935,0.0,0.0,7.194568348160697e-11,0.0,0.0,0.000302591797867337
2134160.5148694795,0.0,0.0,7.058258447031925e-11,0.0,0.0,0.0003047554200682366
2164521.119569024,0.0,0.0,6.926402381965164e-11,0.0,0.0,0.0003068783338646685
2194881.724268568,0.0,0.0,6.798795172230045e-11,0.0,0.0,0.0003089618603514989
2225242.328968113,0.0,0.0,6.675243932788963e-11,0.0,0.0,0.00031100726022636734
2255602.933667657,0.0,0.0,6.555567007694676e-11,0.0,0.0,0.0003130157373304595
2285963.5383672016,0.0,0.0,6.439593176236637e-11,0.0,0.0,0.0003149884419372175
2316324.143066746,0.0,0.0,6.327160924857598e-11,0.0,0.0,0.00031692647381001556
2346684.7477662903,0.0,0.0,6.218117778612712e-11,0.0,0.0,0.0003188308850478239
2377045.352465835,0.0,0.0,6.112319686605044e-11,0.0,0.0,0.0003207026827360936
2407405.9571653795,0.0,0.0,6.009630456415155e-11,0.0,0.0,0.0003225428314184927
2437766.561864924,0.0,0.0,5.90992123305852e-11,0.0,0.0,0.0003243522554036922
2468127.1665644683,0.0,0.0,5.813070018461561e-11,0.0,0.0,0.0003261318409201103
