t,AGB+OB
1.0,1.0736132009453116e-10
1.0092528860766845,1.0738930227834685e-10
1.0185913880541169,1.0741738724823801e-10
1.0280162981264735,1.074455753725399e-10
1.0375284158180127,1.0747386702070068e-10
1.0471285480508996,1.0750226256328009e-10
1.0568175092136585,1.0753076237194792e-10
1.066596121230258,1.0755936681948232e-10
1.076465213629835,1.0758807627976802e-10
1.0864256236170655,1.0761689112779447e-10
1.096478196143185,1.0764581173965369e-10
1.1066237839776663,1.0767483849253812e-10
1.1168632477805611,1.077039717647382e-10
1.1271974561755105,1.0773321193563994e-10
1.1376272858234309,1.0776255938572221e-10
1.1481536214968828,1.0779201449655393e-10
1.158777356155126,1.0782157765079106e-10
1.169499391019871,1.0785124923217345e-10
1.1803206356517297,1.0788102962552159e-10
1.191242008027375,1.0791091921673302e-10
1.202264434617413,1.0794091839277861e-10
1.2133888504649772,1.0797102754169888e-10
1.2246161992650486,1.0800124705259975e-10
1.2359474334445104,1.0803157731564843e-10
1.247383514242943,1.0806201872206889e-10
1.2589254117941673,1.0809257166413725e-10
1.2705741052085417,1.08123236535177e-10
1.2823305826560216,1.0815401372955374e-10
1.2941958414499861,1.0818490364267013e-10
1.3061708881318415,1.0821590667096024e-10
1.318256738556407,1.0824702321188385e-10
1.330454417978091,1.0827825366392043e-10
1.3427649611378638,1.0830959842656313e-10
1.355189412351036,1.083410579003121e-10
1.367728825595849,1.0837263248666787e-10
1.3803842646028848,1.0840432258812447e-10
1.3931568029453032,1.0843612860816212e-10
1.406047524129914,1.0846805095123979e-10
1.4190575216890922,1.085000900227874e-10
1.4321878992735435,1.0853224622919783e-10
1.4454397707459274,1.0856451997781851e-10
1.4588142602753484,1.0859691167694291e-10
1.4723125024327188,1.0862942173580148e-10
1.485935642287007,1.0866205056455252e-10
1.4996848355023735,1.0869479857427259e-10
1.5135612484362082,1.0872766617694658e-10
1.5275660582380726,1.0876065378545763e-10
1.5417004529495595,1.0879376181357643e-10
1.5559656316050745,1.0882699067595046e-10
1.5703628043335525,1.0886034078809267e-10
1.5848931924611136,1.0889381256636991e-10
1.599558028614669,1.0892740642799086e-10
1.6143585568264864,1.089611227909938e-10
1.6292960326397223,1.0899496207423381e-10
1.6443717232149315,1.0902892469736957e-10
1.6595869074375607,1.0906301108084984e-10
1.6749428760264373,1.0909722164589952e-10
1.6904409316432643,1.0913155681450522e-10
1.7060823890031236,1.106512657898886e-10
1.721868574986007,1.1461891549039952e-10
1.7378008287493754,1.187394572980854e-10
1.7538805018417611,1.230188253123583e-10
1.770108958317421,1.2746318410632207e-10
1.7864875748520508,1.3207893767868018e-10
1.803017740859569,1.3687273875334898e-10
1.8197008586099834,1.4185149844028304e-10
1.8365383433483464,1.4702239627154144e-10
1.8535316234148114,1.523928906271703e-10
1.8706821403658007,1.5797072956604341e-10
1.8879913490962936,1.6376396207738855e-10
1.9054607179632472,1.6978094976934154e-10
1.9230917289101586,1.760303790115017e-10
1.9408858775927782,1.8252127354912159e-10
1.9588446735059897,1.8926300760725408e-10
1.9769696401118606,1.9626531950388222e-10
1.9952623149688795,2.0353832579180575e-10
2.0137242498623884,2.1109253594982005e-10
2.032357010936222,2.1893886764452295e-10
2.0511621788255656,2.270886625849142e-10
2.0701413487910423,2.3555370299281216e-10
2.0892961308540396,2.4434622871300654e-10
2.1086281499332893,2.5347895498799677e-10
2.128139045982712,2.6296509092312836e-10
2.147830474130534,2.7281835866894385e-10
2.1677041048196948,2.8305301334860495e-10
2.1877616239495525,2.936838637593296e-10
2.2080047330189,3.047262938779022e-10
2.228435149270304,3.1619628520149086e-10
2.2490546058357808,3.2811043995622024e-10
2.269864851883822,3.4048600520719785e-10
2.290867652767773,3.533408979050112e-10
2.3120647901755946,3.666937309050725e-10
2.333458062281003,3.8056383999759293e-10
2.3550492838960095,3.949713119874424e-10
2.3768402866248763,4.0993701386467773e-10
2.3988329190194904,4.254826231080954e-10
2.4210290467361784,4.416306591658238e-10
2.443430552693972,4.584045161586696e-10
2.4660393372343394,4.758284968537139e-10
2.488857318282391,4.939278479574936e-10
2.51188643150958,5.12728796780026e-10
2.535128630497908,5.322585893229202e-10
2.5585858869056457,5.525455298468901e-10
2.5822601906345963,5.736190219761324e-10
2.6061535499988957,5.955096113992578e-10
2.6302679918953817,6.182490302287975e-10
2.654605561975539,6.418702430837005e-10
2.679168324819032,6.664074949617436e-10
2.7039583641088436,6.918963609713802e-10
2.728977782808041,7.183737979952592e-10
2.7542287033381663,7.458781983604201e-10
2.7797132677592886,7.744494455931384e-10
2.8054336379517135,8.04128972339359e-10
2.8313919957993794,8.349598205348634e-10
2.857590543374947,8.669867039125279e-10
2.884031503126606,9.002560729374693e-10
2.9107171180666054,9.348161822643648e-10
2.937649651961531,9.707171608149246e-10
2.9648313895243428,1.0080110845772769e-09
2.9922646366081893,1.0467520522329953e-09
3.019951720402016,1.0869962637216017e-09
3.047894989627983,1.1288021018566279e-09
3.076096814740708,1.172230217111775e-09
3.1045595881283554,1.2173436157002995e-09
3.1332857243155856,1.2642077510755393e-09
3.1622776601683795,1.3128906189854556e-09
3.1915378551007616,1.3634628562192476e-09
3.2210687912834346,1.4159978431894345e-09
3.2508729738543436,1.4705718104983852e-09
3.2809529311311905,1.5272639496440559e-09
3.311311214825911,1.5861565280257081e-09
3.3419504002611427,1.6473350084166284e-09
