t,SNII_tot,SNII
1.9769696401118606,0.0,0.0
1.9952623149688795,0.0,0.0
2.0137242498623884,0.0,0.0
2.032357010936222,0.0,0.0
2.0511621788255656,0.0,0.0
2.0701413487910423,0.0,0.0
2.0892961308540396,0.0,0.0
2.1086281499332893,0.0,0.0
2.128139045982712,0.0,0.0
2.147830474130534,0.0,0.0
2.1677041048196948,0.0,0.0
2.1877616239495525,0.0,0.0
2.2080047330189,0.0,0.0
2.228435149270304,0.0,0.0
2.2490546058357808,0.0,0.0
2.269864851883822,0.0,0.0
2.290867652767773,0.0,0.0
2.3120647901755946,0.0,0.0
2.333458062281003,0.0,0.0
2.3550492838960095,0.0,0.0
2.3768402866248763,0.0,0.0
2.3988329190194904,0.0,0.0
2.4210290467361784,0.0,0.0
2.443430552693972,0.0,0.0
2.4660393372343394,0.0,0.0
2.488857318282391,0.0,0.0
2.51188643150958,0.0,0.0
2.535128630497908,0.0,0.0
2.5585858869056457,0.0,0.0
2.5822601906345963,0.0,0.0
2.6061535499988957,0.0,0.0
2.6302679918953817,0.0,0.0
2.654605561975539,0.0,0.0
2.679168324819032,0.0,0.0
2.7039583641088436,0.0,0.0
2.728977782808041,0.0,0.0
2.7542287033381663,0.0,0.0
2.7797132677592886,0.0,0.0
2.8054336379517135,0.0,0.0
2.8313919957993794,0.0,0.0
2.857590543374947,0.0,0.0
2.884031503126606,0.0,0.0
2.9107171180666054,0.0,0.0
2.937649651961531,0.0,0.0
2.9648313895243428,0.0,0.0
2.9922646366081893,0.0,0.0
3.019951720402016,0.0,0.0
3.047894989627983,0.0,0.0
3.076096814740708,0.0,0.0
3.1045595881283554,0.0,0.0
3.1332857243155856,0.0,0.0
3.1622776601683795,0.0,0.0
3.1915378551007616,0.0,0.0
3.2210687912834346,0.0,0.0
3.2508729738543436,0.0,0.0
3.2809529311311905,0.0,0.0
3.311311214825911,0.0,0.0
3.3419504002611427,0.0,0.0
3.372873086588689,0.0,0.0
3.404081897010009,0.0,0.0
3.4355794789987466,0.0,0.0
3.4673685045253166,0.0,0.0
3.499451670283573,0.0,0.0
3.53183169791957,0.0,0.0
3.5645113342624426,0.0,0.0
3.5974933515574232,0.0,0.0
3.630780547701014,0.0,0.0
3.664375746478333,0.0,0.0
3.6982817978026628,0.0,0.0
3.732501577957206,0.0,1.3411902981390519e-08
3.767037989839089,0.0002305345848377644,1.3191476983522359e-08
3.8018939632056115,0.0006899129473871082,1.297467370948419e-08
3.8370724549227875,0.0011459220965511368,1.2761433619439166e-08
3.872576449216172,0.0015985867431124227,1.2551698152093762e-08
3.90840895792402,0.002047931416617534,1.2345409708615303e-08
3.944573020752784,0.0024939804667062702,1.2142511636813812e-08
3.9810717055349722,0.0029367580644311508,1.1942948215583869e-08
4.017908108489399,0.0033762882035672254,1.1746664639602099e-08
4.055085354483838,0.0038125947019122786,1.1553607004276258e-08
4.092606597300109,0.004245701202577496,1.1363722290941556e-08
4.130475019901613,0.00467563117526867,1.1176958352300411e-08
4.168693834703354,0.005102407917558001,1.0993263898101398e-08
4.207266283844441,0.005526054556146577,1.0812588481053622e-08
4.246195639463129,0.00594659404811759,1.0634882482972588e-08
4.285485203974395,0.006364049182180365,1.046009710115373e-08
4.325138310350087,0.00677844257990526,1.0288184334969924e-08
4.36515832240166,0.007189796696949514,1.0119096972689273e-08
4.405548635065533,0.007598133824274098,9.952788578509524e-09
4.446312674691087,0.008003476089351647,9.789213479805571e-09
4.487453899331322,0.008405845457365533,9.628326754586592e-09
4.528975799036208,0.008805263732400136,9.470084219159272e-09
4.570881896148751,0.009201752558622399,9.314442415993825e-09
4.613175745603794,0.009595333421454693,9.161358601789404e-09
4.65586093522959,0.009986027648739116,9.010790735735681e-09
4.698941086052154,0.010373856411893216,8.862697467967369e-09
4.742419852602447,0.010758840727057255,8.717038128208427e-09
4.786300923226384,0.011141001456233071,8.573772714602975e-09
4.830588020397728,0.011520359308414562,8.432861882729719e-09
4.875284901033864,0.01189693484070989,8.29426693479696e-09
4.92039535681451,0.012270748459455456,8.157949809015162e-09
4.965923214503362,0.012641820421321712,8.023873069144195e-09
5.011872336272724,0.013010170834410839,7.891999894212372e-09
5.05824662003114,0.013375819659346403,7.76229406840444e-09
5.105049999754062,0.013738786710354998,7.634719971115765e-09
5.152286445817564,0.014099091656339971,7.509242567170015e-09
5.199959965335159,0.014456754021947255,7.385827397197553e-09
5.248074602497725,0.014811793188623398,7.264440568172005e-09
5.296634438916578,0.015164228395665837,7.145048744102368e-09
5.345643593969716,0.015514078741265445,7.027619136878047e-09
5.3951062251512765,0.015861363183541463,6.912119497264404e-09
5.445026528424211,0.01620610054156881,6.798518106046282e-09
5.495408738576246,0.0165483094963979,6.686783765317056e-09
5.546257129579107,0.016888008592066905,6.5768857899108995e-09
5.597576014951102,0.017225216236606705,6.468793998975821e-09
5.649369748123025,0.01755995070303835,6.3624787076852215e-09
5.701642722807475,0.01789223013036331,6.2579107190856625e-09
5.7543993733715695,0.018222072524546357,6.155061316078625e-09
5.807644175213121,0.018549495759491344,6.053902253534045e-09
5.861381645140288,0.018874517578009755,5.954405750533455e-09
5.91561634175474,0.01919715559278218,5.856544482740631e-09
5.970352865838369,0.019517427287312723,5.7602915748976065e-09
6.025595860743578,0.01983535001687643,5.6656205934440336e-09
6.08135001278718,0.020150941009459758,5.572505539257829e-09
6.137620051647943,0.02046421736669414,5.480920840515144e-09
6.1944107507678146,0.020775196064782713,5.390841345667676e-09
6.251726927756859,0.02108389395542025,5.302242316535381e-09
6.309573444801933,0.02139032776670633,5.2150994215127436e-09
6.367955209079159,0.021694514104051828,5.129388728886677e-09
6.4268771731701975,0.021996469451078738,5.0450867002642406e-09
6.486344335482385,0.02229621017051343,4.9621701841083935e-09
6.546361740672751,0.022593752505073315,4.9488340435458656e-09
6.606934480075961,0.022891169142862346,4.955847239492428e-09
6.668067692136222,0.023191149080727228,4.962870374126961e-09
6.729766562843179,0.023494333746201447,4.969903461533989e-09
6.792036326171846,0.023800757375838026,4.976946515817996e-09
6.854882264526615,0.024110454571943878,4.983999551103449e-09
6.918309709189364,0.024423460306487194,4.99106258153484e-09
6.982324040771713,0.02473980992504659,4.998135621276696e-09
7.046930689671469,0.025059539150802435,4.972307444093044e-09
7.11213513653329,0.02538161604262589,4.934280390337464e-09
7.177942912713617,0.025704589406489682,4.896544158666718e-09
7.244359600749901,0.026028058325874962,4.859096524940973e-09
7.3113908348341745,0.0263520235611394,4.8219352820301e-09
7.379042301291009,0.026676485873807335,4.785058239683589e-09
7.447319739059891,0.027001446026571535,4.74846322440146e-09
7.516228940182055,0.027326904783295018,4.712148079306155e-09
7.5857757502918375,0.027652862909012844,4.676110664015411e-09
7.655966069112563,0.0279793211699339,4.6403488545161225e-09
7.726805850957024,0.028306280333442714,4.604860543039132e-09
7.7983011052325875,0.028633741168101245,4.569643637935019e-09
7.870457896950986,0.028961704443650708,4.53469606355081e-09
7.943282347242816,0.02929017093101336,4.5000157601076415e-09
8.016780633876792,0.029619141402294356,4.465600683579367e-09
8.090958991783824,0.0299486166307835,4.431448805572073e-09
8.165823713585924,0.0302785973909571,4.397558113204533e-09
8.241381150130023,0.030609084458479815,4.3639266089895665e-09
8.31763771102671,0.030940078610206416,4.330552310716319e-09
8.394599865193975,0.031271580624183656,4.297433251333417e-09
8.472274141405965,0.031603591279652093,4.264567478833044e-09
8.550667128846834,0.03193611135704791,4.231953056135884e-09
8.629785477669705,0.03226914163800475,4.199588060976956e-09
8.709635899560807,0.03260268290535556,4.167470585792315e-09
8.790225168308844,0.03293673594313445,4.135598737606623e-09
8.87156012037961,0.03327130153657849,4.103970637921575e-09
8.95364765549594,0.03360638047212959,4.0725844226051895e-09
9.036494737223016,0.03394197353743636,4.041438241781934e-09
9.120108393559097,0.0342780815213559,4.01053025972369e-09
9.204495717531712,0.03461470521395573,3.9798586547415675e-09
9.289663867799362,0.034951845406515615,3.949421619078525e-09
9.375620069258803,0.0352895028915294,3.919217358802832e-09
9.462371613657929,0.03562767846270692,3.88924409370233e-09
9.549925860214358,0.03596637291497583,3.859500057179511e-09
9.638290236239705,0.03630558704448347,3.829983496147393e-09
9.727472237769652,0.03664532164859879,3.800692670926196e-09
9.817479430199844,0.036985577525914144,3.7716258551408105e-09
9.908319448927676,0.03732635547624727,3.742781335619042e-09
10.0,0.03766765630064302,3.7141574122906395e-09
10.092528860766844,0.0380094808013754,3.6857523980870927e-09
10.18591388054117,0.038351829781949384,3.657564618842202e-09
10.280162981264736,0.038694704047102776,3.6295924131934042e-09
10.375284158180126,0.03903810440280816,3.6018341324838486e-09
10.471285480508996,0.03938203165627476,3.5742881406652282e-09
10.568175092136585,0.03972648661595034,3.54695281420136e-09
10.665961212302578,0.040071470091523106,3.519826541972482e-09
10.76465213629835,0.040416982893923634,3.4929077251803078e-09
10.864256236170656,0.040763025835326726,3.4661947772537862e-09
10.964781961431852,0.041109599729153366,3.4396861237555938e-09
11.066237839776663,0.04145670539007261,3.4133802022893416e-09
11.168632477805613,0.041804343634003496,3.38727546240748e-09
11.271974561755105,0.042152515278116996,3.361370365519928e-09
11.37627285823431,0.042501221140837875,3.335663384803381e-09
11.481536214968829,0.04285046204184669,3.310153005111327e-09
11.587773561551263,0.043200238802081646,3.284837722884742e-09
11.694993910198711,0.04355055224374056,3.2597160460634735e-09
11.803206356517299,0.04390140319028282,3.2347864939982966e-09
11.91242008027375,0.04425279246643128,3.2100475973636506e-09
12.02264434617413,0.0446047208981742,3.185497898071034e-09
12.133888504649775,0.044957189312767196,3.161135949183071e-09
12.246161992650489,0.0453101985387352,3.1369603148282233e-09
12.359474334445107,0.045663749405874386,3.112969570116166e-09
12.473835142429433,0.04601784274525414,3.0891623010538074e-09
12.589254117941675,0.04637247938921899,3.0655371044619434e-09
12.705741052085418,0.04672766017139059,3.0420925878925617e-09
12.823305826560219,0.04708338592666967,3.0188273695467684e-09
12.941958414499863,0.047439657491237935,2.9957400781933443e-09
13.061708881318419,0.047796475702560175,2.9728293530879324e-09
13.182567385564074,0.048153841399386076,2.950093843892834e-09
13.304544179780914,0.048511755421752324,2.927532210597413e-09
13.427649611378643,0.04887021861098447,2.905143123439128e-09
13.551894123510364,0.04922923180969897,2.8829252628251565e-09
13.677288255958494,0.04958879586180516,2.86087731925461e-09
13.803842646028853,0.04994891161250724,2.8389979932413616e-09
13.931568029453036,0.05030957990830622,2.8172859952374512e-09
14.060475241299143,0.05067080159700198,2.7957400455570857e-09
14.190575216890926,0.051032577527695196,2.7743588743012077e-09
14.321878992735432,0.0513949085507894,2.7531412212826584e-09
14.454397707459272,0.0517577955179929,2.7320858359518917e-09
14.588142602753482,0.05212123928232085,2.7111914773232783e-09
14.723125024327187,0.05248524069809723,2.690456913901959e-09
14.859356422870068,0.05284980062095685,2.6698809236112615e-09
14.996848355023733,0.05321491990784739,2.6494622937206705e-09
15.13561248436208,0.053580599417031353,2.6291998207743556e-09
15.275660582380723,0.053946840008088165,2.6090923105202332e-09
15.417004529495593,0.05431364254191609,2.589138577839586e-09
15.559656316050742,0.05468100788073439,2.5693374466772086e-09
15.703628043335524,0.05504893688808521,2.549687749972092e-09
15.848931924611133,0.055417430428835714,2.5301883295886407e-09
15.995580286146687,0.05578648936918006,2.510838036248411e-09
16.14358556826486,0.056156114576641485,2.491635729462374e-09
16.29296032639722,0.05652630692007426,2.4725802774636944e-09
16.443717232149314,0.056897067269665834,2.4536705571410304e-09
16.595869074375607,0.0572683964969388,2.4349054539723327e-09
16.749428760264372,0.057640295474752995,2.4162838619591604e-09
16.90440931643264,0.05801276507730756,2.3978046835614897e-09
17.060823890031234,0.05838580618014288,2.379466829633029e-09
17.218685749860068,0.05875941966014283,2.3612692193570258e-09
17.378008287493753,0.05913360639553665,2.343210780182562e-09
17.538805018417612,0.05950836726590117,2.3252904477613416e-09
17.701089583174213,0.05988370315216274,2.307507165884955e-09
17.864875748520507,0.06025961493659939,2.289859886422634e-09
18.03017740859569,0.06063610350284289,2.272347569259465e-09
18.197008586099834,0.06101316973588078,2.254969182235098e-09
18.365383433483466,0.06139081452205851,2.2377237010829018e-09
18.535316234148116,0.06176903874908151,2.2206101093696004e-09
18.706821403658008,0.06214784330601722,2.203627398435364e-09
18.879913490962934,0.06252722908329725,2.1867745673343594e-09
19.054607179632473,0.06290719697271947,2.1700506227757524e-09
19.230917289101587,0.06328774786745005,2.1534545790651697e-09
19.408858775927783,0.06366888266202562,2.1369854580465982e-09
19.5884467350599,0.06405060225235532,2.1206422890447357e-09
19.76969640111861,0.06443290753572291,2.10442410880778e-09
19.952623149688797,0.064815799410789,2.088329961450653e-09
20.137242498623884,0.06519927877759293,2.072358898398666e-09
20.32357010936222,0.06558334653755515,2.0565099783316093e-09
20.511621788255656,0.0659680035934791,2.040782267128271e-09
20.701413487910425,0.06635325084955349,2.0251748378113827e-09
20.892961308540396,0.06673908921135438,2.009686770492981e-09
21.086281499332898,0.0671255195858473,1.994317152320194e-09
21.281390459827122,0.06751254288138939,1.9790650774214368e-09
21.478304741305344,0.06790016000773147,1.9639296468530192e-09
21.67704104819695,0.06828837187602037,1.9489099685461636e-09
21.87761623949553,0.0686771793988008,1.9340051572544304e-09
22.080047330189004,0.06906658349001774,1.9192143345015348e-09
22.284351492703042,0.06945658506501844,1.9045366285295775e-09
22.490546058357815,0.0698471850405546,1.8899711742476617e-09
22.698648518838223,0.07023838433478459,1.8755171131809047e-09
22.908676527677734,0.07063018386727553,1.861173593419839e-09
23.12064790175595,0.0710225845590055,1.8469397695702055e-09
23.334580622810034,0.07141558733236565,1.8328148027031219e-09
23.550492838960103,0.07180919311116243,1.8187978603056413e-09
23.76840286624877,0.07220340282061975,1.8048881162316822e-09
23.98832919019491,0.07259821738738113,1.791084750653336e-09
24.210290467361787,0.07299363773951185,1.7773869500125476e-09
24.434305526939724,0.07338966480650125,1.7637939069731662e-09
24.6603933723434,0.07378629951926478,1.7503048203733596e-09
24.888573182823915,0.07418354281014625,1.736918895178396e-09
25.11886431509581,0.07458139561292,1.7236353424337847e-09
25.351286304979084,0.07497985886279317,1.710453379218776e-09
25.58585886905645,0.07537893349640777,1.6973722286002172e-09
25.82260190634596,0.075778620451843,1.6843911195867574e-09
26.06153549998895,0.07617892066861737,1.671509287083411e-09
26.302679918953814,0.07657983508769099,1.6587259718464617e-09
26.54605561975539,0.07698136465146768,1.646040420438711e-09
26.791683248190314,0.07738351030379728,1.6334518851850753e-09
27.039583641088434,0.0777862729899778,1.6209596241285154e-09
27.289777828080403,0.07818965365675773,1.6085629009863078e-09
27.542287033381662,0.07859365325233815,1.5962609851066477e-09
27.797132677592884,0.07899827272637502,1.5840531514255876e-09
28.05433637951713,0.07940351302998144,1.5719386804242987e-09
28.31391995799379,0.07980937511572982,1.5599168580866671e-09
28.575905433749465,0.08021585993765418,1.5479869758572069e-09
28.84031503126606,0.08062296845125237,1.5361483305993012e-09
29.10717118066605,0.08103070161348827,1.5244002245537591e-09
29.376496519615305,0.08143906038279414,1.512741965297689e-09
29.648313895243422,0.08184804571907275,1.501172865703689e-09
29.92264636608189,0.08225765858369977,1.4896922438993502e-09
30.19951720402016,0.08266789993952592,1.4782994232270626e-09
30.47894989627983,0.08307877075087926,1.4669937322041392e-09
30.76096814740708,0.0834902719835675,1.455774504483235e-09
31.045595881283557,0.08390240460488024,1.4446410788130764e-09
31.332857243155857,0.08431516958359123,1.4335927989994848e-09
31.622776601683793,0.08472856788996067,1.4226290138667031e-09
31.915378551007617,0.08514260049573748,1.4117490772190153e-09
32.210687912834345,0.08555726837416158,1.400952347802661e-09
32.50872973854344,0.08597257249996623,1.3902381892680382e-09
32.809529311311906,0.08638851384938022,1.3796059701322e-09
33.11311214825911,0.08680509340013022,1.3690550637416346e-09
33.419504002611426,0.08722231213144309,1.358584848235331e-09
33.72873086588689,0.08764017102404824,1.348194706508126e-09
34.04081897010009,0.08805867106017976,1.3378840261743353e-09
34.35579478998746,0.0884778132235789,1.3276521995316559e-09
34.673685045253166,0.08889759849949624,1.317498623525353e-09
34.99451670283573,0.08931802787469424,1.3074226997127134e-09
35.3183169791957,0.08973910233744922,1.2974238342277755e-09
35.64511334262443,0.09016082287755402,1.2875014377463265e-09
35.974933515574236,0.09058319048632005,1.2776549254511689e-09
36.30780547701014,0.09100620615657981,1.2678837169976504e-09
36.643757464783334,0.09142987088268915,1.2581872364794617e-09
36.982817978026624,0.09185418566052961,1.2485649123946891e-09
37.32501577957206,0.09227915148751077,1.2390161776121352e-09
37.67037989839089,0.09270476936257258,1.2295404693378883e-09
38.018939632056124,0.09313104028618768,1.220137229082156e-09
38.37072454922788,0.09355796526036386,1.210805902626345e-09
38.72576449216173,0.0939855452886463,1.2015459399903972e-09
39.084089579240214,0.09441378137612004,1.1923567954003752e-09
39.44573020752785,0.09484267452941215,1.1832379272562932e-09
39.810717055349734,0.09527222575669433,1.1741887981001968e-09
40.179081084894,0.09570243606768515,1.1652088745844859e-09
40.55085354483839,0.0961333064736524,1.156297627440478e-09
40.926065973001094,0.09656483798741555,1.1474545314472153e-09
41.30475019901615,0.09699703162334812,1.1386790654005084e-09
41.68693834703355,0.09742988839738002,1.1299707120822155e-09
42.072662838444415,0.09786340932699991,1.1213289582297605e-09
42.4619563946313,0.09829759543125767,1.1127532945058795e-09
42.85485203974397,0.09873244773076681,1.1042432154686024e-09
43.251383103500885,0.0991679672477067,1.095798219541461e-09
43.65158322401661,0.09960415500582528,1.087417808983929e-09
44.05548635065534,0.1000410120304411,0.0
44.46312674691088,0.1002596079876364,0.0
44.87453899331323,0.1002596079876364,0.0
45.28975799036209,0.1002596079876364,0.0
45.708818961487516,0.1002596079876364,0.0
46.13175745603795,0.1002596079876364,0.0
46.55860935229589,0.10025960798763638,0.0
46.98941086052154,0.10025960798763638,0.0
47.424198526024455,0.10025960798763638,0.0
47.86300923226383,0.10025960798763638,0.0
48.30588020397726,0.10025960798763638,0.0
48.75284901033863,0.10025960798763638,0.0
49.20395356814509,0.10025960798763638,0.0
49.659232145033606,0.10025960798763638,0.0
50.11872336272722,0.10025960798763638,0.0
50.5824662003114,0.10025960798763638,0.0
51.05049999754062,0.10025960798763638,0.0
51.52286445817565,0.10025960798763638,0.0
51.999599653351595,0.10025960798763638,0.0
52.48074602497726,0.10025960798763638,0.0
52.966344389165776,0.10025960798763638,0.0
53.456435939697165,0.10025960798763638,0.0
53.95106225151276,0.10025960798763638,0.0
54.450265284242114,0.10025960798763638,0.0
54.954087385762456,0.10025960798763638,0.0
55.46257129579107,0.10025960798763638,0.0
55.97576014951102,0.10025960798763638,0.0
56.49369748123026,0.10025960798763638,0.0
57.016427228074754,0.10025960798763638,0.0
57.543993733715695,0.10025960798763638,0.0
58.07644175213121,0.10025960798763638,0.0
58.613816451402876,0.10025960798763638,0.0
59.1561634175474,0.10025960798763638,0.0
59.70352865838369,0.10025960798763638,0.0
60.25595860743578,0.10025960798763638,0.0
60.81350012787179,0.10025960798763638,0.0
61.37620051647942,0.10025960798763638,0.0
61.94410750767815,0.10025960798763638,0.0
62.51726927756859,0.1002596079876364,0.0
63.09573444801933,0.1002596079876364,0.0
63.67955209079159,0.1002596079876364,0.0
64.26877173170197,0.1002596079876364,0.0
64.86344335482384,0.1002596079876364,0.0
65.46361740672751,0.1002596079876364,0.0
66.06934480075961,0.1002596079876364,0.0
66.68067692136222,0.1002596079876364,0.0
67.29766562843179,0.1002596079876364,0.0
67.92036326171846,0.1002596079876364,0.0
68.54882264526617,0.1002596079876364,0.0
69.18309709189366,0.1002596079876364,0.0
69.82324040771715,0.1002596079876364,0.0
70.46930689671471,0.1002596079876364,0.0
71.12135136533291,0.1002596079876364,0.0
71.77942912713618,0.1002596079876364,0.0
72.44359600749902,0.1002596079876364,0.0
73.11390834834177,0.1002596079876364,0.0
73.79042301291011,0.1002596079876364,0.0
74.47319739059893,0.1002596079876364,0.0
75.16228940182057,0.1002596079876364,0.0
75.8577575029184,0.1002596079876364,0.0
76.55966069112566,0.1002596079876364,0.0
77.26805850957025,0.1002596079876364,0.0
77.98301105232589,0.10025960798763638,0.0
78.70457896950988,0.10025960798763638,0.0
79.43282347242817,0.10025960798763638,0.0
80.16780633876793,0.10025960798763638,0.0
80.90958991783826,0.10025960798763638,0.0
81.65823713585927,0.10025960798763638,0.0
82.41381150130026,0.10025960798763638,0.0
83.17637711026708,0.10025960798763638,0.0
83.94599865193973,0.1002596079876364,0.0
84.72274141405963,0.1002596079876364,0.0
85.50667128846833,0.1002596079876364,0.0
86.29785477669702,0.1002596079876364,0.0
87.09635899560806,0.1002596079876364,0.0
87.90225168308842,0.1002596079876364,0.0
88.71560120379608,0.1002596079876364,0.0
89.53647655495938,0.1002596079876364,0.0
90.36494737223013,0.1002596079876364,0.0
91.20108393559097,0.1002596079876364,0.0
92.04495717531712,0.1002596079876364,0.0
92.89663867799364,0.1002596079876364,0.0
93.75620069258802,0.1002596079876364,0.0
94.6237161365793,0.1002596079876364,0.0
95.49925860214358,0.1002596079876364,0.0
96.38290236239705,0.1002596079876364,0.0
97.2747223776965,0.10025960798763638,0.0
98.17479430199843,0.10025960798763638,0.0
99.08319448927675,0.10025960798763638,0.0
100.0,0.10025960798763638,0.0
100.92528860766845,0.10025960798763638,0.0
101.85913880541169,0.10025960798763638,0.0
102.80162981264735,0.10025960798763638,0.0
103.75284158180126,0.10025960798763638,0.0
104.71285480508996,0.1002596079876364,0.0
105.68175092136585,0.1002596079876364,0.0
106.6596121230258,0.1002596079876364,0.0
107.64652136298349,0.1002596079876364,0.0
108.64256236170655,0.1002596079876364,0.0
109.64781961431851,0.1002596079876364,0.0
110.66237839776664,0.1002596079876364,0.0
111.68632477805612,0.1002596079876364,0.0
112.71974561755106,0.10025960798763638,0.0
113.7627285823431,0.10025960798763638,0.0
114.81536214968828,0.10025960798763638,0.0
115.87773561551262,0.10025960798763638,0.0
116.94993910198711,0.10025960798763638,0.0
118.03206356517298,0.10025960798763638,0.0
119.1242008027375,0.10025960798763638,0.0
120.22644346174131,0.10025960798763638,0.0
121.33888504649774,0.10025960798763638,0.0
122.4616199265049,0.10025960798763638,0.0
123.59474334445108,0.10025960798763638,0.0
124.73835142429432,0.10025960798763638,0.0
125.89254117941675,0.10025960798763638,0.0
127.05741052085419,0.10025960798763638,0.0
128.23305826560218,0.10025960798763638,0.0
129.41958414499862,0.10025960798763638,0.0
130.61708881318418,0.10025960798763638,0.0
131.82567385564073,0.10025960798763638,0.0
133.04544179780913,0.10025960798763638,0.0
134.2764961137864,0.10025960798763638,0.0
135.51894123510365,0.10025960798763638,0.0
136.77288255958496,0.10025960798763638,0.0
138.03842646028852,0.10025960798763638,0.0
139.31568029453035,0.10025960798763638,0.0
140.60475241299144,0.1002596079876364,0.0
141.90575216890926,0.1002596079876364,0.0
143.21878992735438,0.1002596079876364,0.0
144.5439770745928,0.1002596079876364,0.0
145.8814260275349,0.1002596079876364,0.0
147.23125024327194,0.1002596079876364,0.0
148.59356422870076,0.1002596079876364,0.0
149.9684835502374,0.1002596079876364,0.0
151.35612484362088,0.10025960798763638,0.0
152.75660582380732,0.10025960798763638,0.0
154.170045294956,0.10025960798763638,0.0
155.59656316050751,0.10025960798763638,0.0
157.0362804333553,0.10025960798763638,0.0
158.48931924611142,0.10025960798763638,0.0
159.95580286146696,0.10025960798763638,0.0
161.4358556826487,0.10025960798763638,0.0
162.9296032639723,0.10025960798763638,0.0
164.43717232149325,0.10025960798763638,0.0
165.95869074375614,0.10025960798763638,0.0
167.49428760264382,0.10025960798763638,0.0
169.04409316432648,0.10025960798763638,0.0
170.60823890031244,0.10025960798763638,0.0
172.18685749860077,0.10025960798763638,0.0
173.78008287493762,0.10025960798763638,0.0
175.3880501841762,0.1002596079876364,0.0
177.0108958317422,0.1002596079876364,0.0
178.64875748520515,0.1002596079876364,0.0
180.301774085957,0.1002596079876364,0.0
181.97008586099844,0.1002596079876364,0.0
183.65383433483476,0.1002596079876364,0.0
185.35316234148124,0.1002596079876364,0.0
187.06821403658017,0.1002596079876364,0.0
188.79913490962946,0.10025960798763638,0.0
190.54607179632484,0.10025960798763638,0.0
192.30917289101595,0.10025960798763638,0.0
194.08858775927794,0.10025960798763638,0.0
195.8844673505991,0.10025960798763638,0.0
197.6969640111862,0.10025960798763638,0.0
199.52623149688807,0.10025960798763638,0.0
201.37242498623894,0.10025960798763638,0.0
203.23570109362208,0.1002596079876364,0.0
205.11621788255647,0.1002596079876364,0.0
207.01413487910415,0.1002596079876364,0.0
208.92961308540387,0.1002596079876364,0.0
210.86281499332887,0.1002596079876364,0.0
212.81390459827114,0.1002596079876364,0.0
214.7830474130533,0.1002596079876364,0.0
216.7704104819694,0.1002596079876364,0.0
218.77616239495518,0.1002596079876364,0.0
220.80047330188992,0.1002596079876364,0.0
222.8435149270303,0.1002596079876364,0.0
224.90546058357805,0.1002596079876364,0.0
226.98648518838212,0.1002596079876364,0.0
229.08676527677724,0.1002596079876364,0.0
231.20647901755942,0.1002596079876364,0.0
233.3458062281002,0.1002596079876364,0.0
235.5049283896009,0.1002596079876364,0.0
237.6840286624876,0.1002596079876364,0.0
239.88329190194898,0.1002596079876364,0.0
242.10290467361776,0.1002596079876364,0.0
244.34305526939713,0.1002596079876364,0.0
246.60393372343387,0.1002596079876364,0.0
