He,H,C,N,O,Ne,Mg,Si,Fe
0.036275562530482246,0.053851504783313325,2.803055032922942e-05,0.0004829717306266957,0.0003492361266186466,0.00010918476686564416,6.36911140049591e-05,6.36911140049591e-05,0.00011828349743778121
0.036282271862309964,0.053865217211257886,2.8076939126471166e-05,0.0004830507008804005,0.00034933082361553283,0.00010920953704462828,6.370556327603317e-05,6.370556327603317e-05,0.00011831033179834733
0.036288966458269206,0.05387890029398835,2.8123342527471378e-05,0.00048312941198110657,0.0003494253610126707,0.00010923425384133458,6.371998140744517e-05,6.371998140744517e-05,0.00011833710832811249
0.036295646274643954,0.05389255393861232,2.81697598518976e-05,0.0004832078639099033,0.00034951973792116874,0.00010925891708992709,6.373436830245747e-05,6.373436830245747e-05,0.00011836382684742104
0.03630231126143597,0.053906178039381455,2.821619037307845e-05,0.0004832860565749186,0.0003496139533628529,0.0001092835266013539,6.374872385078979e-05,6.374872385078979e-05,0.00011839048715146676
0.03630896136266996,0.05391977247831251,2.8262633319686497e-05,0.0004833639898152131,0.000349708006274403,0.00010930808216447008,6.376304792927423e-05,6.376304792927423e-05,0.00011841708901150929
0.036315596516693326,0.053933337125797266,2.830908787740853e-05,0.0004834416634045894,0.00034980189551142387,0.0001093325835471408,6.37773404024988e-05,6.37773404024988e-05,0.00011844363217606921
0.036322216656470424,0.05394687184120157,2.8355553190602286e-05,0.0004835190770553174,0.0003498956198524504,0.0001093570304973244,6.379160112343923e-05,6.379160112343923e-05,0.00011847011637210146
0.03632882170987124,0.05396037647345314,2.8402028363938653e-05,0.0004835962304217759,0.0003499891780028844,0.00010938142274413557,6.380582993407909e-05,6.380582993407909e-05,0.00011849654130614689
0.03633541159995453,0.05397385086161813,2.8448512464028467e-05,0.00048367312310400806,0.0003500825685988638,0.00010940575999888743,6.382002666601768e-05,6.382002666601768e-05,0.00011852290666546142
0.03634198624524525,0.05398729483546614,2.8495004521033095e-05,0.000483749754651194,0.0003501757902110613,0.00010943004195611359,6.383419114106627e-05,6.383419114106627e-05,0.00011854921211912308
0.0363485455600063,0.054000708216023964,2.8541503530257817e-05,0.00048382612456503686,0.000350268841348413,0.00010945426829456876,6.384832317183179e-05,6.384832317183179e-05,0.00011857545731911619
0.036355089454504524,0.05401409081611759,2.8588008453727242e-05,0.0004839022323030654,0.00035036172046177557,0.00010947843867820879,6.386242256228846e-05,6.386242256228846e-05,0.00011860164190139288
0.03636161783527093,0.05402744244090248,2.8634518221742066e-05,0.00048397807728185115,0.00035045442594751043,0.00010950255275714939,6.387648910833715e-05,6.387648910833715e-05,0.00011862776548691186
0.03636813060535507,0.05404076288838226,2.86810317344162e-05,0.0004840536588801412,0.0003505469561509962,0.00010952661016860345,6.389052259835202e-05,6.389052259835202e-05,0.00011865382768265377
0.03637462766457362,0.05405405194991549,2.8727547863193696e-05,0.0004841289764419076,0.00035063930937006594,0.00010955061053779712,6.390452281371499e-05,6.390452281371499e-05,0.00011867982808261357
0.03638110890975306,0.05406730941071064,2.8774065452344763e-05,0.00048420402927931044,0.00035073148385837135,0.00010957455347886444,6.39184895293376e-05,6.39184895293376e-05,0.00011870576626876984
0.03638757423496649,0.05408053505030911,2.8820583320440106e-05,0.00048427881667557925,0.0003508234778286716,0.0001095984385957203,6.393242251417019e-05,6.393242251417019e-05,0.00011873164181203036
0.03639402353176453,0.054093728643056456,2.8867100261803034e-05,0.00048435333788781053,0.00035091528945604706,0.00010962226548291196,6.394632153169865e-05,6.394632153169865e-05,0.00011875745427315464
0.03640045668940041,0.05410688995856156,2.8913615047938773e-05,0.0004844275921496814,0.0003510069168810372,0.00010964603372644874,6.396018634042844e-05,6.396018634042844e-05,0.00011878320320365283
0.03640687359504901,0.054120018762143916,2.8960126428940305e-05,0.00048450157867408204,0.00035109835821270336,0.00010966974290461037,6.397401669435606e-05,6.397401669435606e-05,0.00011880888814666127
0.036413274134020145,0.05413311481526905,2.9006633134870283e-05,0.0004845752966556649,0.0003511896115316144,0.0001096933925887336,6.398781234342794e-05,6.398781234342794e-05,0.00011883450863779475
0.03641965818996593,0.05414617787597184,2.9053133877118587e-05,0.00048464874527331443,0.00035128067489275684,0.00010971698234397714,6.400157303398666e-05,6.400157303398666e-05,0.00011886006420597525
0.036426025645082225,0.05415920769926819,2.909962734973488e-05,0.0004847219236925339,0.00035137154632836857,0.00010974051173006525,6.401529850920473e-05,6.401529850920473e-05,0.00011888555437423738
0.03643237638030428,0.05417220403755465,2.9146112230735947e-05,0.00048479483106775415,0.000351462223850696,0.00010976398030200972,6.402898850950567e-05,6.402898850950567e-05,0.00011891097866051055
0.03643871027549655,0.05418516664099633,2.9192587183387316e-05,0.0004848674665445626,0.0003515527054546751,0.00010978738761081057,6.404264277297284e-05,6.404264277297284e-05,0.00011893633657837814
0.036445027209636695,0.054198095257903,2.9239050857458784e-05,0.00048493982926185335,0.00035164298912053666,0.00010981073320413542,6.405626103574567e-05,6.405626103574567e-05,0.0001189616276378134
0.036451327060993854,0.05421098963509357,2.9285501890453657e-05,0.00048501191835390007,0.0003517330728163351,0.00010983401662697773,6.406984303240368e-05,6.406984303240368e-05,0.00011898685134589256
0.03645760970730111,0.0542238495182489,2.93319389088113e-05,0.00048508373295235374,0.0003518229545004022,0.00010985723742229388,6.408338849633809e-05,6.408338849633809e-05,0.00011901200720748505
0.036463875025922396,0.054236674652253056,2.9378360529082773e-05,0.0004851552721881617,0.0003519126321237253,0.0001098803951316197,6.409689716011149e-05,6.409689716011149e-05,0.00011903709472592137
0.03647012289401364,0.054249464781523205,2.9424765359079463e-05,0.00048522653519341525,0.00035200210363225043,0.0001099034892956659,6.411036875580511e-05,6.411036875580511e-05,0.00011906211340363808
0.036476353188678416,0.05426221965032806,2.947115199899428e-05,0.00048529752110312163,0.00035209136696911163,0.00010992651945489323,6.412380301535439e-05,6.412380301535439e-05,0.00011908706274280102
0.036482565787118,0.054274939003095185,2.9517519042495553e-05,0.0004853682290569043,0.00035218042007678575,0.00010994948515006723,6.413719967087255e-05,6.413719967087255e-05,0.0001191119422459062
0.036488760566775996,0.05428762258470711,2.9563865077793363e-05,0.0004854386582006314,0.0003522692608991746,0.00010997238592279282,6.415055845496249e-05,6.415055845496249e-05,0.00011913675141635891
0.036494937405477504,0.05430027014078648,2.961018868867815e-05,0.0004855088076879739,0.00035235788738361345,0.00010999522131602908,6.416387910101697e-05,6.416387910101697e-05,0.00011916148975903154
0.036501096181563,0.05431288141797027,2.9656488455531795e-05,0.0004855786766818955,0.0003524462974828089,0.00011001799087458418,6.417716134350745e-05,6.417716134350745e-05,0.00011918615678079955
0.03650723677401686,0.05432545616417337,2.9702762956310876e-05,0.0004856482643560729,0.0003525344891567044,0.00011004069414559117,6.419040491826153e-05,6.419040491826153e-05,0.00011921075199105713
0.03651335906259074,0.054337994128841514,2.974901076750232e-05,0.00048571756989625116,0.0003526224603742754,0.00011006333067896432,6.42036095627292e-05,6.42036095627292e-05,0.00011923527490221138
0.036519462927921804,0.05435049506319369,2.9795230465051372e-05,0.00048578659250153236,0.00035271020911525604,0.0001100859000278368,6.421677501623814e-05,6.421677501623814e-05,0.00011925972503015656
0.03652554825164585,0.054362958720454414,2.984142062526197e-05,0.0004858553313856008,0.00035279773337179517,0.00011010840174897949,6.422990102023805e-05,6.422990102023805e-05,0.00011928410189472781
0.0365316149165055,0.05437538485607573,2.9887579825669683e-05,0.0004859237857778848,0.00035288503115004657,0.0001101308354032018,6.424298731853438e-05,6.424298731853438e-05,0.00011930840502013531
0.036537662806453514,0.05438777322794934,2.9933706645887218e-05,0.0004859919549246573,0.0003529721004716905,0.00011015320055573409,6.425603365751155e-05,6.425603365751155e-05,0.00011933263393537863
0.03654369180675121,0.05440012359660884,2.9979799668422736e-05,0.0004860598380900758,0.00035305893937539085,0.00011017549677659273,6.426903978634576e-05,6.426903978634576e-05,0.00011935678817464214
0.03654970180406226,0.05441243572542241,3.0025857479471103e-05,0.0004861274345571641,0.0003531455459181863,0.00011019772364092737,6.428200545720764e-05,6.428200545720764e-05,0.00011938086727767135
0.03655569268654175,0.05442470938077598,3.007187866967828e-05,0.00048619474362873553,0.0003532319181768182,0.00011021988072935153,6.429493042545507e-05,6.429493042545507e-05,0.00011940487079013085
0.03656166434392072,0.054436944332247196,3.011786183487908e-05,0.0004862617646282609,0.0003533180542489962,0.00011024196762825604,6.430781444981603e-05,6.430781444981603e-05,0.00011942879826394406
0.036567616667586324,0.05444914035277023,3.016380557680847e-05,0.0004863284969006809,0.00035340395225460114,0.00011026398393010636,6.432065729256205e-05,6.432065729256205e-05,0.00011945264925761525
0.036573549550657475,0.054461297218791734,3.0209708503786745e-05,0.0004863949398131655,0.00035348961033682857,0.00011028592923372357,6.433345871967209e-05,6.433345871967209e-05,0.0001194764233365339
0.03657946288805636,0.05447341471041805,3.0255569231378848e-05,0.00048646109275582146,0.00035357502666327235,0.00011030780314454981,6.43462185009874e-05,6.43462185009874e-05,0.00011950012007326232
0.03658535657657564,0.054485492611553894,3.0301386383028024e-05,0.0004865269551423481,0.0003536601994269505,0.00011032960527489819,6.435893641035728e-05,6.435893641035728e-05,0.00011952373904780639
0.03659123051494171,0.054497530710032785,3.0347158590664295e-05,0.0004865925264106452,0.0003537451268472737,0.00011035133524418769,6.437161222577616e-05,6.437161222577616e-05,0.00011954727984787003
0.03659708460387389,0.05450952879773921,3.03928844952879e-05,0.00048665780602337244,0.000353829807170959,0.00011037299267916323,6.438424572951189e-05,6.438424572951189e-05,0.00011957074206909352
0.03660291874613968,0.05452148667072294,3.043856274752819e-05,0.0004867227934684611,0.000353914238672888,0.00011039457721410179,6.439683670822606e-05,6.439683670822606e-05,0.00011959412531527698
0.03660873284660636,0.05453340412930563,3.0484192008178242e-05,0.00048678748825958334,0.0003539984196569124,0.00011041608849100399,6.440938495308566e-05,6.440938495308566e-05,0.00011961742919858767
0.03661452681228875,0.05454528097817972,3.0529770948705603e-05,0.0004868518899365746,0.00035408234845660784,0.00011043752615977242,6.442189025986725e-05,6.442189025986725e-05,0.00011964065333975347
0.036620300552393466,0.05455711702650022,3.0575298251739554e-05,0.0004869159980658155,0.00035416602343597636,0.00011045888987837665,6.443435242905305e-05,6.443435242905305e-05,0.0001196637973682414
0.03662605397835968,0.054568912087969136,3.062077261153522e-05,0.00048697981224057294,0.0003542494429901001,0.00011048017931300523,6.444677126591971e-05,6.444677126591971e-05,0.00011968686092242235
0.03663178700389637,0.05458066598091308,3.066619273441508e-05,0.00048704333208129946,0.0003543326055457466,0.00011050139413820507,6.445914658061963e-05,6.445914658061963e-05,0.00011970984364972219
0.03663749954501643,0.05459237852835404,3.071155733918808e-05,0.00048710655723589643,0.00035441550956192696,0.00011052253403700897,6.447147818825524e-05,6.447147818825524e-05,0.00011973274520675974
0.036643191520067425,0.05460404955807365,3.0756865157546944e-05,0.0004871694873799387,0.0003544981535304089,0.00011054359870105077,6.448376590894629e-05,6.448376590894629e-05,0.0001197555652594717
0.036648862849759364,0.05461567890267115,3.0802114934444104e-05,0.00048723212221686454,0.0003545805359761853,0.0001105645878306696,6.44960095678906e-05,6.44960095678906e-05,0.00011977830348322542
0.03665451345718932,0.054627266399614974,3.0847305428446516e-05,0.0004872944614781297,0.0003546626554578996,0.00011058550113500251,6.450820899541814e-05,6.450820899541814e-05,0.00011980095956291941
0.03666014326786328,0.054638811891288684,3.089243541207002e-05,0.00048735650492332986,0.00035474451056822934,0.0001106063383320667,6.452036402703891e-05,6.452036402703891e-05,0.00011982353319307229
0.03666575220971505,0.05465031522503084,3.0937503672093574e-05,0.0004874182523402902,0.0003548260999342294,0.00011062709914883099,6.453247450348475e-05,6.453247450348475e-05,0.00011984602407790027
0.03667134021312253,0.05466177625316945,3.098250900985383e-05,0.0004874797035451244,0.0003549074222176361,0.00011064778332127751,6.454454027074523e-05,6.454454027074523e-05,0.000119868431931384
0.03667690721092127,0.05467319483305096,3.1027450241520505e-05,0.00048754085838226393,0.0003549884761151328,0.00011066839059445338,6.45565611800978e-05,6.45565611800978e-05,0.00011989075647732451
0.036682453138415554,0.05468457082706411,3.107232619835307e-05,0.00048760171672445956,0.0003550692603585793,0.00011068892072251325,6.456853708813274e-05,6.456853708813274e-05,0.00011991299744938939
0.03668797793338697,0.05469590410265862,3.1117135726939074e-05,0.00048766227847275574,0.00035514977371520516,0.00011070937346875257,6.458046785677233e-05,6.458046785677233e-05,0.00011993515459114865
0.03669348153610069,0.05470719453235919,3.116187768941474e-05,0.0004877225435564384,0.0003552300149877688,0.00011072974860563221,6.459235335328547e-05,6.459235335328547e-05,0.00011995722765610159
0.0366989638893094,0.054718441993774805,3.1206550963668195e-05,0.0004877825119329585,0.0003553099830146839,0.00011075004591479459,6.460419345029684e-05,6.460419345029684e-05,0.00011997921640769416
0.03670442493825509,0.054729646369603445,3.125115444352578e-05,0.00048784218358783173,0.0003553896766701134,0.00011077026518707198,6.461598802579199e-05,6.461598802579199e-05,0.00012000112061932801
0.03670986463066876,0.05474080754763268,3.129568703892199e-05,0.0004879015585345155,0.0003554690948640324,0.0001107904062224867,6.462773696311724e-05,6.462773696311724e-05,0.00012002294007436061
0.03671528291676809,0.05475192542073594,3.134014767605337e-05,0.00048796063681426474,0.0003555482365422628,0.00011081046883024392,6.463944015097562e-05,6.463944015097562e-05,0.0001200446745660976
0.036720679749253124,0.05476299988686498,3.1384535297517056e-05,0.00048801941849596647,0.00035562710068647735,0.00011083045282871769,6.465109748341865e-05,6.465109748341865e-05,0.00012006632389777751
0.03672605508330025,0.05477403084903844,3.14288488624341e-05,0.00048807790367595607,0.00035570568631417866,0.00011085035804542951,6.466270885983388e-05,6.466270885983388e-05,0.00012008788788254866
0.03673140887655426,0.054785018215326824,3.1473087346558346e-05,0.00048813609247781394,0.0003557839924786498,0.00011087018431702092,6.467427418492887e-05,6.467427418492887e-05,0.00012010936634343935
0.03673674108911878,0.05479596189883403,3.1517249742371094e-05,0.00048819398505214504,0.00035586201826888123,0.00011088993148921943,6.468579336871134e-05,6.468579336871134e-05,0.00012013075911332108
0.03674205168354514,0.05480686181767547,3.156133505916214e-05,0.00048825158157634284,0.00035593976280947313,0.00011090959941679869,6.469726632646591e-05,6.469726632646591e-05,0.00012015206603486528
0.03674734062481964,0.05481771789495312,3.1605342323097494e-05,0.0004883088822543358,0.0003560172252605144,0.00011092918796353284,6.470869297872749e-05,6.470869297872749e-05,0.00012017328696049392
0.036752607880349314,0.05482853005872757,3.1649270577274394e-05,0.000488365887316321,0.0003560944048174398,0.00011094869700214552,6.472007325125156e-05,6.472007325125156e-05,0.00012019442175232433
0.036757853419946494,0.0548392982419871,3.169311888176384e-05,0.0004884225970184825,0.0003561713007108665,0.00011096812641425363,6.473140707498128e-05,6.473140707498128e-05,0.00012021547028210812
0.03676307721581177,0.05485002238261416,3.173688631364132e-05,0.0004884790116426978,0.00035624791220640977,0.00011098747609030639,6.474269438601207e-05,6.474269438601207e-05,0.00012023643243116529
0.036768279242515974,0.05486070242334923,3.1780571967005914e-05,0.0004885351314962316,0.00035632423860448007,0.0001110067459295195,6.475393512555305e-05,6.475393512555305e-05,0.00012025730809031281
0.03677345947698081,0.05487133831175219,3.182417495298838e-05,0.0004885909569114185,0.00035640027924006205,0.00011102593583980493,6.476512923988622e-05,6.476512923988622e-05,0.00012027809715978871
0.036778617898458404,0.054881930000161484,3.186769439974854e-05,0.0004886464882453349,0.0003564760334824763,0.00011104504573769692,6.47762766803232e-05,6.47762766803232e-05,0.00012029879954917168
0.036783754488509846,0.05489247744565102,3.191112945246233e-05,0.0004887017258794608,0.000356551500735124,0.00011106407554827347,6.478737740315952e-05,6.478737740315952e-05,0.00012031941517729628
0.036788869230982686,0.054902980609985025,3.1954479273299134e-05,0.0004887566702193339,0.0003566266804352175,0.00011108302520507466,6.47984313696269e-05,6.47984313696269e-05,0.00012033994397216424
0.03679396211198753,0.05491343945957109,3.1997743041389416e-05,0.0004888113216941933,0.00035670157205349546,0.00011110189465001722,6.480943854584338e-05,6.480943854584338e-05,0.00012036038587085201
0.03679903311987375,0.05492385396541125,3.204091995278349e-05,0.0004888656807566179,0.0003567761750939237,0.00011112068383330597,6.482039890276182e-05,6.482039890276182e-05,0.00012038074081941483
0.03680408224520439,0.05493422410305147,3.208400922040141e-05,0.0004889197478821551,0.00035685048909338426,0.00011113939271334215,6.483131241611626e-05,6.483131241611626e-05,0.00012040100877278735
0.0368091094807303,0.05494454985252951,3.2127010073974606e-05,0.0004889735235689459,0.0003569245136213518,0.0001111580212566289,6.484217906636686e-05,6.484217906636686e-05,0.00012042118969468133
0.036814114821363556,0.05495483119832143,3.216992175997947e-05,0.0004890270083373423,0.00035699824827955796,0.00011117656943767423,6.48529988386433e-05,6.48529988386433e-05,0.00012044128355748043
0.03681909826415027,0.05496506812928655,3.221274354156339e-05,0.0004890802027295205,0.00035707169270164597,0.00011119503723889144,6.486377172268668e-05,6.486377172268668e-05,0.00012046129034213241
0.03682405980824272,0.05497526063861133,3.225547469846351e-05,0.0004891331073090886,0.0003571448465528151,0.0001112134246504973,6.487449771279009e-05,6.487449771279009e-05,0.00012048121003803877
0.03682899945487104,0.05498540872375197,3.2298114526918495e-05,0.000489185722660692,0.00035721770952945505,0.00011123173167040808,6.488517680773805e-05,6.488517680773805e-05,0.00012050104264294212
0.03683391720731424,0.05499551238637605,3.234066233957377e-05,0.0004892380493896134,0.00035729028135877326,0.0001112499583041339,6.489580901074478e-05,6.489580901074478e-05,0.00012052078816281175
0.036838813070870925,0.05500557163230312,3.238311746538043e-05,0.0004892900881213711,0.00035736256179841254,0.00011126810456467103,6.490639432939144e-05,6.490639432939144e-05,0.00012054044661172698
0.0368436870528295,0.055015586471444444,3.242547924948828e-05,0.000489341839501314,0.00035743455063606307,0.00011128617047239296,6.491693277556257e-05,6.491693277556257e-05,0.00012056001801175907
0.03684853916243801,0.05502555691774196,3.246774705313314e-05,0.0004893933041942152,0.00035750624768906636,0.00011130415605493966,6.492742436538147e-05,6.492742436538147e-05,0.00012057950239285132
0.036853369410873686,0.055035482989106564,3.250992025351888e-05,0.0004894444828838645,0.0003575776528040144,0.00011132206134710596,6.493786911914515e-05,6.493786911914515e-05,0.00012059889979269815
0.03685817781121218,0.05504536470735563,3.255199824369439e-05,0.0004894953762726578,0.00035764876585634174,0.00011133988639072861,6.494826706125836e-05,6.494826706125836e-05,0.00012061821025662269
0.03686296437839642,0.055055202098150215,3.259398043242577e-05,0.0004895459850811877,0.00035771958674991465,0.00011135763123457222,6.495861822016714e-05,6.495861822016714e-05,0.00012063743383745327
0.03686772912920554,0.055064995190931554,3.2635866244064084e-05,0.0004895963100478335,0.0003577901154166136,0.00011137529593421473,6.496892262829193e-05,6.496892262829193e-05,0.00012065657059539932
0.036872472082223225,0.05507474401885727,3.26776551184089e-05,0.0004896463519283499,0.0003578603518159136,0.00011139288055193179,6.497918032196022e-05,6.497918032196022e-05,0.00012067562059792614
0.03687719325780628,0.055084448618737285,3.2719346510567835e-05,0.0004896961114954581,0.00035793029593446043,0.00011141038515658087,6.498939134133885e-05,6.498939134133885e-05,0.0001206945839196293
0.03688189267805281,0.055094109030969375,3.2760939890812496e-05,0.0004897455895384363,0.0003579999477856439,0.0001114278098234845,6.499955573036597e-05,6.499955573036597e-05,0.00012071346064210825
0.03688657036677044,0.055103725299474535,3.28024347444309e-05,0.0004897947868627112,0.0003580693074091684,0.00011144515463431355,6.50096735366829e-05,6.50096735366829e-05,0.0001207322508538397
0.03689122634944446,0.055113297471632273,3.284383057157678e-05,0.0004898437042894516,0.00035813837487062194,0.00011146241967697007,6.501974481156588e-05,6.501974481156588e-05,0.00012075095465005093
0.03689586065320585,0.055122825598215734,3.288512688711581e-05,0.0004898923426551636,0.0003582071502610437,0.00011147960504546991,6.502976960985745e-05,6.502976960985745e-05,0.00012076957213259242
0.03690047330679948,0.05513230973332682,3.2926323220469245e-05,0.0004899407028112868,0.00035827563369648897,0.00011149671083982544,6.503974798989818e-05,6.503974798989818e-05,0.00012078810340981092
0.0369050643405521,0.05514174993433136,3.296741911545487e-05,0.0004899887856237941,0.0003583438253175953,0.00011151373716592838,6.504968001345823e-05,6.504968001345823e-05,0.00012080654859642245
0.03690963378634058,0.05515114626179433,3.3008414130125795e-05,0.0004900365919727928,0.00035841172528914655,0.00011153068413543237,6.505956574566889e-05,6.505956574566889e-05,0.00012082490781338509
0.03691418167756006,0.05516049877941515,3.304930783660701e-05,0.0004900841227521294,0.0003584793337996372,0.00011154755186563631,6.506940525495452e-05,6.506940525495452e-05,0.00012084318118777269
0.03691870804909232,0.05516980755396329,3.309009982093015e-05,0.0004901313788689958,0.0003585466510608379,0.00011156434047936767,6.507919861296449e-05,6.507919861296449e-05,0.00012086136885264833
0.03692321293727417,0.05517907265521386,3.3130789682866417e-05,0.0004901783612435405,0.0003586136773073597,0.00011158105010486615,6.508894589450526e-05,6.508894589450526e-05,0.00012087947094693835
0.03692769637986599,0.05518829415588365,3.3171377035758075e-05,0.0004902250708084819,0.0003586804127962208,0.00011159768087566814,6.509864717747308e-05,6.509864717747308e-05,0.00012089748761530717
0.03693215841602043,0.05519747213156741,3.321186150634854e-05,0.0004902715085087248,0.00035874685780641386,0.0001116142329304912,6.510830254278653e-05,6.510830254278653e-05,0.00012091541900803215
0.036936599086251326,0.05520660666067439,3.3252242734611267e-05,0.0004903176753009825,0.00035881301263847396,0.00011163070641311972,6.511791207431984e-05,6.511791207431984e-05,0.00012093326528087972
0.036941018432402675,0.055215697824365285,3.329252037357762e-05,0.0004903635721533997,0.00035887887761405,0.00011164710147229077,6.512747585883629e-05,6.512747585883629e-05,0.00012095102659498168
0.036945416497617976,0.05522474570648962,3.3332694089163916e-05,0.0004904092000451819,0.0003589444530754758,0.0001116634182615809,6.51369939859222e-05,6.51369939859222e-05,0.00012096870311671268
0.03694979332630963,0.05523375039352348,3.3372763559997685e-05,0.0004904545599662285,0.0003590097393853455,0.00011167965693929363,6.514646654792128e-05,6.514646654792128e-05,0.00012098629501756811
0.036954148964128665,0.05524271197450778,3.341272847724339e-05,0.0004904996529167683,0.0003590747369260898,0.00011169581766834785,6.515589363986958e-05,6.515589363986958e-05,0.00012100380247404352
0.03695848345793469,0.05525163054098691,3.3452588544427716e-05,0.0004905444799070018,0.0003591394460995556,0.0001117119006161671,6.51652753594308e-05,6.51652753594308e-05,0.00012102122566751437
0.036962796855766075,0.05526050618694805,3.349234347726461e-05,0.0004905890419567465,0.0003592038673265881,0.00011172790595456967,6.517461180683231e-05,6.517461180683231e-05,0.00012103856478411717
0.03696708920681045,0.05526933900876081,3.353199300348002e-05,0.000490633340095087,0.00035926800104661607,0.00011174383385965974,6.518390308480151e-05,6.518390308480151e-05,0.0001210558200146314
0.036971360561375434,0.055278129105117646,3.35715368626367e-05,0.0004906773753600301,0.0003593318477172406,0.00011175968451171959,6.51931492985031e-05,6.51931492985031e-05,0.00012107299155436292
0.036975610970859635,0.0552868765769747,3.3610974805959076e-05,0.0004907211487981632,0.0003593954078138257,0.00011177545809510274,6.52023505554766e-05,6.52023505554766e-05,0.000121090079603028
0.03697984048772405,0.055295581527493275,3.3650306596158236e-05,0.0004907646614643208,0.00035945868182909487,0.00011179115479812826,6.521150696557482e-05,6.521150696557482e-05,0.00012110708436463898
0.03698404916546366,0.05530424406198198,3.368953200725723e-05,0.0004908079144212512,0.000359521670272729,0.00011180677481297624,6.52206186409028e-05,6.52206186409028e-05,0.00012112400604739094
0.036988237058579405,0.05531286428783942,3.37286508244168e-05,0.0004908509087392925,0.00035958437367096925,0.0001118223183355842,6.522968569575745e-05,6.522968569575745e-05,0.00012114084486354959
0.03699240422255047,0.05532144231449762,3.3767662843761545e-05,0.0004908936454960504,0.0003596467925662235,0.00011183778556554498,6.523870824656791e-05,6.523870824656791e-05,0.00012115760102934041
0.03699655071380687,0.05532997825336605,3.3806567872206664e-05,0.0004909361257760829,0.0003597089275166769,0.00011185317670600547,6.524768641183653e-05,6.524768641183653e-05,0.00012117427476483929
0.0370006765897024,0.05533847221777634,3.384536572728543e-05,0.0004909783506705889,0.0003597707790959063,0.00011186849196356703,6.525662031208077e-05,6.525662031208077e-05,0.0001211908662938643
0.037004781908487945,0.05534692432292768,3.3884056236977324e-05,0.0004910203212771026,0.0003598323478924994,0.00011188373154818664,6.526551006977554e-05,6.526551006977554e-05,0.00012120737584386888
0.03700886672928508,0.05535533468583299,3.3922639239537075e-05,0.0004910620386991923,0.00035989363450967757,0.00011189889567307974,6.527435580929651e-05,6.527435580929651e-05,0.0001212238036458364
0.03701293111206005,0.055363703425265615,3.3961114583324554e-05,0.0004911035040461655,0.0003599546395649234,0.00011191398455462409,6.528315765686405e-05,6.528315765686405e-05,0.00012124014993417612
0.037016975117598154,0.05537203066170698,3.399948212663565e-05,0.0004911447184327775,0.00036001536368961286,0.00011192899841226495,6.52919157404879e-05,6.52919157404879e-05,0.00012125641494662039
0.037020998807478375,0.05538031651729471,3.4037741737534227e-05,0.0004911856829789457,0.0003600758075286519,0.00011194393746842184,6.530063018991275e-05,6.530063018991275e-05,0.00012127259892412369
0.03702500224404847,0.05538856111577178,3.407589329368514e-05,0.0004912263988094707,0.0003601359717401173,0.00011195880194839621,6.530930113656446e-05,6.530930113656446e-05,0.00012128870211076259
0.03702898549040041,0.055396764582436024,3.411393668218841e-05,0.0004912668670537592,0.00036019585699490245,0.00011197359208028074,6.531792871349711e-05,6.531792871349711e-05,0.00012130472475363749
0.03703294861034612,0.055404927044090745,3.4151871799414654e-05,0.0004913070888455552,0.0003602554639763681,0.0001119883080948698,6.532651305534072e-05,6.532651305534072e-05,0.00012132066710277565
0.03703689166839363,0.05541304862899586,3.418969855084181e-05,0.0004913470653226743,0.0003603147933799976,0.0001120029502255716,6.533505429825011e-05,6.533505429825011e-05,0.00012133652941103593
0.037040814729723676,0.05542112946681984,3.422741685089307e-05,0.0004913867976267444,0.00036037384591305655,0.00011201751870832101,6.534355257985393e-05,6.534355257985393e-05,0.00012135231193401447
0.03704471786016648,0.055429169688592385,3.426502662277628e-05,0.0004914262869029499,0.0003604326222942578,0.00011203201378149458,6.535200803920517e-05,6.535200803920517e-05,0.00012136801492995249
0.03704860112617909,0.05543716942665791,3.43025277983248e-05,0.0004914655342997824,0.00036049112325343133,0.00011204643568582623,6.536042081673198e-05,6.536042081673198e-05,0.00012138363865964511
0.037052464594823,0.055445128814629735,3.4339920317839614e-05,0.0004915045409687966,0.0003605493495311984,0.00011206078466432465,6.536879105418939e-05,6.536879105418939e-05,0.00012139918338635174
0.03705630833374212,0.05545304798734497,3.437720412993313e-05,0.0004915433080643689,0.0003606073018786513,0.00011207506096219201,6.537711889461202e-05,6.537711889461202e-05,0.00012141464937570805
0.03706013241114119,0.05546092708082026,3.441437919137441e-05,0.0004915818367434637,0.00036066498105703716,0.000112089264826744,6.538540448226734e-05,6.538540448226734e-05,0.00012143003689563936
0.03706393689576452,0.05546876623220828,3.445144546693596e-05,0.0004916201281654035,0.0003607223878374476,0.00011210339650733109,6.539364796260981e-05,6.539364796260981e-05,0.00012144534621627538
0.03706772185687506,0.055476565579754805,3.4488402929242054e-05,0.0004916581834916431,0.0003607795230005126,0.00011211745625526152,6.540184948223589e-05,6.540184948223589e-05,0.00012146057760986667
0.03707148736423394,0.05548432526275676,3.452525155861882e-05,0.0004916960038855499,0.0003608363873360992,0.00011213144432372518,6.54100091888397e-05,6.54100091888397e-05,0.00012147573135070231
0.03707523348808029,0.05549204542152086,3.456199134294573e-05,0.0004917335905121883,0.00036089298164301576,0.00011214536096771917,6.541812723116952e-05,6.541812723116952e-05,0.00012149080771502912
