t,He,O,C,N
1.6143585568264864,0.0005430775660044305,9.13304582160213e-06,2.6396591471033736e-06,5.184169153946473e-06
1.6292960326397223,0.0005575762572030944,9.34505856572067e-06,2.6913378368944206e-06,5.339177334815326e-06
1.6443717232149315,0.0005722788308147866,9.558357744803071e-06,2.7428176296384906e-06,5.496976938157549e-06
1.6595869074375607,0.0005871897876734126,9.772941478380707e-06,2.794082879027873e-06,5.657621444927945e-06
1.6749428760264373,0.0006023137683647825,9.988807587372411e-06,2.845117512504587e-06,5.821165394451349e-06
1.6904409316432643,0.0006176555582024914,1.020595358558552e-05,2.8959050215773614e-06,5.987664405701394e-06
1.7060823890031236,0.0006332200923881049,1.0424376671021231e-05,2.9464284519319826e-06,6.1571751990102995e-06
1.721868574986007,0.0006490754956933181,1.0644946794917591e-05,2.996868903580438e-06,6.330445613710758e-06
1.7378008287493754,0.0006653952726706974,1.0869962338558897e-05,3.0477233143234697e-06,6.50938467637348e-06
1.7538805018417611,0.0006822985824186381,1.1100922063798936e-05,3.0992933466914473e-06,6.6953181120501026e-06
1.770108958317421,0.0006998084685818325,1.1337971075739194e-05,3.151566982419549e-06,6.88852316483443e-06
1.7864875748520508,0.0007179489919517727,1.158125745460133e-05,3.2045304546809066e-06,7.089288188744047e-06
1.803017740859569,0.0007367452801603971,1.183093228774935e-05,3.2581681380740297e-06,7.297913096674372e-06
1.8197008586099834,0.0007562235799940077,1.2087149700296211e-05,3.3124624329235684e-06,7.514709827610896e-06
1.8365383433483464,0.0007764113124725997,1.2350066884153823e-05,3.3673936436248952e-06,7.740002832845661e-06
1.8535316234148114,0.000797337130848021,1.2619844125377045e-05,3.422939850750811e-06,7.97412958197466e-06
1.8706821403658007,0.0008190309816831313,1.2896644829643537e-05,3.4790767766259373e-06,8.21744108948473e-06
1.8879913490962936,0.000841524169183396,1.3180635545702148e-05,3.5357776440610926e-06,8.470302462771577e-06
1.9054607179632472,0.0008648494229621419,1.3471985986612925e-05,3.593013027926088e-06,8.733093472465192e-06
1.9230917289101586,0.0008890409694310697,1.377086904859163e-05,3.650750699224898e-06,9.006209145974853e-06
1.9408858775927782,0.0009141346070185907,1.4077460827261099e-05,3.7089554613220602e-06,9.290060385203246e-06
1.9588446735059897,0.0009401677854301498,1.4391940631100594e-05,3.767588977953393e-06,9.58507460941833e-06
1.9769696401118606,0.0009671796891769828,1.4714490991872597e-05,3.826609592637661e-06,9.891696424312052e-06
1.9952623149688795,0.0009952113256127442,1.5045297671794241e-05,3.885972139088649e-06,1.0210388318317289e-05
2.0137242498623884,0.0010243056177311855,1.5384549667207696e-05,3.945627742209162e-06,1.0541631387298331e-05
2.032357010936222,0.0010545075019926138,1.5732439208490243e-05,4.005523609229768e-06,1.0885926088776098e-05
2.0511621788255656,0.0010858640314622455,1.6089161755930727e-05,4.065602810535596e-06,1.1243793026896808e-05
2.0701413487910423,0.0011184244845598636,1.6454915991284134e-05,4.125804049704055e-06,1.1615773769402589e-05
2.0892961308540396,0.0011522404797374135,1.6829903804700434e-05,4.18606142225518e-06,1.2002431697914085e-05
2.1086281499332893,0.0011873660964194172,1.7214330276707637e-05,4.2463041625939945e-06,1.2404352892888975e-05
2.128139045982712,0.0012238580025603772,1.76084036549116e-05,4.306456378601214e-06,1.2822147054676311e-05
2.147830474130534,0.0012617755891937738,1.8012335325057617e-05,4.366436773304424e-06,1.3256448462144891e-05
2.1677041048196948,0.0013011811123688649,1.842633977607948e-05,4.4261583530365945e-06,1.3707916970424618e-05
2.1877616239495525,0.0013421398428943804,1.8850634558742433e-05,4.485528121462561e-06,1.417723904936301e-05
2.2080047330189,0.0013847202243324002,1.9285440237465527e-05,4.544446758826577e-06,1.4665128864364849e-05
2.228435149270304,0.0014289940397113339,1.973098033488729e-05,4.602808285745429e-06,1.5172329401351447e-05
2.2490546058357808,0.0014750365874540258,2.0187481268715996e-05,4.660499710841702e-06,1.5699613637647477e-05
2.269864851883822,0.0015229268670457134,2.0655172280382063e-05,4.717400661480567e-06,1.6247785760677406e-05
2.290867652767773,0.0015727477749969282,2.1134285354985065e-05,4.7733829968409865e-06,1.6817682436431165e-05
2.3120647901755946,0.0016245863116885837,2.1625055132002056e-05,4.82831040251819e-06,1.7410174129739003e-05
2.333458062281003,0.0016785337997205065,2.212771880619639e-05,4.882037965818931e-06,1.8026166478479443e-05
2.3550492838960095,0.0017346861144206813,2.2642516018137682e-05,4.934411730874034e-06,1.8666601723931573e-05
2.3768402866248763,0.0017931439272105927,2.3169688733713752e-05,4.985268232654179e-06,1.9332460199573735e-05
2.3988329190194904,0.001854012962562383,2.3709481111983897e-05,5.034434008934705e-06,2.0024761880725338e-05
2.4210290467361784,0.0019174042693262492,2.4262139360690176e-05,5.081725089213171e-06,2.0744567997527152e-05
2.443430552693972,0.001983434507251691,2.4827911578708932e-05,5.126946459539711e-06,2.1492982713857897e-05
2.4660393372343394,0.002052226249574067,2.5407047584689026e-05,5.1698915021745e-06,2.2271154874891924e-05
2.488857318282391,0.0021239083025885383,2.5999798731085378e-05,5.210341408939055e-06,2.3080279826113855e-05
2.51188643150958,0.002198616043187096,2.6606417702757337e-05,5.248064567078375e-06,2.392160130672207e-05
2.535128630497908,0.0022764917753910837,2.7227158299260048e-05,5.282815916399091e-06,2.4796413420473278e-05
2.5585858869056457,0.002357685106971699,2.786227519991384e-05,5.314336276394741e-06,2.5706062687146155e-05
2.5822601906345963,0.0024423533473145083,2.8512023710691756e-05,5.342351642012868e-06,2.6651950177932716e-05
2.6061535499988957,0.002530661927751326,2.9176659491917995e-05,5.366572446659822e-06,2.7635533738202102e-05
2.6302679918953817,0.002622784845654014,2.9856438265720722e-05,5.386692790977768e-06,2.8658330301223366e-05
2.654605561975539,0.0027189051336601916,3.055161550213116e-05,5.4023896358644004e-06,2.9721918296581244e-05
2.679168324819032,0.0028192153554806366,3.126244608266675e-05,5.413321958139108e-06,3.0827940157172675e-05
2.7039583641088436,0.002923918129822685,3.198918394017976e-05,5.419129867189695e-06,3.197810492883176e-05
2.728977782808041,0.0030332266840533695,3.273079662674551e-05,5.420718727809254e-06,3.317419098679737e-05
2.7542287033381663,0.0031473654393207313,3.348447937185454e-05,5.420743723805093e-06,3.441804886341133e-05
2.7797132677592886,0.0032665706289519854,3.424849356757943e-05,5.420769922411586e-06,3.571160419161519e-05
2.8054336379517135,0.0033910909520533396,3.5022640146198024e-05,5.42079737057789e-06,3.7056860769002285e-05
2.8313919957993794,0.0035209031393086568,3.580831219789813e-05,5.420826166266646e-06,3.845428450337652e-05
2.857590543374947,0.003654865386545499,3.661327348004064e-05,5.420856616397643e-06,3.989802653545942e-05
2.884031503126606,0.0037920267773653114,3.744419770871322e-05,5.4208890126421725e-06,4.138338562838551e-05
2.9107171180666054,0.00393246851896382,3.830191620131084e-05,5.420923476762412e-06,4.2911562256725746e-05
2.937649651961531,0.004076273988676005,3.9187286727829396e-05,5.420960138026361e-06,4.448379153887312e-05
2.9648313895243428,0.0042235287943054025,4.010119434807542e-05,5.420999133665589e-06,4.6101344237153476e-05
2.9922646366081893,0.004374320836178223,4.104455227524996e-05,5.421040609360663e-06,4.77655277868168e-05
3.019951720402016,0.00452874037097253,4.201830276673384e-05,5.421084719755959e-06,4.9477687354743355e-05
3.047894989627983,0.004686880077374192,4.302341804292781e-05,5.4211316290055785e-06,5.1239206928722945e-05
3.076096814740708,0.0048488351236128935,4.406090123502758e-05,5.421181511352282e-06,5.305151043819044e-05
3.1045595881283554,0.005014703236932997,4.513178736264115e-05,5.421234551741386e-06,5.4916062907326294e-05
3.1332857243155856,0.005184584775055733,4.6237144342184484e-05,5.421290946471753e-06,5.683437164145694e-05
3.1622776601683795,0.005358582799690791,4.737807402702057e-05,5.421350903886086e-06,5.8807987447717006e-05
3.1915378551007616,0.005536803152157174,4.8555713280337164e-05,5.421414645102896e-06,6.0838505890963156e-05
3.2210687912834346,0.005719354531174885,4.9771235081789614e-05,5.421482404792647e-06,6.292756858595782e-05
3.2508729738543436,0.005906348572890847,5.102584966896727e-05,5.421554432000719e-06,6.50768645268706e-05
3.2809529311311905,0.006097899933204379,5.2320805714774935e-05,5.421630991020002e-06,6.728813145517538e-05
3.311311214825911,0.006294126372459375,5.365739154185499e-05,5.421712362316116e-06,6.956315726705258e-05
3.3419504002611427,0.006495148842572471,5.5036936375211045e-05,5.421798843508385e-06,7.190378146143717e-05
3.372873086588689,0.00670109157666835,5.646081163423006e-05,5.4218907504099345e-06,7.431189662988754e-05
3.404081897010009,0.006912082181295603,5.7930432265337304e-05,5.4219884181304414e-06,7.67894499894826e-05
3.4355794789987466,0.007128251731298619,5.9447258116557264e-05,5.422092202245299e-06,7.933844495999088e-05
3.4673685045253166,0.007349734867423301,6.101279535529312e-05,5.422202480035177e-06,8.196094278658984e-05
3.499451670283573,0.0075766698967365985,6.262859793067833e-05,5.422319651800198e-06,8.465906420945217e-05
3.53183169791957,0.007809198895942333,6.429626908189653e-05,5.4224441422531834e-06,8.743499118155258e-05
3.5645113342624426,0.00804746781767813,6.601746289390898e-05,5.422576401996736e-06,9.02909686360881e-05
3.5974933515574232,0.008291626599880855,6.779388590207428e-05,5.4227169090891485e-06,9.322930630494596e-05
3.630780547701014,0.00854182927831049,6.962729874719079e-05,5.422866170704481e-06,9.625238058969278e-05
3.664375746478333,0.008798234102325074,7.151951788254061e-05,5.423024724892424e-06,9.936263648660362e-05
3.6982817978026628,0.00906100365400207,7.347241733456265e-05,5.423193142443928e-06,0.00010256258956729135
3.732501577957206,0.009330304970704329,7.548793051883353e-05,5.423372028868948e-06,0.00010585482801654313
3.767037989839089,0.009606309671191771,7.756805211308708e-05,5.4235620264929615e-06,0.00010924201472901672
3.8018939632056115,0.009889194085382831,7.971483998905763e-05,5.423763816679428e-06,0.00011272688946649727
3.8370724549227875,0.010179139387872882,8.193041720498751e-05,5.42397812218566e-06,0.00011631227107746429
3.872576449216172,0.010476331735319932,8.42168411139426e-05,5.424338656414103e-06,0.00012000105978076909
3.90840895792402,0.010780962407811278,8.657522622587492e-05,5.425991383586176e-06,0.00012379623951527512
3.944573020752784,0.011093227954328023,8.900682440957722e-05,5.4300165057206604e-06,0.00012770088035736715
3.9810717055349722,0.011413330342428004,9.151390344845802e-05,5.436552164578536e-06,0.00013171814100828994
4.017908108489399,0.011741477112271043,9.409880122468369e-05,5.445742586184378e-06,0.0001358512713533345
4.055085354483838,0.012074572341571482,9.673763743941629e-05,5.457607765878297e-06,0.00014006171134686103
4.092606597300109,0.012405963354565383,9.937784309883073e-05,5.471954879654032e-06,0.00014426542792818795
4.130475019901613,0.0127322437270474,0.0001019920426117345,5.4886172236143316e-06,0.00014841889945989756
4.168693834703354,0.013053502880038337,0.00010458048754353463,5.507540183699668e-06,0.00015252272893549623
4.207266283844441,0.01336982850852653,0.00010714342711384713,5.528670102286856e-06,0.0001565775121211786
4.246195639463129,0.013681306617047199,0.00010968110821753305,5.5519542635341e-06,0.00016058383764276594
4.285485203974395,0.013988021554500804,0.00011219377544556246,5.5773408789389515e-06,0.00016454228707159935
4.325138310350087,0.014290056048227015,0.00011468167110570692,5.604779073106198e-06,0.00016845343500940143
4.36515832240166,0.014587491237350519,0.00011714503524306231,5.63421886972286e-06,0.000172317849172118
4.405548635065533,0.01488040670541455,0.00011958410566040272,5.6656111777373945e-06,0.00017613609047275268
4.446312674691087,0.015168880512317703,0.00012199911793836683,5.6989077777403165e-06,0.0001799087131032065
4.487453899331322,0.0154529892255692,0.00012439030545547804,5.734061308543478e-06,0.00018363626461513375
4.528975799036208,0.015732807950877413,0.0001267578994079994,5.7710252539552544e-06,0.00018731928599982704
4.570881896148751,0.016008410362086282,0.00012910212882962473,5.809753929748948e-06,0.00019095831176714245
4.613175745603794,0.016279868730473733,0.0001314232206110068,5.8502024708217534e-06,0.0001945538700234767
4.65586093522959,0.016547253953426048,0.000133721399519124,5.8923268185416615e-06,0.00019810648254880745
4.698941086052154,0.016810635582501742,0.00013599688821648695,5.936083708279712e-06,0.0002016166648728086
4.742419852602447,0.017070081850898294,0.00013824990728018537,5.981430657125036e-06,0.00020508492635005105
4.786300923226384,0.01732565970033463,0.00014048067522077717,6.028325951780201e-06,0.00020851177023430007
4.830588020397728,0.01757743480736217,0.00014268940850102087,6.0767286366343395e-06,0.000211897693751921
4.875284901033864,0.017825471609116832,0.00014487632155445185,6.126598502011634e-06,0.00021524318817440265
4.92039535681451,0.018069833328524094,0.00014704162680380438,6.177896072592747e-06,0.00021854873889001015
4.965923214503362,0.018310581998969136,0.00014918553467927988,6.230582596006797e-06,0.00022181482547457699
5.011872336272724,0.018547778488443536,0.00015130825363666336,6.284620031591566e-06,0.00022504192176144732
5.05824662003114,0.01878148252312125,0.00015340999017528814,6.339971226457101e-06,0.0002282304959105781
5.105049999754062,0.01901175271037639,0.00015549094885585084,6.396600275668745e-06,0.00023138101047681154
5.152286445817564,0.019238646561652143,0.00015755133231807754,6.454471796380524e-06,0.0002344939224773278
5.199959965335159,0.01946222051474104,0.0001595913412982417,6.513550547020101e-06,0.0002375696834582877
5.248074602497725,0.01968252995531406,0.00016161117464653598,6.5738019457260125e-06,0.00024060873956067551
5.296634438916578,0.019899629238157395,0.0001636110293442978,6.635192060113784e-06,0.00024361153158535098
5.345643593969716,0.02011357170796038,0.00016559110052109105,6.697687597195743e-06,0.00024657849505732045
5.3951062251512765,0.020324409719664357,0.00016755158147164375,6.761255893452457e-06,0.00024951006028923654
5.445026528424211,0.020532194658381957,0.00016949266367264398,6.825864905053754e-06,0.0002524066524441352
5.495408738576246,0.020736976958896133,0.00017141453679939397,6.891483198227297e-06,0.0002552686915974202
5.546257129579107,0.020938806124748025,0.00017331738874232466,6.958079939772742e-06,0.0002580965927981027
5.597576014951102,0.021137730746922594,0.00017520140562337047,7.025624887719476e-06,0.00026089076612930686
5.649369748123025,0.021333798522140717,0.00017706677181220651,7.094088382126074e-06,0.00026365161676804826
5.701642722807475,0.021527056270766287,0.00017891366994234859,7.163441336019501e-06,0.0002663795450442952
5.7543993733715695,0.02171754995433658,0.0001807422809271172,7.233655226472229e-06,0.00026907494649932147
5.807644175213121,0.021905324692724153,0.00018255278397546687,7.3047020858153975e-06,0.0002717382119433577
5.861381645140288,0.02209042478093813,0.00018434535660768133,7.376554492986201e-06,0.0002743697275125527
5.91561634175474,0.02227289370557277,0.00018612017467093604,7.44918556500772e-06,0.0002769698747252491
5.970352865838369,0.02245277416091084,0.00018787741235472868,7.522568948599396e-06,0.00027953903053758525
6.025595860743578,0.022630108064689347,0.00018961724220617907,7.59667881191646e-06,0.00028207756739842923
6.08135001278718,0.02280493657353489,0.00019133983514519934,7.671489836416527e-06,0.0002845858533036539
6.137620051647943,0.0229773000980757,0.00019304536047953482,7.74697720885173e-06,0.00028706425184976014
6.1944107507678146,0.023147238317737462,0.00019473398591967803,7.82311661338471e-06,0.00028951312228685797
6.251726927756859,0.02331479019522967,0.0001964058775936546,7.89988422382676e-06,0.00029193281957101046
6.309573444801933,0.02347999399072918,0.00019806120006168477,7.977256695996626e-06,0.00029432369441595094
6.367955209079159,0.02364288727576756,0.0001997001163307191,8.05521116019825e-06,0.00029668609334417874
6.4268771731701975,0.02380350694682852,0.00020132278786885068,8.13372521381597e-06,0.00029902035873744274
6.486344335482385,0.023961889238661795,0.00020292937461960446,8.212776914025584e-06,0.00030132682888661867
6.546361740672751,0.024118069737319465,0.00020452003501610438,8.292344770619797e-06,0.00030360583804098863
6.606934480075961,0.024272083392920776,0.00020609492599512,8.372407738946507e-06,0.00030585771645692914
6.668067692136222,0.024423964532151256,0.00020765420301099285,8.452945212958503e-06,0.00030808279044601506
6.729766562843179,0.02457374687050187,0.00020919802004944343,8.533937018373082e-06,0.00031028138242254706
6.792036326171846,0.02472146352425379,0.00021072652964126067,8.615363405940192e-06,0.00031245381095050805
6.854882264526615,0.02486714702221428,0.00021223988287587356,8.697205044817654e-06,0.0003146003907899576
6.918309709189364,0.025010829317208983,0.00021373822941480724,8.779443016052122e-06,0.00031672143294286933
6.982324040771713,0.025152541797335885,0.00021522171750502269,8.862058806164383e-06,0.000318817244698418
7.046930689671469,0.025292315296986122,0.000216690493992143,8.945034300837668e-06,0.00032088812967772447
7.11213513653329,0.025430180107636518,0.0002181447043335654,9.028351778707672e-06,0.0003229343878780635
7.177942912713617,0.02556616598841883,0.00021958449261146108,9.111993905252936e-06,0.00032495631571654145
7.244359600749901,0.02570030217647052,0.00022101000154566285,9.195943726784381e-06,0.00032695420607325006
7.3113908348341745,0.025832617397071624,0.0002224213725064422,9.280184664532673e-06,0.0003289283483339031
7.379042301291009,0.025963139873572426,0.00022381874552717656,9.36470050883223e-06,0.0003308790284319615
7.447319739059891,0.026091897337116365,0.00022520225931690666,9.449475413400615e-06,0.00033280652889025293
7.516228940182055,0.026218917036162498,0.00022657205127278666,9.534493889712179e-06,0.0003347111288620933
7.5857757502918375,0.02634422574581192,0.00022792825749242627,9.619740801464699e-06,0.00033659310417191414
7.655966069112563,0.026467849776942293,0.00022927101278612637,9.705201359137915e-06,0.00033845272735540317
7.726805850957024,0.026589814985154534,0.00023060045068900914,9.790861114642836e-06,0.000340290267699164
7.7983011052325875,0.026710146779535728,0.00023191670347304333,9.876705956060645e-06,0.00034210599127989947
7.870457896950986,0.02682887013124225,0.00023321990215896546,9.962722102470147e-06,0.00034390016100312577
7.943282347242816,0.026946009581906766,0.0002345101765280977,1.00488960988627e-05,0.00034567303664142195
8.016780633876792,0.02706158925187304,0.00023578765513406372,1.0135214811143501e-05,0.00034742487487222115
8.090958991783824,0.02717563284826217,0.00023705246531440286,1.0221665421218292e-05,0.00034915592931514814
8.165823713585924,0.027288163672873775,0.00023830473320208355,1.0308235422164348e-05,0.00035086645056890974
8.241381150130023,0.027399204629925747,0.0002395445837369168,1.0394912613484854e-05,0.00035255668624774246
8.31763771102671,0.027508778233635966,0.0002407721406768707,1.0481685096445625e-05,0.0003542268810174232
8.394599865193975,0.027616906615649344,0.0002419875266092863,1.0568541269493198e-05,0.00035587727663084816
8.472274141405965,0.027723611532313466,0.00024319086296199644,1.0655469823753428e-05,0.0003575081119631852
8.550667128846834,0.02782891437180612,0.00024438227001434743,1.0742459738609549e-05,0.0003591196230466039
8.629785477669705,0.027932836161117754,0.0002455618669081247,1.0829500277358897e-05,0.0003607120431045907
8.709635899560807,0.02803539757289207,0.0002467297716583836,1.0916580982947329e-05,0.0003622856025858505
8.790225168308844,0.02813661893212766,0.00024788610116418554,1.1003691673780508e-05,0.0003638405291978034
8.87156012037961,0.028236520222743672,0.00024903097121924,1.1090822439611174e-05,0.0003653770479396781
8.95364765549594,0.02833512109401244,0.0002501644965224543,1.1177963637501603e-05,0.00036689538113520993
9.036494737223016,0.028432440866861787,0.00025128679068839104,1.1265105887860378e-05,0.00036839574846494555
9.120108393559097,0.02852849854004987,0.0002523979662576331,1.1352240070552714e-05,0.00036987836699816024
9.204495717531712,0.028623312796215192,0.0002534981347070594,1.1439357321083556e-05,0.0003713434512243929
9.289663867799362,0.02871690200780453,0.00025458740646002934,1.1526449026852665e-05,0.00037279121308460175
9.375620069258803,0.028809284242881126,0.00025566589089647847,1.161350682348093e-05,0.0003742218620019471
9.462371613657929,0.028900477270816013,0.0002567336963629254,1.1700522591207228e-05,0.00037563560491220375
9.549925860214358,0.028990498567864613,0.0002577909301823911,1.1787488451355074e-05,0.0003770326462938096
9.638290236239705,0.02907936532263128,0.0002588376986642305,1.1874396762868393e-05,0.0003784131881975525
9.727472237769652,0.029167094441423964,0.00025987410711387777,1.1961240118915693e-05,0.0003797774302759011
9.817479430199844,0.029253702553501463,0.0002609002598425057,1.2048011343562068e-05,0.00038112556981198374
9.908319448927676,0.029339206016215424,0.0002619162601765999,1.2134703488508279e-05,0.0003824578017482192
10.0,0.02942362092004935,0.0002629222104674487,1.2221309829896379e-05,0.0003837743187146038
10.092528860766844,0.029506963093556778,0.00026391821210054896,1.230782386518123e-05,0.0003850753110566583
10.18591388054117,0.02958933075540246,0.00026490436550492813,1.239423845791768e-05,0.00038636096686303954
10.280162981264736,0.029670819148825262,0.0002658807701623853,1.2480546662910127e-05,0.00038763147199282014
10.375284158180126,0.029751437969915688,0.00026684752461664826,1.2566742574882069e-05,0.0003888870101024405
10.471285480508996,0.029831196811599025,0.00026780472648245136,1.2652820496899701e-05,0.00039012776267233624
10.568175092136585,0.029910105164771907,0.000268752472454531,1.2738774937540167e-05,0.00039135390903324656
10.665961212302578,0.0299881724194267,0.00026969085831654187,1.2824600608121847e-05,0.00039256562639220535
10.76465213629835,0.030065407865763616,0.00027061997894989407,1.2910292419996261e-05,0.00039376308985822
10.864256236170656,0.03014182069529094,0.00027153992834251056,1.2995845481901054e-05,0.0003949464724676412
10.964781961431852,0.030217420001913204,0.0002724507995975069,1.3081255097373637e-05,0.0003961159452092275
11.066237839776663,0.030292214783007677,0.00027335268494179337,1.3166516762225019e-05,0.0003972716770489085
11.168632477805613,0.03036621394048923,0.0002742456757345998,1.3251626162073413e-05,0.0003984138349542487
11.271974561755105,0.03043942628186354,0.00027512986247592416,1.3336579169937231e-05,0.0003995425839186181
11.37627285823431,0.030511860521269023,0.0002760053348149051,1.3421371843887039e-05,0.0004006580869850705
11.481536214968829,0.03058352528050737,0.00027687218155811886,1.3506000424756148e-05,0.0004017605052699346
11.587773561551263,0.030654429090062902,0.0002777304906778024,1.3590461333909452e-05,0.00040284999798612055
11.694993910198711,0.030724580390110928,0.0002785803493200007,1.367475117107022e-05,0.0004039267224661446
11.803206356517299,0.030793987531515105,0.00027942184381264207,1.3758866712204489e-05,0.0004049908341848773
11.91242008027375,0.030862658776813903,0.00028025505967353866,1.3842804907462798e-05,0.00040604248678201564
12.02264434617413,0.030930602301196434,0.0002810800816183158,1.3926562879178992e-05,0.0004070818320842844
12.133888504649775,0.030997826193467547,0.0002818969935682681,1.4010137919925788e-05,0.0004081090201273698
12.246161992650489,0.031064338457002526,0.0002827058786581445,1.4093527490626957e-05,0.00040912419917758656
12.359474334445107,0.031130147010691223,0.00028350681924386203,1.4176729218725822e-05,0.0004101275157532838
12.473835142429433,0.031195259689872048,0.00028429989691014913,1.425974089640996e-05,0.0004111191146459921
12.589254117941675,0.0312596842472556,0.0002850851924781186,1.4342560478891838e-05,0.00041209913894131345
