t,He,O,C,N
12.705741052085418,0.03132342835383828,0.0002858627860127708,1.4425186082745353e-05,0.0004130677300395588
12.823305826560219,0.031386499599805884,0.00028663275683042823,1.4507615984298037e-05,0.00041402502767613536
12.941958414499863,0.03144890549542725,0.0002873951835061009,1.4589848618078854e-05,0.00041497116994168587
13.061708881318419,0.03151065347193813,0.0002881501438807837,1.4671882575321581e-05,0.0004159062933019843
13.182567385564074,0.03157175088241533,0.00028889771506868545,1.475371660252355e-05,0.0004168305326175885
13.304544179780914,0.03163220500264126,0.00028963797346439165,1.4835349600059879e-05,0.0004177440211632555
13.427649611378643,0.031692023031958866,0.000290370994749959,1.4916780620853027e-05,0.00041864689064711867
13.551894123510364,0.031751212094117236,0.00029109685390194483,1.4998008869097835e-05,0.0004195392712296331
13.677288255958494,0.03180977923810778,0.0002918156251983689,1.5079033699041898e-05,0.0004204212915422884
13.803842646028853,0.03186773143899119,0.00029252738222561086,1.5159854613821505e-05,0.00042129307870609404
13.931568029453036,0.031925075598715165,0.00029323219788524165,1.5240471264353089e-05,0.000422154758349839
14.060475241299143,0.03198181854692318,0.0002939301444007906,1.5320883448280377e-05,0.0004230064546281276
14.190575216890926,0.032037967041754094,0.00029462129332444737,1.5401091108977337e-05,0.0004238482902391952
14.321878992735432,0.03209352777063297,0.0002953057155437003,1.5481094334607074e-05,0.0004246803864425047
14.454397707459272,0.032148507351052964,0.0002959834812879109,1.556089335723687e-05,0.0004255028630761284
14.588142602753482,0.03220291233134852,0.0002966546601348248,1.564048855200959e-05,0.0004263158385739154
14.723125024327187,0.03225674919145989,0.00029731932101702003,1.5719880436371683e-05,0.00042711942998244863
14.859356422870068,0.03231002434368901,0.0002979775322282921,1.5799069669358057e-05,0.0004279137529777924
14.996848355023733,0.032362744133446884,0.0002986293614299771,1.5878057050934096e-05,0.00042869892188203423
15.13561248436208,0.03241491483999253,0.0002992748756572132,1.595684352139522e-05,0.00042947504967962203
15.275660582380723,0.03246654267716355,0.0002999141413251392,1.603543016082427e-05,0.0004302422480334995
15.417004529495593,0.03251763379409838,0.00030054722423503296,1.6113818188607147e-05,0.0004310006273010418
15.559656316050742,0.03256819427595037,0.0003011741895803882,1.6192008963007152e-05,0.0004317502965497932
15.703628043335524,0.03261823014459365,0.0003017951019529307,1.627000398079845e-05,0.0004324913635730102
15.848931924611133,0.03266774735932092,0.0003024100253485738,1.6347804876959154e-05,0.0004332239349050104
15.995580286146687,0.03271675181753327,0.0003030190231733136,1.6425413424424604e-05,0.00043394811583633084
16.14358556826486,0.03276524935542202,0.0003036221582490649,1.6502831533901315e-05,0.00043466401042869634
16.29296032639722,0.03281324574864264,0.0003042194928194365,1.658006125374231e-05,0.00043537172152980144
16.443717232149314,0.0328607467129809,0.0003048110885554479,1.665710476988438e-05,0.0004360713507879069
16.595869074375607,0.032907757905011284,0.00030539700656118644,1.6733964405848014e-05,0.00043676299866625266
16.749428760264372,0.032954284922747636,0.0003059773073794052,1.6810642622800632e-05,0.00043744676445728965
16.90440931643264,0.0330003333062862,0.00030655205099706283,1.688714201968403e-05,0.0004381227462967324
17.060823890031234,0.03304590853844115,0.00030712129685080467,1.6963465333406665e-05,0.00043879104117743435
17.218685749860068,0.03309101604537251,0.00030768510383238527,1.703961543910175e-05,0.0004394517449630863
17.378008287493753,0.03313566119720672,0.0003082435302940331,1.7115595350451976e-05,0.0004401049524017428
17.538805018417612,0.0331798493086497,0.00030879663405375743,1.7191408220081865e-05,0.0004407507571391748
17.701089583174213,0.033223585639592594,0.00030934447240059745,1.7267057340018624e-05,0.0004413892517320529
17.864875748520507,0.03326687539571037,0.0003098871020998137,1.7342546142222667e-05,0.00044202052766096223
18.03017740859569,0.03330972372905289,0.00031042457939802257,1.7417878199188754e-05,0.00044264467534324954
18.197008586099834,0.0333521357386291,0.000310956960028273,1.749305722461899e-05,0.0004432617841457063
18.365383433483466,0.033394116470983934,0.0003114842992150673,1.756808707416876e-05,0.0004438719423970874
18.535316234148116,0.033435670920768094,0.00031200665167932317,1.7642971746266927e-05,0.00044447523740046854
18.706821403658008,0.03347680403130093,0.0003125240716432812,1.7717715383011513e-05,0.00044507175544544335
18.879913490962934,0.03351752069512622,0.00031303661283535423,1.779232227114225e-05,0.0004456615818201613
19.054607179632473,0.033557825754561094,0.0003135443284949209,1.78667968430914e-05,0.00044624480082320966
19.230917289101587,0.033597724002237955,0.0003140472713770624,1.7941143678114287e-05,0.00044682149577533883
19.408858775927783,0.03363722018163971,0.00031454549375724365,1.8015367503501104e-05,0.0004473917490310342
19.5884467350599,0.0336763189876281,0.0003150390474359378,1.808947319587155e-05,0.00044795564198993587
19.76969640111861,0.03371502506696521,0.00031552798374319456,1.8163465782553978e-05,0.0004485132551081064
19.952623149688797,0.03375334301882842,0.00031601235354315337,1.823735044305074e-05,0.0004490646679091502
20.137242498623884,0.033791277395318564,0.0003164922072384996,1.8311132510591578e-05,0.0004496099589951834
20.32357010936222,0.033828719889629995,0.0003169661662627172,1.8384595157932755e-05,0.000450147587111774
20.511621788255656,0.03386552700215145,0.0003174324042629603,1.8457447903921153e-05,0.00045067550984447864
20.701413487910425,0.03390167246776518,0.00031789057701861933,1.8529626429909486e-05,0.00045119337147981405
20.892961308540396,0.03393716948734755,0.00031834084007643064,1.86011439819335e-05,0.0004517013826300646
21.086281499332898,0.033972031012565664,0.00031878334618567415,1.8672013778344022e-05,0.0004521997496774423
21.281390459827122,0.03400626975065431,0.00031921824534933267,1.87422490104801e-05,0.0004526886748597486
21.478304741305344,0.03403989816909962,0.00031964568487430247,1.8811862843463437e-05,0.00045316835635427513
21.67704104819695,0.034072928500231296,0.0003200658094206698,1.888086841711373e-05,0.00045363898835997884
21.87761623949553,0.03410537274572513,0.0003204787610500727,1.8949278846984878e-05,0.0004541007611779655
22.080047330189004,0.03413724268101736,0.00032088467927316014,1.9017107225521903e-05,0.00045455386129031707
22.284351492703042,0.034168549859632726,0.00032128370109616784,1.9084366623338868e-05,0.0004549984714372938
22.490546058357815,0.03419930561742764,0.00032167596106662364,1.91510700906179e-05,0.0004554347706929454
22.698648518838223,0.03422952107675016,0.00032206159131819813,1.921723065862978e-05,0.0004558629345391631
22.908676527677734,0.034259207150518244,0.0003224407216147173,1.9282861341376695e-05,0.0004562831349382023
23.12064790175595,0.03428837454621795,0.0003228134793933474,1.9347975137357695e-05,0.000456695540403708
23.334580622810034,0.03431703376982291,0.0003231799898069719,1.9412585031457784e-05,0.0004571003160702722
23.550492838960103,0.03434519512963664,0.0003235403757657688,1.9476703996961595e-05,0.00045749762376155306
23.76840286624877,0.034372868740059084,0.00032389475797800764,1.9540344997692685e-05,0.00045788762205698386
23.98832919019491,0.0344000645252788,0.0003242432549900748,1.9603520990279772e-05,0.00045827046635710066
24.210290467361787,0.03442679222289225,0.0003245859832257441,1.9666244926551288e-05,0.0004586463089475158
24.434305526939724,0.03445306138745136,0.000324923057024703,1.972852975605977e-05,0.00045901529906156486
24.6603933723434,0.034478881393940924,0.00032525458868034967,1.9790388428737856e-05,0.0004593775829416525
24.888573182823915,0.03450426144118695,0.000325580688476871,1.9851833897687593e-05,0.0004597333038993247
25.11886431509581,0.03452921055519731,0.0003259014647256162,1.991287912210524e-05,0.00046008260237409137
25.351286304979084,0.034553737592436004,0.0003262170238007762,1.9973537070343544e-05,0.0004604256159910247
25.58585886905645,0.034577851243032115,0.00032652747017438235,2.0033820723113907e-05,0.00046076247961715906
25.82260190634596,0.03460156003392486,0.000326832906450635,2.009374307683087e-05,0.00046109332541671336
26.06153549998895,0.034624872331945715,0.00032713343339957357,2.0153317147101548e-05,0.0004614182829051629
26.302679918953814,0.03464779634683894,0.00032742914999010065,2.0212555972362785e-05,0.00046173747900218106
26.54605561975539,0.03467034013422157,0.00032772015342236887,2.027147261766905e-05,0.00046205103808347447
26.791683248190314,0.03469251159848398,0.00032800653915954404,2.0330080178634033e-05,0.00046235908203153366
27.039583641088434,0.034714318495632175,0.0003282884009589535,2.0388391785529436e-05,0.00046266173028532067
27.289777828080403,0.034735768436072796,0.0003285658309026309,2.044642060754427e-05,0.00046295909988891526
27.542287033381662,0.034756868887342036,0.0003288389194272669,2.050417985720831e-05,0.0004632513055391399
27.797132677592884,0.03477762717677932,0.00032910775535357833,2.056168279498352e-05,0.00046353845963218436
28.05433637951713,0.03479805049414695,0.00032937242591510237,2.0618942734027485e-05,0.00046382067230925003
28.31391995799379,0.03481814589419663,0.00032963301678642866,2.0675973045132893e-05,0.00046409805150123326
28.575905433749465,0.03483792029918377,0.0003298896121108765,2.073278716184752e-05,0.000464370702972467
28.84031503126606,0.03485738050133075,0.00033014229452762956,2.0789398585779142e-05,0.0004646387303635399
29.10717118066605,0.03487653316523985,0.0003303911451983341,2.0845820892090212e-05,0.00046490223523321133
29.376496519615305,0.03489538483025696,0.00033063624383317255,2.0902067735187035e-05,0.00046516131709943933
29.648313895243422,0.03491394191278693,0.0003308776687164201,2.0958152854608736e-05,0.0004654160734795423
29.92264636608189,0.03493221070856132,0.0003311154967314942,2.10140900811211e-05,0.00046566659992950754
30.19951720402016,0.03495019739485969,0.0003313498033855045,2.1069893343020924e-05,0.0004659129900824679
30.47894989627983,0.03496790803268513,0.00033158066283331324,2.112557667265651e-05,0.0004661553356863608
30.76096814740708,0.03498534856889489,0.0003318081479011134,2.118115421317016e-05,0.000466393726640787
31.045595881283557,0.035002524838286905,0.0003320323301095341,2.1236640225468805e-05,0.00046662825103308556
31.332857243155857,0.03501944256564333,0.0003322532796962802,2.1292049095429035e-05,0.00046685899517363963
31.622776601683793,0.03503610736773137,0.0003324710656383161,2.1347395341343088e-05,0.0004670860436304313
31.915378551007617,0.035052524755262805,0.00033268575567359953,2.1402693621612437e-05,0.00046730947926285754
32.210687912834345,0.035068700134812454,0.0003328974163223751,2.1457958742695966e-05,0.00046752938325482436
32.50872973854344,0.03508463881069675,0.0003331061129080346,2.151320566731993e-05,0.00046774583514713395
32.809529311311906,0.035100345986812956,0.0003333119095775516,2.156844952295698e-05,0.00046795891286917834
33.11311214825911,0.03511582676843985,0.0003335148693214985,2.1623705610581872e-05,0.0004681686927699546
33.419504002611426,0.035131086164000645,0.000333715053993653,2.1678989413711786e-05,0.0004683752496484149
33.72873086588689,0.03514612908678876,0.0003339125243302019,2.173431660773915e-05,0.0004685786567831665
34.04081897010009,0.03516096035665729,0.0003341073399685489,2.1789703069565373e-05,0.0004687789859615333
34.35579478998746,0.03517558470167279,0.00033429955946573473,2.184516488754394e-05,0.0004689763075079938
34.673685045253166,0.035190006759734146,0.00033448924031647466,2.1900718371741664e-05,0.0004691706903120079
34.99451670283573,0.035204231080157015,0.00033467643897082346,2.195638006452701e-05,0.0004693622018552452
35.3183169791957,0.03521826212522485,0.0003348612108514721,2.2012166751494847e-05,0.00046955090823822833
35.64511334262443,0.035232104271706845,0.00033504361037068415,2.206809547273695e-05,0.0004697368742064023
35.974933515574236,0.03524576181234364,0.0003352236909468793,2.2124183534468117e-05,0.0004699201631756432
36.30780547701014,0.03525923895730138,0.00033540150502086945,2.2180448521017738e-05,0.00047010083725721797
36.643757464783334,0.03527253983559479,0.0003355771040717553,2.2236908307197124e-05,0.00047027895728220676
36.982817978026624,0.03528566849647981,0.000335750538632489,2.2293581071053058e-05,0.0004704545828254004
37.32501577957206,0.03529862891081654,0.00033592185830511035,2.2350485307018223e-05,0.0004706277722286828
37.67037989839089,0.035311424972403034,0.00033609111177566284,2.240763983946955e-05,0.00047079858262391117
38.018939632056124,0.03532406049928054,0.0003362583468287947,2.2465063836705747e-05,0.00047096706995530395
38.37072454922788,0.03533653923501082,0.00033642361036205357,2.2522776825355397e-05,0.00047113328900134894
38.72576449216173,0.03534886484992613,0.00033658694839987946,2.258079870522755e-05,0.00047129729339624005
39.084089579240214,0.035361040942352415,0.0003367484061073029,2.263914976461668e-05,0.0004714591356508552
39.44573020752785,0.03537307103980634,0.00033690802780335366,2.2697850696074425e-05,0.0004716188671732849
39.810717055349734,0.03538495860016676,0.0003370658569741885,2.2756922612660597e-05,0.0004717765382889221
40.179081084894,0.03539670701282101,0.0003372219362859405,2.2816387064686373e-05,0.0004719321982601233
40.55085354483839,0.03540831966501358,0.00033737630759730024,2.2876038291760495e-05,0.00047208589530545067
40.926065973001094,0.03541979994805181,0.00033752901197183047,2.293542539526776e-05,0.0004722376766185051
41.30475019901615,0.03543115112434724,0.0003376800896900242,2.299432038369527e-05,0.00047238758838636025
41.68693834703355,0.035442376323460735,0.00033782958026110966,2.3052735683506802e-05,0.0004725356758076063
42.072662838444415,0.03545347861204189,0.00033797752243460897,2.3110683534426533e-05,0.0004726819831100137
42.4619563946313,0.035464460994842045,0.0003381239542116562,2.316817599103418e-05,0.00047282655356782534
42.85485203974397,0.03547532641570587,0.00033826891285608084,2.322522492432241e-05,0.0004729694295186869
43.251383103500885,0.035486077758542726,0.00033841243490526215,2.3281842023217396e-05,0.0004731106523802234
43.65158322401661,0.03549671784827773,0.0003385545561807605,2.333803879606332e-05,0.00047325026266627207
44.05548635065534,0.0355072494517834,0.00033869531179873117,2.339382657207191e-05,0.00047338830000277977
44.46312674691088,0.03551767527879219,0.00033883473618012596,2.344921650273789e-05,0.0004735248031433721
44.87453899331323,0.03552799798279061,0.00033897286306068975,2.350421956322127e-05,0.0004736598099846053
45.28975799036209,0.03553822016189513,0.000339109725500755,2.3558846553697626e-05,0.0004737933575809071
45.708818961487516,0.03554834435971069,0.00033924535589484214,2.3613108100677216e-05,0.0004739254821592156
46.13175745603795,0.03555837306617206,0.0003393797859810707,2.366701465829414e-05,0.0004740562191333237
46.55860935229589,0.03556830871836862,0.0003395130468503855,2.372057650956652e-05,0.0004741856031179385
46.98941086052154,0.03557815370135305,0.000339645168955605,2.3773803767628817e-05,0.00047431366794246124
47.424198526024455,0.035587910348934326,0.00033977618212029613,2.38267063769374e-05,0.0004744404466644971
47.86300923226383,0.03559758094445553,0.0003399061155474816,2.387929411445046e-05,0.00047456597158310155
48.30588020397726,0.035607167721557004,0.00034003499782818387,2.3931576590783506e-05,0.00047469027425177266
48.75284901033863,0.035616672864925134,0.00034016285694981273,2.398356325134148e-05,0.0004748133854911924
49.20395356814509,0.035626098511027306,0.0003402897203044004,2.4035263377428793e-05,0.00047493533540172956
49.659232145033606,0.03563544674883356,0.0003404156146966895,2.4086686087338376e-05,0.00047505615337570684
50.11872336272722,0.03564471962052511,0.0003405405663520793,2.4137840337421027e-05,0.0004751758681094415
50.5824662003114,0.03565391912219055,0.00034066460118923546,2.4188735187936296e-05,0.0004752945070854662
51.05049999754062,0.03566304720450973,0.00034078774531486213,2.4239380291180375e-05,0.00047541209560994626
51.52286445817565,0.03567210577342606,0.00034091002399654156,2.42897848577929e-05,0.00047552865889350195
51.999599653351595,0.03568109669080753,0.00034103146118375194,2.433995717134797e-05,0.00047564422303523
52.48074602497726,0.035690021775096746,0.00034115208028574875,2.4389905359913836e-05,0.00047575881349256894
52.966344389165776,0.03569888280195056,0.0003412719041787196,2.443963739698498e-05,0.0004758724550922045
53.456435939697165,0.035707681504869575,0.00034139095521283153,2.4489161102404114e-05,0.00047598517204079345
53.95106225151276,0.03571641957581793,0.0003415092552191759,2.45384841432754e-05,0.00047609698793550783
54.450265284242114,0.035725098665833684,0.0003416268255166165,2.4587614034870168e-05,0.00047620792577440725
54.954087385762456,0.03573372038563032,0.00034174368691854297,2.4636558141526336e-05,0.00047631800796664583
55.46257129579107,0.03574228630618956,0.00034185985973953675,2.4685323677542798e-05,0.00047642725634251625
55.97576014951102,0.035750797959345854,0.00034197536380195113,2.4733917708070003e-05,0.00047653569216334047
56.49369748123026,0.03575925683836312,0.00034209021844241154,2.478234714999799e-05,0.0004766433361312076
57.016427228074754,0.035767664398503714,0.000342204442518239,2.483061877284306e-05,0.00047675020839856925
57.543993733715695,0.0357760220575902,0.0003423180544138015,2.4878739199634352e-05,0.0004768563285776927
58.07644175213121,0.03578433119656025,0.0003424310720467968,2.492671490780144e-05,0.00047696171574997993
58.613816451402876,0.035792593160014756,0.00034254351287446973,2.4974552230064274e-05,0.00047706638847515493
59.1561634175474,0.03580080925675976,0.00034265539389977015,2.502225735532646e-05,0.00047717036480032684
59.70352865838369,0.035808980760342266,0.0003427667316774518,2.5069836329573195e-05,0.00047727366226892883
60.25595860743578,0.0358171089095803,0.00034287754232011796,2.511729505677486e-05,0.00047737629792954215
60.81350012787179,0.0358251949090875,0.000342987841504217,2.516463929979747e-05,0.00047747828834460463
61.37620051647942,0.03583323992979249,0.0003430976444759897,2.5211874681320997e-05,0.00047757964959901147
61.94410750767815,0.03584124510945329,0.0003432069660573732,2.5259006684766676e-05,0.0004776803973086103
62.51726927756859,0.03584921155316697,0.0003433158206518633,2.5306040655234243e-05,0.00047778054662859273
63.09573444801933,0.03585714033387492,0.00034342422225033966,2.5352981800450205e-05,0.00047788011226179044
63.67955209079159,0.03586503249286373,0.00034353218443685366,2.539983519172801e-05,0.00047797910846687335
64.26877173170197,0.03587288904026211,0.0003436397203943856,2.544660576494111e-05,0.00047807754906645835
64.86344335482384,0.03588071095553396,0.0003437468429105705,2.5493298321509722e-05,0.00047817544745512716
65.46361740672751,0.03588849918796779,0.0003438535643833964,2.5539917529402266e-05,0.0004782728166073608
66.06934480075961,0.03589625465716265,0.0003439598968268769,2.5586467924152166e-05,0.0004783696690853884
66.68067692136222,0.03590397825351086,0.000344065851876701,2.5632953909890894e-05,0.0004784660170469579
67.29766562843179,0.035911670838677474,0.0003441714407958612,2.5679379760397854e-05,0.000478561872253027
67.92036326171846,0.0359193332460769,0.0003442766744802612,2.5725749620167926e-05,0.0004786572460753794
68.54882264526617,0.03592696628134663,0.00034438156346430803,2.5772067505497215e-05,0.00047875214950416674
69.18309709189366,0.03593457072281829,0.0003444861179264854,2.5818337305587608e-05,0.0004788465931553804
69.82324040771715,0.03594214732198611,0.00034459034769491423,2.5864562783670704e-05,0.0004789405872782514
70.46930689671471,0.03594969680397287,0.00034469426225289945,2.5910747578151582e-05,0.00047903414176258467
71.12135136533291,0.035957219867993606,0.00034479787074446366,2.5956895203772832e-05,0.00047912726614602556
71.77942912713618,0.035964717187816866,0.0003449011819798708,2.6003009052799293e-05,0.0004792199696212614
72.44359600749902,0.03597218941222395,0.0003450042044411392,2.6049092396223746e-05,0.0004793122610431607
73.11390834834177,0.03597963716546583,0.00034510694628754466,2.6095148384993884e-05,0.0004794041489358481
73.79042301291011,0.03598706104771817,0.0003452094153611156,2.6141180051260843e-05,0.0004794956414997196
74.47319739059893,0.03599446163553418,0.0003453116191921192,2.618719030964932e-05,0.0004795867466183959
75.16228940182057,0.03600183948229558,0.00034541356500453993,2.623318195854953e-05,0.0004796774718656173
75.8577575029184,0.036009195118661574,0.0003455152597215505,2.6279157681431e-05,0.00047976782451207865
76.55966069112566,0.03601652905301586,0.00034561670997097473,2.632512004817818e-05,0.00047985781153220557
77.26805850957025,0.03602384177191177,0.0003457179220907437,2.6371071516447934e-05,0.00047994743961087384
77.98301105232589,0.036031133740515434,0.00034581890213434315,2.6417014433048623e-05,0.0004800367151500698
78.70457896950988,0.03603840540304706,0.00034591965587625395,2.6462951035340827e-05,0.0004801256442754934
79.43282347242817,0.0360456571832202,0.0003460201888173834,2.6508883452659296e-05,0.0004802142328431045
80.16780633876793,0.036052889484679156,0.0003461205061904883,2.6554813707756042e-05,0.0004803024864456106
80.90958991783826,0.03606010269143425,0.00034622061296558834,2.6600743718264107e-05,0.0004803904104188981
81.65823713585927,0.036067297168295154,0.0003463205138553696,2.664667529818176e-05,0.0004804780098484048
82.41381150130026,0.0360744732613021,0.0003464202133205768,2.6692610159376564e-05,0.0004805652895754351
83.17637711026708,0.03608163129815495,0.00034651971557539423,2.6738549913108997e-05,0.0004806522542034165
83.94599865193973,0.03608877158864004,0.00034661902459281335,2.6784496071574955e-05,0.00048073890810409743
84.72274141405963,0.03609589442505483,0.00034671814410998716,2.683045004946674e-05,0.00048082525542368556
85.50667128846833,0.03610300008263009,0.0003468170776335688,2.6876413165551723e-05,0.00048091130008892673
86.29785477669702,0.03611008881994988,0.0003469158284450347,2.692238664426818e-05,0.00048099704581312254
87.09635899560806,0.03611716087936872,0.000347014399605989,2.6968371617337583e-05,0.00048108249610208766
87.90225168308842,0.036124216487426516,0.0003471127939634504,2.7014369125392503e-05,0.00048116765426004475
88.71560120379608,0.03613125585526054,0.00034721101415511734,2.7060380119619505e-05,0.0004812525233954567
89.53647655495938,0.03613827917901478,0.00034730906261461127,2.7106405463416034e-05,0.0004813371064267953
90.36494737223013,0.03614528664024638,0.0003474069415766977,2.7152445934060677e-05,0.00048142140608824576
91.20108393559097,0.036152278406329105,0.0003475046530824804,2.7198502224395663e-05,0.00048150542493534615
92.04495717531712,0.03615925463085368,0.0003476021989845695,2.724457494452089e-05,0.0004815891653505597
92.89663867799364,0.036166215454025014,0.0003476995809522216,2.729066462349844e-05,0.0004816726295487813
93.75620069258802,0.0361731610030561,0.00034779680047644835,2.733677171106666e-05,0.0004817558195827752
94.6237161365793,0.03618009139255849,0.0003478938588750942,2.738289657936276e-05,0.0004818387373485431
95.49925860214358,0.036187006724929215,0.00034799075729787974,2.742903952465297e-05,0.0004819213845906244
96.38290236239705,0.03619390709073419,0.0003480874967314096,2.7475200769069254e-05,0.0004820037629073226
97.2747223776965,0.036200792569087696,0.0003481840780041426,2.752138046235143e-05,0.0004820858737558619
98.17479430199843,0.03620766322802817,0.00034828050179132346,2.756757868359369e-05,0.00048216771845747107
99.08319448927675,0.03621451912488991,0.00034837676861987273,2.761379544299457e-05,0.0004822492982023912
100.0,0.036221360306670704,0.00034847287887323396,2.7660030683609e-05,0.00048233061405481193
100.92528860766845,0.03622818681039534,0.0003485688327961764,2.7706284283101622e-05,0.00048241166695772914
101.85913880541169,0.036234998663474655,0.00034866463049955154,2.7752556055500183e-05,0.0004824924577377287
102.80162981264735,0.03624179588406033,0.0003487602719650011,2.7798845752947843e-05,0.00048257298710969033
103.75284158180126,0.036248578481395066,0.00034885575704961475,2.7845153067453388e-05,0.0004826532556814158
104.71285480508996,0.03625534645615814,0.00034895108549053686,2.7891477632638218e-05,0.00048273326395817617
105.68175092136585,0.036262099800806205,0.0003490462569095196,2.793781902547906e-05,0.0004828130123471807
106.6596121230258,0.03626883849990938,0.000349141270817421,2.7984176768045214e-05,0.0004828925011619644
107.64652136298349,0.036275562530482246,0.0003492361266186466,2.803055032922942e-05,0.0004829717306266957
108.64256236170655,0.036282271862309964,0.00034933082361553283,2.8076939126471166e-05,0.0004830507008804005
109.64781961431851,0.036288966458269206,0.0003494253610126707,2.8123342527471378e-05,0.00048312941198110657
110.66237839776664,0.036295646274643954,0.00034951973792116874,2.81697598518976e-05,0.0004832078639099033
111.68632477805612,0.03630231126143597,0.0003496139533628529,2.821619037307845e-05,0.0004832860565749186
112.71974561755106,0.03630896136266996,0.000349708006274403,2.8262633319686497e-05,0.0004833639898152131
113.7627285823431,0.036315596516693326,0.00034980189551142387,2.830908787740853e-05,0.0004834416634045894
114.81536214968828,0.036322216656470424,0.0003498956198524504,2.8355553190602286e-05,0.0004835190770553174
115.87773561551262,0.03632882170987124,0.0003499891780028844,2.8402028363938653e-05,0.0004835962304217759
116.94993910198711,0.03633541159995453,0.0003500825685988638,2.8448512464028467e-05,0.00048367312310400806
118.03206356517298,0.03634198624524525,0.0003501757902110613,2.8495004521033095e-05,0.000483749754651194
119.1242008027375,0.0363485455600063,0.000350268841348413,2.8541503530257817e-05,0.00048382612456503686
120.22644346174131,0.036355089454504524,0.00035036172046177557,2.8588008453727242e-05,0.0004839022323030654
121.33888504649774,0.03636161783527093,0.00035045442594751043,2.8634518221742066e-05,0.00048397807728185115
122.4616199265049,0.03636813060535507,0.0003505469561509962,2.86810317344162e-05,0.0004840536588801412
123.59474334445108,0.03637462766457362,0.00035063930937006594,2.8727547863193696e-05,0.0004841289764419076
124.73835142429432,0.03638110890975306,0.00035073148385837135,2.8774065452344763e-05,0.00048420402927931044
125.89254117941675,0.03638757423496649,0.0003508234778286716,2.8820583320440106e-05,0.00048427881667557925
127.05741052085419,0.03639402353176453,0.00035091528945604706,2.8867100261803034e-05,0.00048435333788781053
128.23305826560218,0.03640045668940041,0.0003510069168810372,2.8913615047938773e-05,0.0004844275921496814
129.41958414499862,0.03640687359504901,0.00035109835821270336,2.8960126428940305e-05,0.00048450157867408204
130.61708881318418,0.036413274134020145,0.0003511896115316144,2.9006633134870283e-05,0.0004845752966556649
131.82567385564073,0.03641965818996593,0.00035128067489275684,2.9053133877118587e-05,0.00048464874527331443
133.04544179780913,0.036426025645082225,0.00035137154632836857,2.909962734973488e-05,0.0004847219236925339
134.2764961137864,0.03643237638030428,0.000351462223850696,2.9146112230735947e-05,0.00048479483106775415
135.51894123510365,0.03643871027549655,0.0003515527054546751,2.9192587183387316e-05,0.0004848674665445626
136.77288255958496,0.036445027209636695,0.00035164298912053666,2.9239050857458784e-05,0.00048493982926185335
138.03842646028852,0.036451327060993854,0.0003517330728163351,2.9285501890453657e-05,0.00048501191835390007
139.31568029453035,0.03645760970730111,0.0003518229545004022,2.93319389088113e-05,0.00048508373295235374
140.60475241299144,0.036463875025922396,0.0003519126321237253,2.9378360529082773e-05,0.0004851552721881617
141.90575216890926,0.03647012289401364,0.00035200210363225043,2.9424765359079463e-05,0.00048522653519341525
143.21878992735438,0.036476353188678416,0.00035209136696911163,2.947115199899428e-05,0.00048529752110312163
144.5439770745928,0.036482565787118,0.00035218042007678575,2.9517519042495553e-05,0.0004853682290569043
145.8814260275349,0.036488760566775996,0.0003522692608991746,2.9563865077793363e-05,0.0004854386582006314
147.23125024327194,0.036494937405477504,0.00035235788738361345,2.961018868867815e-05,0.0004855088076879739
148.59356422870076,0.036501096181563,0.0003524462974828089,2.9656488455531795e-05,0.0004855786766818955
149.9684835502374,0.03650723677401686,0.0003525344891567044,2.9702762956310876e-05,0.0004856482643560729
151.35612484362088,0.03651335906259074,0.0003526224603742754,2.974901076750232e-05,0.00048571756989625116
152.75660582380732,0.036519462927921804,0.00035271020911525604,2.9795230465051372e-05,0.00048578659250153236
154.170045294956,0.03652554825164585,0.00035279773337179517,2.984142062526197e-05,0.0004858553313856008
155.59656316050751,0.0365316149165055,0.00035288503115004657,2.9887579825669683e-05,0.0004859237857778848
157.0362804333553,0.036537662806453514,0.0003529721004716905,2.9933706645887218e-05,0.0004859919549246573
158.48931924611142,0.03654369180675121,0.00035305893937539085,2.9979799668422736e-05,0.0004860598380900758
159.95580286146696,0.03654970180406226,0.0003531455459181863,3.0025857479471103e-05,0.0004861274345571641
161.4358556826487,0.03655569268654175,0.0003532319181768182,3.007187866967828e-05,0.00048619474362873553
162.9296032639723,0.03656166434392072,0.0003533180542489962,3.011786183487908e-05,0.0004862617646282609
164.43717232149325,0.036567616667586324,0.00035340395225460114,3.016380557680847e-05,0.0004863284969006809
165.95869074375614,0.036573549550657475,0.00035348961033682857,3.0209708503786745e-05,0.0004863949398131655
167.49428760264382,0.03657946288805636,0.00035357502666327235,3.0255569231378848e-05,0.00048646109275582146
169.04409316432648,0.03658535657657564,0.0003536601994269505,3.0301386383028024e-05,0.0004865269551423481
170.60823890031244,0.03659123051494171,0.0003537451268472737,3.0347158590664295e-05,0.0004865925264106452
172.18685749860077,0.03659708460387389,0.000353829807170959,3.03928844952879e-05,0.00048665780602337244
173.78008287493762,0.03660291874613968,0.000353914238672888,3.043856274752819e-05,0.0004867227934684611
175.3880501841762,0.03660873284660636,0.0003539984196569124,3.0484192008178242e-05,0.00048678748825958334
177.0108958317422,0.03661452681228875,0.00035408234845660784,3.0529770948705603e-05,0.0004868518899365746
178.64875748520515,0.036620300552393466,0.00035416602343597636,3.0575298251739554e-05,0.0004869159980658155
