t,AGB+OB
4.285485203974395,1.722423338501292e-08
4.325138310350087,1.68823578858259e-08
4.36515832240166,1.654727557112651e-08
4.405548635065533,1.6218851484277002e-08
4.446312674691087,1.5896953349821128e-08
4.487453899331322,1.5581451520216783e-08
4.528975799036208,1.5272218923626946e-08
4.570881896148751,1.4969131012747742e-08
4.613175745603794,1.4672065714653237e-08
4.65586093522959,1.4380903381636561e-08
4.698941086052154,1.4095526743027777e-08
4.742419852602447,1.3815820857968832e-08
4.786300923226384,1.354167306912687e-08
4.830588020397728,1.3272972957326972e-08
4.875284901033864,1.3009612297086313e-08
4.92039535681451,1.2751485013031645e-08
4.965923214503362,1.2498487137182622e-08
5.011872336272724,1.2250516767083833e-08
5.05824662003114,1.2007474024768532e-08
5.105049999754062,1.1769261016537665e-08
5.152286445817564,1.1535781793537967e-08
5.199959965335159,1.1306942313123235e-08
5.248074602497725,1.1082650400983189e-08
5.296634438916578,1.0862815714024775e-08
5.345643593969716,1.0647349703990827e-08
5.3951062251512765,1.0436165581801538e-08
5.445026528424211,1.0229178282604376e-08
5.495408738576246,1.0026304431518244e-08
5.546257129579107,9.827462310058327e-09
5.597576014951102,9.632571823227809e-09
5.649369748123025,9.441554467263521e-09
5.701642722807475,9.254333298022238e-09
5.7543993733715695,9.070832899995115e-09
5.807644175213121,8.890979355937675e-09
5.861381645140288,8.714700217103141e-09
5.91561634175474,8.541924474067114e-09
5.970352865838369,8.372582528131902e-09
6.025595860743578,8.206606163298898e-09
6.08135001278718,8.043928518797803e-09
6.137620051647943,7.884484062161571e-09
6.1944107507678146,7.72820856283628e-09
6.251726927756859,7.57503906631525e-09
6.309573444801933,7.424913868787048e-09
6.367955209079159,7.277772492287144e-09
6.4268771731701975,7.133555660343182e-09
6.486344335482385,6.9922052741041265e-09
6.546361740672751,6.853664388943606e-09
6.606934480075961,6.717877191528075e-09
6.668067692136222,6.584788977340533e-09
6.729766562843179,6.45434612865077e-09
6.792036326171846,6.326496092923257e-09
6.854882264526615,6.201187361653978e-09
6.918309709189364,6.078369449627692e-09
6.982324040771713,5.957992874587289e-09
7.046930689671469,5.840009137307014e-09
7.11213513653329,5.724370702061561e-09
7.177942912713617,5.611030977483159e-09
7.244359600749901,5.49994429779897e-09
7.3113908348341745,5.391065904441194e-09
7.379042301291009,5.284351928022522e-09
7.447319739059891,5.179759370669653e-09
7.516228940182055,5.077246088707768e-09
7.5857757502918375,4.976770775688985e-09
7.655966069112563,4.878292945757973e-09
7.726805850957024,4.781772917347996e-09
7.7983011052325875,4.687171797200877e-09
7.870457896950986,4.594451464704368e-09
7.943282347242816,4.5035745565407034e-09
8.016780633876792,4.4145044516400876e-09
8.090958991783824,4.3272052564330975e-09
8.165823713585924,4.241641790396046e-09
8.241381150130023,4.157779571883484e-09
8.31763771102671,4.075584804242146e-09
8.394599865193975,3.995024362200737e-09
8.472274141405965,3.916065778530083e-09
8.550667128846834,3.838677230968278e-09
8.629785477669705,3.762827529405567e-09
8.709635899560807,3.6884861033237746e-09
8.790225168308844,3.615622989485263e-09
8.87156012037961,3.5442088198664387e-09
8.95364765549594,3.474214809830946e-09
9.036494737223016,3.405612746537798e-09
9.120108393559097,3.3383749775797665e-09
9.204495717531712,3.2724743998474527e-09
9.289663867799362,3.207884448614588e-09
9.375620069258803,3.144579086840108e-09
9.462371613657929,3.082532794682759e-09
9.549925860214358,3.0217205592239534e-09
9.638290236239705,2.962117864394795e-09
9.727472237769652,2.903700681103164e-09
9.817479430199844,2.846445457556927e-09
9.908319448927676,2.7903291097793477e-09
10.0,2.7353290123129023e-09
10.092528860766844,2.6814229891077293e-09
10.18591388054117,2.6285893045910775e-09
10.280162981264736,2.576806654914124e-09
10.375284158180126,2.526054159372664e-09
10.471285480508996,2.476311351998192e-09
10.568175092136585,2.427558173316026e-09
10.665961212302578,2.379774962267107e-09
10.76465213629835,2.332942448290264e-09
10.864256236170656,2.2870417435617383e-09
10.964781961431852,2.242054335388834e-09
11.066237839776663,2.1979620787546555e-09
11.168632477805613,2.1547471890109033e-09
11.271974561755105,2.1123922347158115e-09
11.37627285823431,2.0708801306143224e-09
11.481536214968829,2.030194130757686e-09
11.587773561551263,1.9903178217597048e-09
11.694993910198711,1.9512351161869192e-09
11.803206356517299,1.9129302460800577e-09
11.91242008027375,1.875387756604162e-09
12.02264434617413,1.8385924998248089e-09
12.133888504649775,1.8025296286079501e-09
12.246161992650489,1.767184590640885e-09
12.359474334445107,1.73254312257198e-09
12.473835142429433,1.6985912442667717e-09
12.589254117941675,1.6653152531781341e-09
12.705741052085418,1.6327017188282498e-09
12.823305826560219,1.6007374774001613e-09
12.941958414499863,1.569409626436733e-09
13.061708881318419,1.5387055196448714e-09
13.182567385564074,1.5086127618029383e-09
13.304544179780914,1.4791192037692808e-09
13.427649611378643,1.4502129375898916e-09
13.551894123510364,1.421882291703214e-09
13.677288255958494,1.3941158262401704e-09
13.803842646028853,1.3669023284175205e-09
13.931568029453036,1.3402308080226968e-09
14.060475241299143,1.3140904929882947e-09
14.190575216890926,1.2884708250544455e-09
14.321878992735432,1.2633614555173198e-09
14.454397707459272,1.2387522410620488e-09
14.588142602753482,1.2146332396784e-09
14.723125024327187,1.190994706657546e-09
14.859356422870068,1.1678270906683282e-09
14.996848355023733,1.1451210299114324e-09
15.13561248436208,1.1228673483499302e-09
15.275660582380723,1.1010570520146702e-09
15.417004529495593,1.0796813253830294e-09
15.559656316050742,1.058731527829578e-09
15.703628043335524,1.038199190147213e-09
15.848931924611133,1.0180760111373823e-09
15.995580286146687,9.983538542680087e-10
16.14358556826486,9.790247443977862e-10
16.29296032639722,9.600808645655179e-10
16.443717232149314,9.41514552843215e-10
16.595869074375607,9.233182992516858e-10
16.749428760264372,9.05484742737378e-10
16.90440931643264,8.88006668209254e-10
17.060823890031234,8.708770036345183e-10
17.218685749860068,8.540888171920171e-10
17.378008287493753,8.376353144821778e-10
17.538805018417612,8.215098357923597e-10
17.701089583174213,8.057058534165198e-10
17.864875748520507,7.902169690281184e-10
18.03017740859569,7.750369111052064e-10
18.197008586099834,7.601595324066627e-10
18.365383433483466,7.45578807498567e-10
18.535316234148116,7.312888303297158e-10
18.706821403658008,7.172838118553053e-10
18.879913490962934,7.035580777078313e-10
19.054607179632473,6.901060659142691e-10
19.230917289101587,6.769223246586189e-10
19.408858775927783,6.64001510088915e-10
19.5884467350599,6.513383841678238e-10
19.76969640111861,6.389278125659669e-10
19.952623149688797,6.267647625971224e-10
20.137242498623884,6.111318158993368e-10
20.32357010936222,5.946583135005355e-10
20.511621788255656,5.786499319983685e-10
20.701413487910425,5.630935598483045e-10
20.892961308540396,5.479764541030093e-10
21.086281499332898,5.332862300313664e-10
21.281390459827122,5.190108510297595e-10
21.478304741305344,5.051386188173914e-10
21.67704104819695,4.916581639076499e-10
21.87761623949553,4.785584363477594e-10
22.080047330189004,4.658286967191707e-10
22.284351492703042,4.534585073913581e-10
22.490546058357815,4.414377240218932e-10
22.698648518838223,4.297564872958767e-10
22.908676527677734,4.184052148979914e-10
23.12064790175595,4.0737459371064107e-10
23.334580622810034,3.966555722318133e-10
23.550492838960103,3.8623935320649554e-10
23.76840286624877,3.7611738646563586e-10
23.98832919019491,3.6628136196681563e-10
24.210290467361787,3.5672320303096815e-10
24.434305526939724,3.474350597696274e-10
24.6603933723434,3.384093026973578e-10
24.888573182823915,3.2963851652415763e-10
25.11886431509581,3.2111549412278164e-10
25.351286304979084,3.1283323066606673e-10
25.58585886905645,3.0478491792948545e-10
25.82260190634596,2.9696393875428445e-10
26.06153549998895,2.893638616667027e-10
26.302679918953814,2.8197843564887656e-10
26.54605561975539,2.7480158505718145e-10
26.791683248190314,2.678274046838639e-10
27.039583641088434,2.610501549579427e-10
27.289777828080403,2.5446425728147094e-10
27.542287033381662,2.4806428949735486e-10
27.797132677592884,2.418449814850432e-10
28.05433637951713,2.358012108804915e-10
28.31391995799379,2.299279989169179e-10
28.575905433749465,2.242205063829624e-10
28.84031503126606,2.1867402969494956e-10
29.10717118066605,2.1328399708006101e-10
29.376496519615305,2.0804596486730036e-10
29.648313895243422,2.0295561388323141e-10
29.92264636608189,1.9800874594954864e-10
30.19951720402016,1.9320128047962515e-10
30.47894989627983,1.8852925117126282e-10
30.76096814740708,1.8398880279294652e-10
31.045595881283557,1.7957618806098178e-10
31.332857243155857,1.7528776460496707e-10
31.622776601683793,1.7111999201912433e-10
31.915378551007617,1.6706942899708217e-10
32.210687912834345,1.6313273054777094e-10
32.50872973854344,1.5930664529015672e-10
32.809529311311906,1.555880128246041e-10
33.11311214825911,1.5197376117872047e-10
33.419504002611426,1.4846090432559253e-10
33.72873086588689,1.4504653977238717e-10
34.04081897010009,1.4172784621734312e-10
34.35579478998746,1.385020812732365e-10
34.673685045253166,1.353665792554553e-10
34.99451670283573,1.3231874903287266e-10
35.3183169791957,1.293560719397556e-10
35.64511334262443,1.26476099746998e-10
35.974933515574236,1.236764526910133e-10
36.30780547701014,1.20954817558668e-10
36.643757464783334,1.1830894582668232e-10
36.982817978026624,1.1573665185396966e-10
37.32501577957206,1.1323581112542533e-10
37.67037989839089,1.1080435854572079e-10
38.018939632056124,1.0844028678169515e-10
38.37072454922788,1.0614164465197766e-10
38.72576449216173,1.0390653556251132e-10
39.084089579240214,1.0173311598668484e-10
39.44573020752785,9.961959398881435e-11
39.810717055349734,9.756422778975362e-11
40.179081084894,9.556532437344205e-11
40.55085354483839,9.362123813323392e-11
40.926065973001094,9.173036955688424e-11
41.30475019901615,8.98911639490958e-11
41.68693834703355,8.810211019056335e-11
42.072662838444415,8.636173953247892e-11
42.4619563946313,8.466862442549087e-11
42.85485203974397,8.302137738213626e-11
43.251383103500885,8.141864987179306e-11
43.65158322401661,7.985913124722369e-11
44.05548635065534,7.83415477018078e-11
44.46312674691088,7.686466125658516e-11
44.87453899331323,7.542726877625399e-11
45.28975799036209,7.402820101329277e-11
45.708818961487516,7.266632167939586e-11
46.13175745603795,7.134052654343523e-11
46.55860935229589,7.004974255518134e-11
46.98941086052154,6.879292699403667e-11
47.424198526024455,6.75690666420566e-11
47.86300923226383,6.63771769805493e-11
48.30588020397726,6.521630140956771e-11
48.75284901033863,6.408551048962313e-11
49.20395356814509,6.298390120496974e-11
49.659232145033606,6.191059624782409e-11
50.11872336272722,6.086474332290382e-11
50.5824662003114,5.984551447168321e-11
51.05049999754062,5.885210541578172e-11
51.52286445817565,5.788373491891577e-11
51.999599653351595,5.6939644166859966e-11
52.48074602497726,5.60190961648788e-11
52.966344389165776,5.5121375152104244e-11
53.456435939697165,5.424578603234888e-11
53.95106225151276,5.339165382085806e-11
54.450265284242114,5.255832310651794e-11
54.954087385762456,5.174515752904987e-11
55.46257129579107,5.095153927073375e-11
55.97576014951102,5.017686856221619e-11
56.49369748123026,4.942056320197143e-11
57.016427228074754,4.868205808899476e-11
57.543993733715695,4.796080476832042e-11
58.07644175213121,4.725627098896675e-11
58.613816451402876,4.6567940273923704e-11
59.1561634175474,4.589531150180755e-11
59.70352865838369,4.523789849981959e-11
60.25595860743578,4.459522964765546e-11
60.81350012787179,4.3966847492022344e-11
61.37620051647942,4.3352308371431585e-11
61.94410750767815,4.275118205094391e-11
62.51726927756859,4.21630513665544e-11
63.09573444801933,4.15875118789138e-11
63.67955209079159,4.102417153609229e-11
64.26877173170197,4.0472650345100975e-11
64.86344335482384,3.9932580051894954e-11
65.46361740672751,3.940360382959139e-11
66.06934480075961,3.888537597464424e-11
66.68067692136222,3.837756161072541e-11
67.29766562843179,3.7879836400071356e-11
67.92036326171846,3.739188626206144e-11
68.54882264526617,3.69134070988026e-11
69.18309709189366,3.644410452750306e-11
69.82324040771715,3.5983693619424683e-11
70.46930689671471,3.553189864521207e-11
71.12135136533291,3.5088452826402665e-11
71.77942912713618,3.4653098092930416e-11
72.44359600749902,3.422558484644164e-11
73.11390834834177,3.38056717292492e-11
73.79042301291011,3.339312539875727e-11
74.47319739059893,3.298772030719591e-11
75.16228940182057,3.2589238486510665e-11
75.8577575029184,3.219746933825883e-11
76.55966069112566,3.181220942836977e-11
77.26805850957025,3.1433262286632846e-11
77.98301105232589,3.106043821078182e-11
78.70457896950988,3.069355407505048e-11
79.43282347242817,3.033243314307912e-11
80.16780633876793,2.997690488505729e-11
80.90958991783826,2.962680479899249e-11
81.65823713585927,2.928197423600002e-11
82.41381150130026,2.894226022951324e-11
83.17637711026708,2.8607515328318618e-11
83.94599865193973,2.8277597433323495e-11
84.72274141405963,2.795236963796957e-11
85.50667128846833,2.76317000722081e-11
86.29785477669702,2.731546174995749e-11
87.09635899560806,2.700353241996695e-11
87.90225168308842,2.6695794420013862e-11
88.71560120379608,2.639213453436545e-11
89.53647655495938,2.6092443854438697e-11
90.36494737223013,2.57966176425953e-11
91.20108393559097,2.5504555199011563e-11
92.04495717531712,2.521615973156541e-11
92.89663867799364,2.4931338228685533e-11
93.75620069258802,2.4650001335109895e-11
94.6237161365793,2.4372063230503084e-11
95.49925860214358,2.409744151088414e-11
96.38290236239705,2.38260570728182e-11
97.2747223776965,2.355783400032747e-11
98.17479430199843,2.3292699454478204e-11
99.08319448927675,2.3030583565602435e-11
100.0,2.277141932811414e-11
100.92528860766845,2.2515142497881126e-11
101.85913880541169,2.226169149211488e-11
102.80162981264735,2.2011007291741826e-11
103.75284158180126,2.176303334622037e-11
104.71285480508996,2.1517715480768736e-11
105.68175092136585,2.1275001805969766e-11
106.6596121230258,2.1034842629718998e-11
107.64652136298349,2.079719037148347e-11
108.64256236170655,2.0561999478838593e-11
109.64781961431851,2.0329226346251363e-11
110.66237839776664,2.0098829236078193e-11
111.68632477805612,1.9870768201746077e-11
112.71974561755106,1.9645005013085894e-11
113.7627285823431,1.9421503083786986e-11
114.81536214968828,1.9200227400942037e-11
115.87773561551262,1.8981144456651536e-11
116.94993910198711,1.8764222181656937e-11
118.03206356517298,1.8549429880971864e-11
119.1242008027375,1.8336738171480295e-11
120.22644346174131,1.812611892147098e-11
121.33888504649774,1.7917545192076944e-11
122.4616199265049,1.7710991180588946e-11
123.59474334445108,1.75064321656116e-11
124.73835142429432,1.730384445403073e-11
125.89254117941675,1.710320532976036e-11
127.05741052085419,1.6904493004237495e-11
128.23305826560218,1.6707686568633026e-11
129.41958414499862,1.6512765947746355e-11
130.61708881318418,1.6319711855551792e-11
131.82567385564073,1.6128505752364255e-11
133.04544179780913,1.5939129803591712e-11
134.2764961137864,1.5751566840041914e-11
135.51894123510365,1.556580031975051e-11
136.77288255958496,1.5381814291297866e-11
138.03842646028852,1.519959335858163e-11
139.31568029453035,1.5019122647012142e-11
140.60475241299144,1.4840387771097707e-11
141.90575216890926,1.4663374803386782e-11
143.21878992735438,1.4488070244734054e-11
144.5439770745928,1.4314460995857583e-11
145.8814260275349,1.4142534330154095e-11
147.23125024327194,1.3972277867739668e-11
148.59356422870076,1.3803679550683149e-11
149.9684835502374,1.3636727619399848e-11
151.35612484362088,1.3471410590173099e-11
152.75660582380732,1.3307717233771553e-11
154.170045294956,1.3145636555130298e-11
155.59656316050751,1.2985157774064064e-11
157.0362804333553,1.2826270306981123e-11
158.48931924611142,1.2668963749566707e-11
159.95580286146696,1.2513227860405167e-11
161.4358556826487,1.2359052545510308e-11
162.9296032639723,1.2206427843733857e-11
164.43717232149325,1.2055343913022234e-11
165.95869074375614,1.1905791017492334e-11
167.49428760264382,1.1757759515297309e-11
169.04409316432648,1.1611239847253892e-11
170.60823890031244,1.1466222526203244e-11
172.18685749860077,1.1322698127077673e-11
173.78008287493762,1.1180657277646149e-11
175.3880501841762,1.1040090649912069e-11
177.0108958317422,1.0900988952137105e-11
178.64875748520515,1.0763342921465598e-11
180.301774085957,1.0627143317124466e-11
181.97008586099844,1.049238091417413e-11
183.65383433483476,1.0359046497786478e-11
185.35316234148124,1.0227130858026526e-11
187.06821403658017,1.0096624785114881e-11
188.79913490962946,9.967519065148816e-12
190.54607179632484,9.83980447626017e-12
192.30917289101595,9.713471785189047e-12
194.08858775927794,9.588511744252695e-12
195.8844673505991,9.464915088689636e-12
197.6969640111862,9.342672534359593e-12
199.52623149688807,9.221774775780478e-12
201.37242498623894,9.1022124844841e-12
203.23570109362208,8.98397630767299e-12
205.11621788255647,8.86705686716109e-12
207.01413487910415,8.751444758582003e-12
208.92961308540387,8.637130550848506e-12
210.86281499332887,8.524104785848072e-12
212.81390459827114,8.412357978359455e-12
214.7830474130533,8.301880616175925e-12
216.7704104819694,8.19266316042137e-12
218.77616239495518,8.084696046045927e-12
220.80047330188992,7.977969682488335e-12
222.8435149270303,7.87247445449272e-12
224.90546058357805,7.768200723068017e-12
226.98648518838212,7.665138826578686e-12
229.08676527677724,7.563279081955954e-12
231.20647901755942,7.462611786019093e-12
233.3458062281002,7.36312721689694e-12
235.5049283896009,7.264815635540112e-12
237.6840286624876,7.167667287314888e-12
239.88329190194898,7.071672403670175e-12
242.10290467361776,6.976821203869304e-12
244.34305526939713,6.883103896778941e-12
246.60393372343387,6.790510682707576e-12
248.88573182823905,6.699031755286696e-12
251.18864315095797,6.608657303387867e-12
253.51286304979072,6.51937751306949e-12
255.85858869056452,6.431182569547225e-12
258.22601906345955,6.344062659182484e-12
260.6153549998895,6.2580079714836665e-12
263.02679918953817,6.1730087011151605e-12
265.4605561975539,6.089055049909398e-12
267.91683248190316,6.006137228877589e-12
270.3958364108843,5.924245460215e-12
272.89777828080406,5.843369979296898e-12
275.4228703338166,5.763501036661649e-12
277.97132677592884,5.684628899977497e-12
280.54336379517133,5.606743855990074e-12
283.1391995799379,5.529836212447614e-12
285.75905433749466,5.453896300001345e-12
288.40315031266056,5.378914474078514e-12
291.0717118066605,5.304881116725869e-12
293.76496519615307,5.231786638421523e-12
296.4831389524342,5.159621479853308e-12
299.2264636608189,5.088376113661969e-12
301.9951720402016,5.018041046147665e-12
304.7894989627983,4.948606818938358e-12
307.6096814740708,4.880064010618973e-12
310.45595881283555,4.812403238320143e-12
313.32857243155854,4.745615159265711e-12
316.22776601683796,4.6796904722780985e-12
319.15378551007615,4.614619919240921e-12
322.10687912834345,4.550394286518216e-12
325.0872973854344,4.487004406329892e-12
328.09529311311906,4.424441158083004e-12
331.1311214825911,4.362695469658599e-12
334.19504002611427,4.301758318653952e-12
337.2873086588689,4.241620733580165e-12
340.4081897010009,4.1822737950150504e-12
343.55794789987465,4.123708636711421e-12
346.73685045253166,4.065916446660919e-12
349.94516702835733,4.008888468113599e-12
353.18316979195697,3.9526160005535e-12
356.45113342624427,3.897090400630583e-12
359.74933515574236,3.8423030830493814e-12
363.0780547701014,3.788245521414791e-12
366.43757464783334,3.7349092490354814e-12
369.8281797802663,3.682285859685441e-12
373.2501577957206,3.630367008324194e-12
376.70379898390894,3.579144411776281e-12
380.1893963205613,3.5286098493706385e-12
383.70724549227884,3.4787551635404608e-12
387.25764492161727,3.4295722603842986e-12
390.8408957924021,3.3810531101889945e-12
394.4573020752785,3.3331897479152453e-12
398.1071705534973,3.285974273646473e-12
401.79081084894,3.239398853001753e-12
405.5085354483839,3.1934557175135695e-12
409.26065973001096,3.148137164971169e-12
413.04750199016144,3.1034355597302667e-12
416.8693834703355,3.0593433329899133e-12
420.7266283844442,3.0158529830372976e-12
424.619563946313,2.9729570754612903e-12
428.54852039743963,2.9306482433355096e-12
432.5138310350088,2.8889191873717285e-12
436.5158322401661,2.8477626760444103e-12
440.55486350655343,2.8071715456871866e-12
444.6312674691088,2.7671387005622586e-12
448.7453899331323,2.7276571129043153e-12
452.8975799036209,2.688719822943665e-12
457.0881896148752,2.6503199389259543e-12
461.31757456037957,2.6124506371928028e-12
465.5860935229591,2.5751051625457538e-12
469.8941086052156,2.538276829598955e-12
474.2419852602448,2.5019590271734225e-12
478.6300923226385,2.466145231226005e-12
483.05880203977284,2.4308290398679858e-12
487.5284901033865,2.396004261405935e-12
492.0395356814511,2.3616651208497125e-12
496.59232145033627,2.3278067135373617e-12
501.18723362727246,2.294425941244737e-12
505.82466200311427,2.2615233319823367e-12
510.50499997540646,2.2291063808486947e-12
515.2286445817567,2.197195354877709e-12
519.9959965335162,2.16583285776387e-12
524.8074602497728,2.1350988002573576e-12
529.6634438916581,2.1051326881251384e-12
534.5643593969719,2.076165217527214e-12
539.5106225151279,2.0485609464945593e-12
544.5026528424214,2.022873198848631e-12
549.5408738576248,1.9999113091801886e-12
554.625712957911,1.98081886302869e-12
559.7576014951104,1.967159839633837e-12
564.9369748123029,1.961007721295121e-12
570.1642722807478,1.9650309467898642e-12
575.4399373371573,1.982566828090634e-12
580.7644175213123,2.0176754625946695e-12
586.1381645140291,2.0751654262353507e-12
591.5616341754743,2.1605841881718282e-12
597.0352865838372,2.2801681855784664e-12
602.5595860743581,2.4407501625613937e-12
608.1350012787183,2.649624446063518e-12
613.7620051647946,2.914373988918785e-12
619.4410750767818,3.2426659352555533e-12
625.1726927756862,3.642024871944332e-12
630.9573444801937,4.119594607292097e-12
636.7955209079162,4.68190014047927e-12
642.6877173170201,5.3346214243595624e-12
648.6344335482388,6.0823896414357586e-12
654.6361740672747,6.928615141366046e-12
660.6934480075957,7.875354110317244e-12
666.8067692136219,8.923218663499012e-12
672.9766562843175,1.0071332577814026e-11
679.2036326171843,1.1317332497610528e-11
685.4882264526614,1.265741230534409e-11
691.8309709189363,1.4086406561394363e-11
698.2324040771712,1.5597907550476458e-11
704.6930689671467,1.7184409551785757e-11
711.2135136533288,1.8837473466282947e-11
