time,H,He,C,N,O,Ne,Mg,Si,Fe
4800871.597123421,0.024216395840850332,0.01841366658550915,0.0022645830095522324,0.00015458874284177457,0.0011836319372662604,0.00023998140324728808,3.2351676646024234e-05,0.00014828310231307723,0.0001200134412351802
4816775.630801943,0.024283369079867976,0.018491512775904818,0.0022761480562746945,0.00015538328920088347,0.001191857822678371,0.00024160443882208698,3.2479207378053625e-05,0.00014939773469884783,0.00012075485700338806
4832732.3503901325,0.02435239719062012,0.018569679714003924,0.0022875947356314347,0.0001561791962953334,0.0012002351884303347,0.00024324902934521085,3.261622698686162e-05,0.0001505027397970858,0.00012149265622424323
4848741.9304226395,0.024423460965391088,0.01864815361500849,0.002298920714669684,0.00015697640289851205,0.0012087653928528673,0.0002449153231035427,3.276281846593723e-05,0.00015159788920127664,0.00012222667533809075
4864804.546012297,0.024496621661448222,0.018726946876813644,0.002310123896415045,0.00015777492345618675,0.0012174504294272628,0.0002466036006904713,3.291914208644817e-05,0.00015268302839122646,0.00012295689092404943
4880920.372852077,0.024572071482744505,0.01880611456019451,0.0023212025836190776,0.00015857489591125296,0.0012262933163888962,0.0002483143570147754,3.308548323728782e-05,0.00015375812454110848,0.0001236835085143113
4897089.5872169295,0.024649857025987876,0.018885664099907166,0.002332154580125763,0.0001593763196679156,0.0012352959631818645,0.00025004785212016337,3.3261990404695375e-05,0.0001548230044667945,0.00012440647595308516
4913312.365965803,0.024730002959138755,0.01896559568181086,0.002342977592395405,0.0001601791727690074,0.0012444601247935587,0.0002518043120846856,3.344879236514305e-05,0.0001558774717861797,0.0001251257010084773
4929588.886543501,0.024812598697725674,0.019045930539681254,0.0023536695108242593,0.0001609834940143314,0.0012537880706104993,0.00025358406981924815,3.364608031938929e-05,0.00015692138902038082,0.00012584120387482784
4945919.3269826565,0.0248978757137334,0.019126736193781795,0.0023642286606318143,0.00016178945620347912,0.0012632831810035767,0.00025538769065115013,3.385418115114383e-05,0.00015795475081926215,0.0001265532531919031
4962303.865905706,0.024985750488078568,0.019207977235222433,0.0023746523168831474,0.00016259693308529776,0.0012729464212404204,0.00025721522997637473,3.407312439251961e-05,0.00015897725089346053,0.0001272615618049815
4978742.6825267775,0.025075398003721355,0.019289376081075386,0.0023849353187205664,0.00016340509524401218,0.00128277305102634,0.0002590655405177812,3.430223812628445e-05,0.00015998787788291165,0.00012796453626442173
4995235.956653728,0.025166919625166692,0.0193709574950454,0.0023950754872305176,0.00016421399037954863,0.0012927654926853601,0.0002609389814021458,3.454172928245106e-05,0.0001609864956194271,0.00012866221162871716
5011783.868690042,0.025260917964197393,0.019452909790696804,0.002405072244129699,0.00016502414049408118,0.0013029300512934876,0.00026283672764808216,3.479228084123665e-05,0.00016197344029533837,0.0001293555033790867
5028386.59963683,0.025357394998397217,0.01953522509337991,0.0024149230320280797,0.00016583549787244968,0.0013132684135636692,0.0002647589804436727,3.5054007830037e-05,0.0001629484764258573,0.00013004426852265732
5045044.331094847,0.025456425011053174,0.019617919037607887,0.0024246255002165935,0.00016664808267455007,0.0013237828398584338,0.00026670606018770233,3.532709493251631e-05,0.00016391143442325262,0.00013072848968928132
5061757.245266399,0.025558123684439948,0.01970102067584327,0.00243417740399888,0.0001674619536453764,0.0013344759258764284,0.00026867835630422506,3.561176721549937e-05,0.00016486218128851878,0.0001314082207325442
5078525.524957425,0.025661682012965977,0.019783830549661412,0.002443495616424738,0.00016827008797505664,0.0013452551472721917,0.0002706588133306218,3.590562223052693e-05,0.0001657924921679175,0.0001320776662291314
5095646.7704655435,0.025764833167646328,0.019864604033107778,0.0024523913007747588,0.0001690555855540215,0.0013558893558465904,0.00027260523277282666,3.6202108256360016e-05,0.00016668340477054392,0.00013272301299643385
5114238.517364409,0.02587459033447741,0.01994888456343332,0.0024614742265650657,0.00016987293407283696,0.0013671274571344751,0.00027465417621151016,3.652225343581234e-05,0.00016759595185845155,0.0001333883733295181
5132898.097272166,0.025986614016193222,0.02003340572450032,0.0024703945380783795,0.00017069097800675358,0.001378548062682188,0.0002767285034293403,3.6854074803296244e-05,0.00016849491215046854,0.00013404792222846686
5151625.757681284,0.026100864001458397,0.020118145171623993,0.002479149338205125,0.00017150962510701913,0.0013901526469252384,0.0002788283597466651,3.719765565064712e-05,0.00016937999142468274,0.00013470143091670042
5170421.746987207,0.026217282119012527,0.020203074593095775,0.0024877356413709455,0.00017232876542901931,0.0014019425625214413,0.0002809538631872288,3.755306347581492e-05,0.0001702508756536714,0.00013534863729895762
5189286.314491664,0.026335930441004594,0.020288204829176336,0.002496150822207547,0.00017314840227070406,0.0014139201067659933,0.00028310532897156025,3.792048093919613e-05,0.00017110736192341345,0.00013598948912911502
5208219.710405989,0.026456664912799178,0.02037347931926746,0.002504391555048796,0.00017396834293570995,0.001426086003723669,0.00028528273942436157,3.829989664481797e-05,0.00017194904917672944,0.00013662356970955606
5227222.185854388,0.026579474993243785,0.02045888498508363,0.0025124549169666523,0.00017478852052961013,0.0014384420247753461,0.0002874862956532071,3.869142695480999e-05,0.00017277565998967807,0.0001372506955091819
5246293.992877347,0.026704759513189187,0.02054454229064579,0.0025203392836089028,0.0001756092553240229,0.0014509931170760262,0.0002897168656295293,3.9095577371891e-05,0.00017358730191564012,0.0001378714015502698
5265435.384434919,0.02683278952755391,0.02063052987568616,0.0025280425839738063,0.0001764307458113424,0.0014637432594953818,0.00029197511173947914,3.9512733612640915e-05,0.0001743839585198509,0.00013848599622074906
5284646.614410097,0.026963498235801076,0.020716815968823528,0.0025355616176675547,0.00017725286965097314,0.0014766938419623476,0.00029426114957761053,3.994296257243725e-05,0.00017516529030526216,0.0001390941915992392
5303927.937612181,0.027096712572569164,0.020803333995154275,0.002542892806929525,0.00017807540309019873,0.0014898454523906708,0.000296574924125895,4.038623176518933e-05,0.0001759308541128618,0.00013969551094723852
5323279.609780155,0.02723243706887103,0.020890075248887134,0.0025500331184564375,0.00017889828991042933,0.0015032000668843643,0.0002989166708336336,4.084267828861634e-05,0.00017668037204719502,0.00014028978817698785
5342701.887586094,0.02737061213722053,0.020977009978328336,0.0025569792778841797,0.0001797214123993045,0.001516759185012679,0.0003012865230276565,4.1312379815545904e-05,0.00017741350242756176,0.00014087674251017797
5362195.028638522,0.02751096023964241,0.021064037162453742,0.0025637272697554628,0.00018054444559021288,0.0015305226431215715,0.0003036842620669136,4.179520885279841e-05,0.00017812969400645047,0.00014145570777612034
5381759.291485893,0.027653555032556308,0.02115117032161088,0.002570274186083232,0.0001813673965096156,0.001544493005567764,0.0003061102417964149,4.229137200804215e-05,0.00017882872519559343,0.00014202663386723356
5401394.935619978,0.02779482828180271,0.021236322208375253,0.002576472588728143,0.00018217107185556847,0.0015583419749888782,0.00030850754973136266,4.278892583451674e-05,0.00017949462236200168,0.0001425761181643314
5422054.753849379,0.02793923743802527,0.021322465874006054,0.0025825570965570524,0.00018298596893763966,0.0015726105258582668,0.00031096929721623505,4.330668698667116e-05,0.00018015201620497133,0.0001431235169055705
5443109.081080924,0.028084771789382477,0.021408607392768675,0.0025884685966800288,0.00018380460862261122,0.001587182863262064,0.00031347498596815716,4.384003938081407e-05,0.00018079412808661403,0.00014366250822351332
5464245.164162463,0.0282301949882958,0.021494041909710413,0.0025941584585511346,0.0001846206735408673,0.001601952062834936,0.0003160060404252247,4.438505152478217e-05,0.0001814156509689972,0.000144188574741382
5485463.320559351,0.02837553659134502,0.02157876795767044,0.0025996234596234982,0.00018543412504169388,0.0016169204432432503,0.00031856275332037195,4.494189516228005e-05,0.00018201630562023755,0.00014470157899454202
5506763.868969644,0.028520756755655616,0.021662761290648154,0.002604860116602696,0.00018624485791619502,0.0016320898071757895,0.00032114530682661745,4.5510677707166396e-05,0.00018259574378521524,0.00014520125939133284
5528147.129328981,0.02866568508048775,0.02174595491593851,0.0026098644864435304,0.00018705264244285564,0.001647460969662642,0.0003237536732383882,4.609138430976801e-05,0.00018315349020855346,0.00014568712257935883
5549613.4228152875,0.028810313732096686,0.02182833479101748,0.0026146331182370394,0.00018785740211019336,0.0016630360197665808,0.0003263880910995419,4.6684155600465044e-05,0.00018368922033449437,0.0001461589592120651
5571163.071853704,0.02895480238719927,0.021909941436291734,0.0026191630689341933,0.00018865921829254437,0.0016788183588949035,0.00032904907325133066,4.7289292386590465e-05,0.00018420276495971133,0.00014661685262823732
5592796.400121327,0.02909920455310305,0.021990780584181843,0.0026234510139556363,0.00018945807093506152,0.0016948105894739347,0.0003317369623249917,4.7906996358726886e-05,0.00018469385089513778,0.00014706069726287284
5614513.732552166,0.029243518784408597,0.022070839898922966,0.0026274934132286478,0.00019025388707243182,0.001711014910271652,0.00033445201394957473,4.8537418630906036e-05,0.00018516214946131374,0.0001474902887492041
5636315.3953419365,0.029387628865713097,0.022150069446489437,0.002631286316525927,0.0001910464841447544,0.001727432655070587,0.0003371942996123118,4.918060307815682e-05,0.00018560721978069453,0.00014790521864399724
5658201.715953044,0.029531504372279745,0.0222284471715007,0.0026348260146421333,0.00019183576001689063,0.0017440658402140081,0.0003399640324395177,4.983667637771222e-05,0.0001860286987732266,0.000148305227316401
5680173.023119413,0.02967492505327076,0.022305888913913795,0.002638108143699694,0.0001926214318279924,0.0017609150383427023,0.0003427611195437833,5.050558688058511e-05,0.00018642603998189963,0.00014868971894995935
5702229.646851512,0.02981784227038714,0.022382366408602063,0.002641128858933158,0.0001934033784397473,0.0017779821671520533,0.0003455857491121216,5.118744708205109e-05,0.00018679885599680735,0.00014905839751363007
5724371.918441262,0.02996056906457204,0.022457969336207473,0.0026438854517668335,0.00019418182051265118,0.00179527195597943,0.00034843869914244485,5.188271372035241e-05,0.0001871470985070294,0.00014941160118482518
5746600.170466991,0.030103171269390428,0.02253270653540363,0.0026463743714805945,0.00019495674358798758,0.001812787248297306,0.0003513203484758273,5.2591610881302525e-05,0.00018747048135801128,0.00014974923092587455
5768914.736798503,0.030245642981617898,0.02260656328845448,0.002648591794865684,0.00019572806433438704,0.0018305303556916082,0.0003542309618254927,5.331429626766678e-05,0.00018776864677331063,0.00015007105922324224
5791315.952602004,0.0303792790995668,0.022675274332711853,0.0026504732417112833,0.00019645037216945387,0.0018473904514357525,0.00035698733024225755,5.4003700742513574e-05,0.00018803377812768554,0.00015036333449961194
5816888.772667117,0.03051803814928694,0.022746501773005558,0.0026523366826802734,0.0001972038073814607,0.0018651438562587018,0.00035987494247851715,5.472863776514797e-05,0.0001883150553256295,0.0001506684199720413
5843536.3168714885,0.03065791017104167,0.022818588510835708,0.002654221208071335,0.0001979710329199325,0.0018833152795671476,0.00036281225940854527,5.5466624255618105e-05,0.00018862126529551487,0.00015098674554873243
5870305.935201716,0.03079629393374855,0.02289026765481713,0.0026561097891190694,0.00019873852821574613,0.0019015714795546214,0.00036574439029348285,5.620350271343485e-05,0.00018895027435666877,0.00015131432711217068
5897198.186887275,0.030933156812448744,0.022961528373687812,0.0026580023744145636,0.0001995062552586656,0.001919912718617438,0.0003686711144063889,5.6939217479679114e-05,0.00018930237794854523,0.00015165126795255198
5924213.633719498,0.03106816291263871,0.023032260819922167,0.0026598979277041124,0.00020027388851752437,0.0019383369218707747,0.0003715917162467024,5.767342519635748e-05,0.00018967758752277432,0.00015199713937798595
5951352.840063356,0.0312012057223818,0.023102430027446365,0.00266179615821747,0.00020104131961660302,0.0019568437866837704,0.00037450585068118534,5.840599948116048e-05,0.0001900761352524491,0.00015235191798976163
5978616.372869173,0.031332437028547204,0.0231720853519997,0.0026636976146045296,0.00020180868473110815,0.00197543500578459,0.0003774135898888664,5.913705832130815e-05,0.00019049850146080118,0.00015271603657897485
6006004.801684524,0.03146177578248933,0.023241200127798747,0.002665602089482008,0.0002025758992438781,0.0019941104780642873,0.0003803146256107824,5.9866498728608405e-05,0.0001909449493113905,0.00015308951993702998
6033518.698666105,0.031588921250662906,0.023309675960809396,0.0026675086621553473,0.0002033426702031685,0.0020128684100467575,0.00038320829048711066,6.059400919558133e-05,0.0001914155372996668,0.00015347200801118022
6061158.6385917375,0.031714043193218806,0.02337756805497554,0.00266941794067354,0.00020410915025251763,0.002031710640774437,0.0003860946790605588,6.131972362364877e-05,0.00019191077321690296,0.00015386397036552883
6088925.198872299,0.03183760172580847,0.023445026401454384,0.0026713314766502083,0.00020487576695074175,0.002050641252013776,0.00038897435516265503,6.204405064143972e-05,0.0001924314435045558,0.00015426638922388017
6116818.959563835,0.031959751679142404,0.023512101316603414,0.002673249830321039,0.00020564265841084366,0.002069661972772098,0.000391847384418007,6.276710924199463e-05,0.0001929780489278369,0.0001546797113907465
6144840.503379654,0.03208475707043712,0.023581023836552854,0.0026752341008631267,0.00020643393814513694,0.002089366426860872,0.00039480247799548725,6.351157452733582e-05,0.0001935695039710658,0.00015511833867909496
6171357.102219533,0.03220774871211488,0.02364882913555939,0.0026771912712007634,0.00020721207848288037,0.0021088003464122115,0.00039769709537311926,6.424220815657162e-05,0.00019417806987819723,0.00015556301320467875
6197416.362633522,0.03233067961587323,0.023716391745552935,0.002679140966169707,0.00020798460142640163,0.0021281365388658687,0.0004005576505253207,6.496614326582302e-05,0.00019480947932397003,0.0001560189630813571
6223585.661251761,0.03245502286671999,0.023784490902819276,0.0026811048769048614,0.00020876003586073718,0.0021475867871240187,0.0004034153724273856,6.569136798404062e-05,0.00019547095451089767,0.00015649149793164755
6249865.462723155,0.03258040790199841,0.023853005360478245,0.0026830818586548646,0.0002095380210930767,0.002167148779821007,0.0004062694612052485,6.641750151989867e-05,0.00019616251684515643,0.0001569801491660687
6276256.233658598,0.0327067745833124,0.023921915210224326,0.0026850717754410124,0.00021031849034439497,0.002186822603222419,0.000409119618701307,6.714445679550877e-05,0.00019688448563136952,0.00015748499628322898
6302758.4426393425,0.032834564918469956,0.023991364474730166,0.0026870761228702227,0.00021110185240020809,0.0022066122204112766,0.00041196635985487175,6.787262209536643e-05,0.00019763765976019086,0.00015800700424269102
6329372.560225267,0.032963944537969324,0.02406140693880883,0.002689095499094873,0.00021188825397080546,0.002226519464822995,0.0004148097481558119,6.860212342475846e-05,0.0001984225801056838,0.00015854665358419848
6356099.058963242,0.03309500027184189,0.024132070653295905,0.002691130246645493,0.00021267776688937124,0.0022465455646033636,0.0004176497165343958,6.933301170604403e-05,0.0001992397167609104,0.00015910428810317313
6382938.413395533,0.03322785196310425,0.024203394439296422,0.0026931808156601435,0.00021347049405077913,0.0022666920052836713,0.00042048624894924156,7.006536871559336e-05,0.00020008957501451807,0.00015968031161622497
6409891.100068178,0.03336258264165583,0.024275405091590804,0.0026952475370556933,0.00021426650325007902,0.002286959991067778,0.0004233192669459719,7.079924092040264e-05,0.00020097262922734503,0.00016027506511200198
6436957.597539522,0.033499132138745634,0.024348082646286587,0.002697330276935402,0.00021506572638154518,0.002307349624055455,0.0004261484568337888,7.15345386752542e-05,0.00020188922206991654,0.00016088863957184534
6464138.386388664,0.03363750967176441,0.024421429784422563,0.0026994291271751477,0.00021586816085646769,0.0023278615443899486,0.00042897361495112206,7.22712376386043e-05,0.0002028397659790166,0.00016152125005402607
6491433.949224018,0.033777534535245485,0.024495387173874207,0.0027015435630574555,0.0002166736239098579,0.0023484949296440935,0.0004317942264549397,7.300913307736813e-05,0.0002038244975035089,0.0001621727794290182
6518844.770691827,0.03390851395978636,0.024564371149884315,0.0027035152880395953,0.00021742215701022358,0.002367712648419748,0.00043440214295336634,7.369343684433752e-05,0.000204767144378582,0.00016279291362845087
6551149.869846998,0.03404813025801763,0.024637677471602337,0.002705609826211432,0.00021821438975876334,0.002388100643417042,0.00043714705922766605,7.441605245203316e-05,0.00020579621066669427,0.0001634659930323726
6585178.73360467,0.03419251315766121,0.0247132591254774,0.002707768681661499,0.0002190279867031316,0.0024090877591642305,0.00043995048929810696,7.51564872496679e-05,0.00020688497187206395,0.00016417425367043124
6619384.354663218,0.03433839109698442,0.024789399850142536,0.0027099428759627055,0.00021984441872302407,0.0024301974256383243,0.00044274821652869794,7.589783588845956e-05,0.00020800943215790467,0.00016490198081026364
6653767.65115919,0.034485842439253546,0.024866124851623,0.002712132727853191,0.0002206637473445353,0.0024514308326824726,0.0004455401330856479,7.664013683190094e-05,0.00020917009419063224,0.00016564952336780366
6688329.545998252,0.03463507335045164,0.024943501051771844,0.002714338971625995,0.00022148615494096684,0.0024727901589519517,0.0004483263358578195,7.738354916367077e-05,0.00021036758601191495,0.00016641745725476436
6723070.966879911,0.034786176870035414,0.025021558430706137,0.0027165619744700126,0.00022231171645384766,0.0024942767131040573,0.00045110673509773914,7.812812430661792e-05,0.00021160243280121202,0.00016720616145621367
6757992.846322497,0.034939128215643905,0.025100284084214428,0.0027188014538160354,0.00022314029025476194,0.0025158877634256617,0.00045388066113454694,7.887370973314637e-05,0.00021287487720298765,0.00016801572575035753
6793106.891115118,0.03509383215077019,0.025179647170121527,0.0027210572043377657,0.0002239717882148611,0.0025376236243237977,0.00045664777488735954,7.962019192184052e-05,0.00021418529153587973,0.00016884621006870622
6828423.316984537,0.035249388916845315,0.025259365355603407,0.0027233270908885976,0.00022480562473979816,0.0025594864037679554,0.00045940739180317644,8.036692552545449e-05,0.0002155337630491306,0.00016969648793460537
6863923.348081458,0.0354056893166298,0.025339394468230438,0.0027256103327282445,0.00022564149012779293,0.0025814700920918626,0.0004621583785215136,8.111360048493876e-05,0.0002169203118858127,0.00017056643231341988
6899607.938944138,0.03556362440907536,0.025420024976717824,0.002727909891398376,0.00022648021415560898,0.002603582168988361,0.0004649019265994681,8.186102188198808e-05,0.00021834624154277072,0.0001714578373452902
6935478.049073345,0.03572323246515881,0.025501268926176213,0.0027302259585520153,0.00022732181833490714,0.0026258235375697194,0.00046763783938321855,8.260918629155054e-05,0.0002198120520780261,0.00017237099884612368
6971534.6429581605,0.035884519093471665,0.025583127688805198,0.0027325586201429903,0.00022816629296385996,0.002648194851822592,0.0004703658640714096,8.335805883128133e-05,0.00022131821720647633,0.0001733061574292275
7007778.690101912,0.03604749828195769,0.02566560536290044,0.00273490798975285,0.00022901363601049722,0.002670696833264461,0.00047308575834699624,8.410761204270947e-05,0.000222865223227704,0.00017426357074323842
7044211.16504824,0.03620935682316073,0.025747272595734068,0.002737233070949809,0.00022984909043580976,0.002692936060898536,0.0004757503040604421,8.484482073674089e-05,0.00022442563988621343,0.00017522635774040369
7082155.47336628,0.03637436309073363,0.02583026694451445,0.0027395942982192524,0.0002306943019028574,0.002715488505375368,0.00047842813921999754,8.558876013178112e-05,0.00022604046367156205,0.0001762198407371151
7121028.890698477,0.03654275914737931,0.02591470493798858,0.0027419950391503784,0.00023155037681822229,0.002738385699565202,0.0004811222238090229,8.634034212152194e-05,0.00022771297845984738,0.00017724593005824627
7160115.681286989,0.036713006026791124,0.02599981153107152,0.0027444132772480104,0.00023240940603463348,0.0027614172480783564,0.00048380734476153816,8.709258678790456e-05,0.00022942841761347142,0.0001782955051286566
7199417.016321515,0.036885156953845075,0.026085603582571892,0.0027468492556178914,0.00023327142330600183,0.0027845841896349407,0.0004864833074364798,8.784550119894416e-05,0.00023118732839821327,0.00017936890437119778
7238934.07342037,0.0370592587429039,0.02617209584819194,0.0027493031969629588,0.0002341364560245223,0.0028078875164426684,0.0004891499034666925,8.85990858015272e-05,0.0002329902569071302,0.00018046645734584506
7278668.036665683,0.03723535149536161,0.026259300881666513,0.0027517753026032894,0.00023500452493091918,0.0028313281718740347,0.0004918069102352816,8.935333412934549e-05,0.00023483774781799912,0.0001815884842392122
7318620.096638935,0.03741345728481685,0.02634722534063312,0.0027542657157222546,0.0002358756333906344,0.002854906963180754,0.0004944540724647759,9.010822207675392e-05,0.00023673033371710822,0.00018273527597677247
7358791.450456619,0.0375914166091271,0.026434808349446233,0.0027567445406777914,0.0002367393432921295,0.002878341548255357,0.0004970597821514382,9.085470964192402e-05,0.00023864519867118457,0.00018389298993655662
7400170.384515179,0.0377720959623723,0.026523473802851198,0.0027592526680676657,0.00023760987182430305,0.002902020367887516,0.0004996667760841742,9.160504157729948e-05,0.00024061455243138115,0.00018508093969256826
7442404.563602077,0.03795605236569515,0.0266134883535875,0.002761797613043721,0.00023848973564102505,0.0029260135141510064,0.000502282067518513,9.236133108786351e-05,0.00024264516194998174,0.00018630313328476568
7484879.781177357,0.03814227555120246,0.02670430286246315,0.002764361978709914,0.00023937280611300313,0.002950149318092773,0.0005048867291518747,9.311831502120481e-05,0.00024472319943044386,0.00018755156918134157
7527597.412893477,0.03833096838392482,0.02679598295699154,0.00276694649771639,0.0002402592563838722,0.002974429996737088,0.0005074807819973805,9.38761376970769e-05,0.00024684939432413665,0.00018882686904032607
7570558.8422540035,0.03852189948446718,0.02688845248338232,0.0027695504925074445,0.000241148847844158,0.0029988544198512896,0.0005100635381635674,9.463453140369594e-05,0.0002490240699068052,0.00019012889301470032
7613765.460658467,0.03871473673285836,0.026981602387206614,0.002772172958715071,0.00024204124611687487,0.003023420683010099,0.0005126341425151094,9.539313238086671e-05,0.0002512474593146941,0.00019145732661240468
7657218.667447336,0.038909359602034045,0.027075392682457816,0.002774813579780354,0.00024293631698454014,0.0030481285173259765,0.000515192079947139,9.615177674450426e-05,0.0002535200015225152,0.0001928122303049488
7700919.869947378,0.039105821765187454,0.02716984024364435,0.002777472605485652,0.00024383409095679977,0.0030729790009676144,0.0005177371146146482,9.6910465051746e-05,0.0002558423059624651,0.00019419397375456028
7744870.483517287,0.03930416865956757,0.027264959244734446,0.002780150259311211,0.0002447345904118086,0.003097973151636436,0.0005202689935737828,9.766918943979668e-05,0.00025821497971743743,0.00019560291482142352
7789071.931593422,0.039504279295185504,0.02736070951346482,0.0027828462245516375,0.00024563767970919815,0.0031231107060976566,0.0005227871898027371,9.842778373634009e-05,0.00026063847768626017,0.000197039121232704
7833525.64573602,0.0397061803329855,0.027457099069994294,0.002785560664604995,0.0002465433627700221,0.0031483925433713877,0.0005252914123086397,9.918622103690648e-05,0.0002631134002163646,0.00019850292326193875
7878233.065675462,0.03991009581715383,0.02755420036314412,0.0027882943845314386,0.0002474518301936119,0.003173821068438777,0.0005277816868688713,9.99446608191287e-05,0.0002656405402738076,0.0001999950012629578
7923195.63935894,0.040115247283944194,0.027651758535353586,0.002791044933196113,0.00024836232237813755,0.003199390954835771,0.0005302564070641847,0.00010070231206068124,0.0002682197466174551,0.0002015142743538134
7968414.822997406,0.040321589735371186,0.027749758175190153,0.002793812242601679,0.0002492747743214373,0.0032251025380722457,0.0005327151539063048,0.0001014590780374665,0.0002708515686538958,0.00020306095507862556
8013892.081112636,0.04052994086411131,0.027848465505958972,0.002796599047679562,0.00025018993805560254,0.003250962812640497,0.0005351589056945466,0.00010221567875553356,0.00027353737892656473,0.00020463677681810402
8059628.886584711,0.0407403181271484,0.027947885481075036,0.002799405484257975,0.0002511078070497485,0.0032769726021935675,0.0005375873369604812,0.00010297207535116075,0.0002762777975735208,0.00020624206771269337
8105626.720699767,0.040952733051358964,0.02804802110512964,0.00280223166937519,0.0002520283687967763,0.0033031326877935355,0.0005400001085848834,0.00010372822267490645,0.0002790734449696879,0.00020787714835626746
8151887.0731978705,0.041167171744514314,0.02814886707107148,0.002805077637972083,0.00025295158634404895,0.0033294436575604706,0.0005423968361039653,0.00010448405081955154,0.00028192492331347615,0.00020954229752880303
8198411.44232132,0.04138365360162892,0.028250428926240648,0.002807943533603148,0.0002538774539127472,0.003355906359615245,0.0005447771850244953,0.00010523952073669831,0.0002848328723025624,0.00021123785552260003
8245201.334863217,0.041602225477424384,0.0283527211696779,0.0028108295895084875,0.0002548059913724702,0.0033825218571296735,0.0005471408613190564,0.00010599461870859102,0.00028779796366540025,0.00021296421391424404
8292258.266216166,0.04182290836706629,0.028455749844553478,0.0028137359554084155,0.00025573719371822166,0.0034092910169677255,0.0005494875247822482,0.00010674930582229876,0.00029082085069559265,0.00021472172176985855
8339583.760421409,0.042045723540403965,0.02855952107020593,0.00281666278240366,0.0002566710558281556,0.003436214711327547,0.0005518168314393335,0.00010750354272463448,0.00029390219306751593,0.00021651073165777454
8387179.350218227,0.042270691047379794,0.028664040554047168,0.0028196102181230263,0.00025760757104345615,0.0034632938062211854,0.0005541284310782534,0.00010825728819918349,0.00029704265547457405,0.0002183315970454564
8435046.577093488,0.04249783086238566,0.02876931396501725,0.002822578410443717,0.00025854673224853255,0.0034905291703142675,0.0005564219690676045,0.00010901050024362434,0.0003002429087682575,0.0002201846743401676
8483186.991331616,0.04272716312820929,0.02887534701307598,0.002825567508286679,0.0002594885320980551,0.00351792167681885,0.0005586970867117609,0.00010976313629386583,0.00030350363024454665,0.00022207032334549604
8531602.152064856,0.04295425242977881,0.028980100010030548,0.002828520236499052,0.00026041503037245646,0.003544934113914531,0.0005609123673760992,0.00011050090403478002,0.0003067583846493388,0.0002239503660003293
8582222.453666225,0.04317486014824362,0.029081671404522988,0.0028313843305446166,0.00026131025743310056,0.003571028561164534,0.0005630384538571937,0.0001112112362614235,0.0003099312875469295,0.0002257820223009132
8639425.558124749,0.04340974576871509,0.0291896830945193,0.0028344339548898984,0.00026225999557040437,0.0035985928841256957,0.0005652904989358752,0.00011196197922226987,0.00031330038481197463,0.00022772713852087443
8697009.938549634,0.043645940730670296,0.02929820692806288,0.002837503356576,0.0002632126547422842,0.003626077919571466,0.0005675515011534834,0.00011271223018479148,0.00031667070647463483,0.00022967371586421053
8754978.136260374,0.043883453416962155,0.029407245315929625,0.0028405926681939436,0.0002641682313827791,0.003653481266351866,0.0005698214791888535,0.00011346194791008151,0.0003200421099431318,0.00023162168425660564
8813332.709515074,0.04412229227117642,0.029516800680171595,0.0028437020232468632,0.0002651267217441104,0.003680800493970061,0.000572100451563161,0.00011421109061969666,0.0003234144506031379,0.0002335709725983208
8872076.2336234,0.04436246579792557,0.02962687545411033,0.0028468315561558035,0.00026608812189420154,0.0037080331422902815,0.0005743884366366145,0.00011495961599003153,0.00032678758179649297,0.00023552150875311162
8931211.301060291,0.04460398270994624,0.029737472130256962,0.002849981402742456,0.0002670524278532656,0.003735176722375761,0.0005766854528435577,0.00011570748128573454,0.0003301613549388209,0.0002374732197953592
8990740.52158024,0.0448468524179215,0.02984859342012236,0.0028531517018252593,0.0002680196360550893,0.0037622287199680898,0.0005789915194841963,0.00011645464381779387,0.000333535619961658,0.00023942603286014922
9050666.522332614,0.045091052762021445,0.029960231719254427,0.0028563424903999047,0.000268989712770397,0.0037891863462268596,0.0005813066043084715,0.00011720103036367631,0.0003369101947164995,0.0002413798183514448
9110991.947977452,0.0453365922026914,0.03007238941089163,0.0028595539056717745,0.00026996265302865947,0.0038160470172397733,0.0005836307245258418,0.00011794659608588458,0.00034028492387710204,0.00024333449936159672
9171719.460802324,0.04558351118175846,0.030185079310223028,0.002862786189482534,0.00027093848190482564,0.0038428083642161283,0.0005859639490120828,0.0001186913258154087,0.00034365968020654274,0.0002452900540542235
9232851.740839697,0.04583181859877403,0.03029830392537009,0.00286603948195787,0.00027191719432885015,0.0038694677430776104,0.0005883062951266,0.0001194351738579479,0.00034703430434688474,0.00024724640387508345
9294391.485985262,0.04608152333661174,0.03041206574960794,0.002869313923923827,0.00027289878495269246,0.003896022477371691,0.000590657779913984,0.00012017809385757484,0.00035040863466613824,0.00024920346901247505
9356341.412117055,0.04633263200194798,0.030526366523576945,0.0028726096495718567,0.00027388324600648335,0.003922469840522836,0.0005930184164298588,0.00012092003664953943,0.0003537825050942085,0.0002511611644088899
9418704.253215184,0.0465851357242542,0.03064120292536677,0.0028759267435803414,0.0002748705547877927,0.003948806953664871,0.0005953881922949094,0.00012166093774614668,0.0003571557325917523,0.00025311937651979174
9481482.76148264,0.04683902667640387,0.03075657196397451,0.002879265294787164,0.000275860689311579,0.0039750309127792325,0.0005977670965243704,0.00012240073298328664,0.00036052813277954256,0.0002550779923707444
