H,He,C,N,O,Ne,Mg,Si,Fe
0.27844521509946063,0.13521586889023685,0.006437317677385922,0.0013531261293272356,0.00971856604995816,0.001618982803617175,0.0005856948663709372,0.0011972416418283278,0.0012699771046513915
0.27889811550563115,0.13537831689954655,0.006439035086808678,0.0013541557470279856,0.009724170361364179,0.0016201685713400544,0.0005863865642092836,0.0011979333396666741,0.0012712616863511774
0.27935069912785265,0.1355407148767715,0.00644075631004521,0.0013551832153804772,0.00972977163801071,0.0016213536405285237,0.000587077854569224,0.0011986246300266146,0.0012725455113053526
0.27980296580670644,0.13570306311660918,0.0064424814440862035,0.0013562084973746827,0.009735369886760489,0.001622538011594088,0.0005877687376908032,0.0011993155131481937,0.001273828579959714
0.2802549153804799,0.1358653619150994,0.0064442105869570625,0.0013572315555876197,0.009740965114527192,0.0016237216849480116,0.0005884592138139253,0.0012000059892713158,0.0012751108927597978
0.2807065476851503,0.13602761156963178,0.006445943837727334,0.001358252352179543,0.009746557328275902,0.001624904661001315,0.0005891492831783522,0.0012006960586357428,0.0012763924501508763
0.2811578625543705,0.13618981237895372,0.006447681296520214,0.0013592708488901076,0.009752146535023598,0.0016260869401647773,0.0005898389460237053,0.0012013857214810957,0.0012776732525779607
0.28160885981945266,0.1363519646431779,0.006449423064522143,0.001360287007034495,0.00975773274183962,0.0016272685228489354,0.0005905282025894642,0.0012020749780468547,0.0012789533004857986
0.28205953930935423,0.13651406866379034,0.006451169243992467,0.0013613007874995115,0.00976331595584617,0.001628449409464085,0.000591217053114968,0.0012027638285723584,0.0012802325943188772
0.2825099008506609,0.13667612474365792,0.006452919938273187,0.0013623121507396491,0.009768896184218778,0.0016296296004202787,0.0005919054978394143,0.001203452273296805,0.0012815111345214204
0.2829599442675723,0.1368381331870368,0.0064546752517987945,0.0013633210567731173,0.009774473434186819,0.0016308090961273294,0.0005925935370018606,0.0012041403124592512,0.001282788921537392
0.283409655080502,0.137000093710405,0.006456435713116406,0.0013643274078371905,0.009780047613868349,0.001631987869209144,0.0005932811546329191,0.0012048279300903096,0.0012840659257093577
0.28385885202603117,0.13716199947127816,0.006458206821321633,0.0013653304344045669,0.00978561748054219,0.001633165568922244,0.0005939681461322274,0.001205514921589618,0.001285341767065216
0.28430721399648173,0.1373238387563745,0.006459998316900685,0.0013663287983148608,0.009791180837813994,0.0016343415747373748,0.000594654149524387,0.0012062009249817775,0.0012866157733649412
0.28473121408721475,0.1374771486526153,0.006461719429210092,0.001367270025673431,0.009796446278760617,0.0016354542407503569,0.0005953032046986266,0.0012068499801560172,0.0012878211615456718
0.28517147912671775,0.1376366320051609,0.006463536506830551,0.0013682441306128712,0.009801918549342783,0.0016366102080407154,0.0005959775189513358,0.0012075242944087263,0.0012890734594435604
0.2856163810933098,0.13779809081283328,0.006465403120334994,0.0013692251984785218,0.009807453361181367,0.001637778976060799,0.0005966593002963845,0.001208206075753775,0.0012903396247986507
0.2860602905299112,0.13795948705512595,0.00646729626898869,0.0013702007301862346,0.009812980770177053,0.001638945766765826,0.0005973399282076502,0.0012088867036650407,0.0012916036480624298
0.2865032061172337,0.13812082338661413,0.0064692163785412616,0.0013711706575394657,0.009818500818968035,0.001640110583501007,0.0005980194046365058,0.0012095661800938964,0.0012928655328588762
0.2869451265092547,0.13828210248171596,0.006471163878908936,0.001372134911608152,0.009824013550430442,0.0016412734296058927,0.0005986977315310225,0.0012102445069884131,0.0012941252828058357
0.2873860503330129,0.13844332703486856,0.006473139204211293,0.0013730934227221693,0.00982951900768072,0.0016424343084143849,0.0005993749108359763,0.0012109216862933668,0.0012953829015150352
0.28782597618840033,0.13860449976070444,0.006475142792808309,0.0013740461204647283,0.009835017234078001,0.0016435932232547433,0.000600050944492852,0.0012115977199502425,0.0012966383925920905
0.2882649026479543,0.13876562339423082,0.006477175087337716,0.0013749929336657214,0.009840508273226516,0.001644750177449599,0.0006007258344398511,0.0012122726098972416,0.0012978917596365171
0.28870282502860206,0.1389266830945669,0.006479234698701188,0.0013759339538651587,0.009845991844588984,0.0016459051308364153,0.0006013995572488272,0.0012129463327062177,0.0012991429591389016
0.2891397243712507,0.13908758221961698,0.006481311680205023,0.0013768700357326637,0.009851466164389353,0.0016470578424881799,0.0006020719723790233,0.0012136187478364137,0.0013003917300949798
0.28957557494603925,0.1392481763264224,0.006483391034525676,0.0013778024874828865,0.009856928580549427,0.0016482079570845239,0.0006027428725602239,0.0012142896480176145,0.0013016376875743525
0.29001036755635234,0.13940840157058593,0.0064854661192497946,0.0013787318768048954,0.009862377938113042,0.0016493553217111485,0.0006034121685924216,0.0012149589440498122,0.0013028806659198626
0.29044410527418774,0.13956825827966246,0.006487536973076835,0.001379658177262545,0.009867814268388881,0.00165049994294334,0.0006040798643112001,0.0012156266397685906,0.0013041206722547369
0.2908767911719716,0.13972774677252342,0.006489603634956426,0.0013805813620768705,0.009873237602611782,0.0016516418273406646,0.0006047459635429727,0.0012162927390003632,0.0013053577136851718
